Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ÁC (SEN S/N: 9818218)","Temp, ÁC (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833760, LBL: 10cmBG)"
ITEX2.0,19,CTL,11/08/12,01:15:43,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,02:15:44,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,03:15:45,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,04:15:46,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,05:15:47,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,06:15:48,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,07:15:49,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,08:15:50,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,09:15:51,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,10:15:52,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,11:15:53,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,12:15:54,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,13:15:55,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,14:15:56,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,15:15:57,0.246,100,0.2,0.412,0.256,
ITEX2.0,19,CTL,11/08/12,16:15:58,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,17:15:59,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,18:16:00,0.246,100,0.2,0.412,0.256,
ITEX2.0,19,CTL,11/08/12,19:16:01,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,20:16:02,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,21:16:03,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,22:16:04,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,11/08/12,23:16:05,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,00:16:06,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,01:16:07,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,02:16:08,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,03:16:09,0.246,100,0.2,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,04:16:10,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,05:16:11,0.246,100,0.2,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,06:16:12,0.246,100,0.2,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,07:16:13,0.246,100,0.2,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,08:16:14,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,09:16:15,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,10:16:16,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,11:16:17,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,12:16:18,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,13:16:19,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,14:16:20,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,15:16:21,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,16:16:22,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,17:16:23,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,18:16:24,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,12/08/12,19:16:25,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,20:16:26,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,21:16:27,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,22:16:28,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,12/08/12,23:16:29,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,00:16:30,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,13/08/12,01:16:31,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,02:16:32,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,03:16:33,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,04:16:34,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,05:16:35,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,06:16:36,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,13/08/12,07:16:37,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,08:16:38,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,13/08/12,09:16:39,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,10:16:40,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,11:16:41,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,12:16:42,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,13:16:43,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,14:16:44,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,15:16:45,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,16:16:46,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,17:16:47,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,18:16:48,0.301,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,13/08/12,19:16:49,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,20:16:50,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,21:16:51,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,22:16:52,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,13/08/12,23:16:53,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,00:16:54,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,01:16:55,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,02:16:56,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,03:16:57,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,04:16:58,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,05:16:59,0.301,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,14/08/12,06:17:00,0.301,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,14/08/12,07:17:01,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,08:17:02,0.301,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,14/08/12,09:17:03,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,10:17:04,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,11:17:05,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,12:17:06,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,13:17:07,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,14:17:08,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,15:17:09,0.273,100,0.3,0.412,0.2552,
ITEX2.0,19,CTL,14/08/12,16:17:10,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,17:17:11,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,18:17:12,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,19:17:13,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,20:17:14,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,21:17:15,0.301,100,0.3,0.384,0.2552,
ITEX2.0,19,CTL,14/08/12,22:17:16,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,14/08/12,23:17:17,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,00:17:18,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,01:17:19,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,02:17:20,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,03:17:21,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,04:17:22,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,05:17:23,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,06:17:24,0.273,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,07:17:25,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,08:17:26,0.301,100,0.3,0.412,0.2567,
ITEX2.0,19,CTL,15/08/12,09:17:27,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,15/08/12,10:17:28,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,15/08/12,11:17:29,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,15/08/12,12:17:30,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,13:17:31,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,14:17:32,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,15:17:33,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,16:17:34,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,15/08/12,17:17:35,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,18:17:36,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,15/08/12,19:17:37,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,15/08/12,20:17:38,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,21:17:39,0.301,100,0.3,0.412,0.256,
ITEX2.0,19,CTL,15/08/12,22:17:40,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,15/08/12,23:17:41,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,00:17:42,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,01:17:43,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,02:17:44,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,03:17:45,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,04:17:46,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,05:17:47,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,06:17:48,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,07:17:49,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,08:17:50,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,09:17:51,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,10:17:52,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,11:17:53,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,12:17:54,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,13:17:55,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,14:17:56,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,15:17:57,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,16:17:58,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,17:17:59,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,18:18:00,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,19:18:01,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,20:18:02,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,21:18:03,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,16/08/12,22:18:04,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,16/08/12,23:18:05,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,00:18:06,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,01:18:07,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,02:18:08,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,03:18:09,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,04:18:10,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,05:18:11,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,06:18:12,0.301,100,0.3,0.384,0.256,
ITEX2.0,19,CTL,17/08/12,07:18:13,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,08:18:14,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,09:18:15,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,10:18:16,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,11:18:17,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,12:18:18,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,13:18:19,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,14:18:20,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,15:18:21,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,16:18:22,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,17:18:23,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,18:18:24,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,19:18:25,0.329,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,20:18:26,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,21:18:27,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,22:18:28,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,17/08/12,23:18:29,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,00:18:30,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,01:18:31,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,02:18:32,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,03:18:33,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,04:18:34,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,05:18:35,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,06:18:36,0.329,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,07:18:37,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,08:18:38,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,09:18:39,0.329,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,18/08/12,10:18:40,0.301,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,11:18:41,0.301,100,0.3,0.384,0.2574,
ITEX2.0,19,CTL,18/08/12,12:18:42,0.329,100,0.3,0.384,0.2567,
ITEX2.0,19,CTL,18/08/12,13:18:43,0.329,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,18/08/12,14:18:44,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,15:18:45,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,16:18:46,0.329,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,18/08/12,17:18:47,0.329,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,18/08/12,18:18:48,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,19:18:49,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,20:18:50,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,21:18:51,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,22:18:52,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,18/08/12,23:18:53,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,00:18:54,0.301,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,19/08/12,01:18:55,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,02:18:56,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,03:18:57,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,04:18:58,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,05:18:59,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,06:19:00,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,07:19:01,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,08:19:02,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,09:19:03,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,10:19:04,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,11:19:05,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,12:19:06,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,13:19:07,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,14:19:08,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,15:19:09,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,16:19:10,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,17:19:11,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,18:19:12,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,19:19:13,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,20:19:14,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,21:19:15,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,22:19:16,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,19/08/12,23:19:17,0.329,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,20/08/12,00:19:18,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,01:19:19,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,02:19:20,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,03:19:21,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,04:19:22,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,05:19:23,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,06:19:24,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,07:19:25,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,08:19:26,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,09:19:27,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,10:19:28,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,11:19:29,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,12:19:30,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,13:19:31,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,14:19:32,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,15:19:33,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,16:19:34,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,17:19:35,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,18:19:36,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,19:19:37,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,20:19:38,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,21:19:39,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,22:19:40,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,20/08/12,23:19:41,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,00:19:42,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,01:19:43,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,02:19:44,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,03:19:45,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,04:19:46,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,05:19:47,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,06:19:48,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,07:19:49,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,08:19:50,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,09:19:51,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,10:19:52,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,11:19:53,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,12:19:54,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,13:19:55,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,14:19:56,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,15:19:57,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,16:19:58,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,17:19:59,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,18:20:00,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,19:20:01,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,20:20:02,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,21:20:03,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,22:20:04,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,21/08/12,23:20:05,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,00:20:06,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,01:20:07,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,02:20:08,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,03:20:09,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,04:20:10,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,05:20:11,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,06:20:12,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,07:20:13,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,08:20:14,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,09:20:15,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,10:20:16,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,11:20:17,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,12:20:18,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,13:20:19,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,14:20:20,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,15:20:21,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,16:20:22,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,17:20:23,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,18:20:24,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,19:20:25,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,20:20:26,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,21:20:27,0.301,100,0.3,0.356,0.2567,
ITEX2.0,19,CTL,22/08/12,22:20:28,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,22/08/12,23:20:29,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,23/08/12,00:20:30,0.301,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,23/08/12,01:20:31,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,23/08/12,02:20:32,0.329,100,0.3,0.356,0.2574,
ITEX2.0,19,CTL,23/08/12,03:20:33,0.329,100,0.3,0.356,0.2589,
ITEX2.0,19,CTL,23/08/12,04:20:34,0.329,100,0.3,0.356,0.2712,
ITEX2.0,19,CTL,23/08/12,05:20:35,0.329,100,0.3,0.356,0.285,
ITEX2.0,19,CTL,23/08/12,06:20:36,0.329,100,0.3,0.356,0.2937,
ITEX2.0,19,CTL,23/08/12,07:20:37,0.329,100,0.3,0.356,0.2995,
ITEX2.0,19,CTL,23/08/12,08:20:38,0.329,100,0.3,0.356,0.3024,
ITEX2.0,19,CTL,23/08/12,09:20:39,0.329,100,0.3,0.356,0.3032,
ITEX2.0,19,CTL,23/08/12,10:20:40,0.329,100,0.3,0.356,0.3024,
ITEX2.0,19,CTL,23/08/12,11:20:41,0.329,100,0.3,0.356,0.3003,
ITEX2.0,19,CTL,23/08/12,12:20:42,0.329,100,0.3,0.356,0.2981,
ITEX2.0,19,CTL,23/08/12,13:20:43,0.329,100,0.3,0.356,0.3017,
