Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)",,"Temp, ÁC (SEN S/N: 684637)",,,,,"PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 809009)","Gust Speed, m/s (SEN S/N: 809009)"
27/04/08,03:00:00,4.06,5.949,,537.327,,,,,1.2,0,0
27/04/08,04:00:00,1.78,5.821,,537.327,,,,,1.2,0,0
27/04/08,05:00:00,0.76,5.668,,537.327,,,,,1.2,0,0
27/04/08,06:00:00,2.79,5.565,,537.327,,,,,1.2,0,0
27/04/08,07:00:00,0,5.437,,537.327,,,,,1.2,0,0
27/04/08,08:00:00,0,5.334,,537.327,,,,,26.2,0,0
27/04/08,09:00:00,0.25,5.205,,537.327,,,,,153.7,0,0
27/04/08,10:00:00,0,5.102,,537.327,,,,,201.2,0,0
27/04/08,11:00:00,0,5.024,,537.327,,,,,321.2,0,0
27/04/08,12:00:00,1.27,4.973,,537.327,,,,,573.7,0,0
27/04/08,13:00:00,1.52,4.921,,537.327,,,,,606.2,0,0
27/04/08,14:00:00,0.76,4.869,,537.327,,,,,503.7,0,0
27/04/08,15:00:00,1.02,4.818,,537.327,,,,,463.7,0,0
27/04/08,16:00:00,0,4.792,,537.327,,,,,228.7,0,0
27/04/08,17:00:00,0,4.766,,537.327,,,,,88.7,0,0
27/04/08,18:00:00,0,4.714,,537.327,,,,,8.7,0,0
27/04/08,19:00:00,0,4.688,,537.327,,,,,1.2,0,0
27/04/08,20:00:00,0,4.662,,537.327,,,,,1.2,0,0
27/04/08,21:00:00,0,4.636,,537.327,,,,,1.2,0,0
27/04/08,22:00:00,0,4.61,,537.327,,,,,1.2,0,0
27/04/08,23:00:00,0,4.584,,537.327,,,,,1.2,0,0
28/04/08,00:00:00,0,4.584,,537.327,,,,,1.2,0,0
28/04/08,01:00:00,0,4.558,,537.327,,,,,1.2,0,0
28/04/08,02:00:00,0,4.532,,537.327,,,,,1.2,0,0
28/04/08,03:00:00,0,4.532,,537.327,,,,,1.2,0,0
28/04/08,04:00:00,0,4.506,,537.327,,,,,1.2,0,0
28/04/08,05:00:00,0,4.48,,537.327,,,,,1.2,0,0
28/04/08,06:00:00,0,4.454,,537.327,,,,,1.2,0,0
28/04/08,07:00:00,0,4.454,,537.327,,,,,3.7,0,0
28/04/08,08:00:00,0,4.428,,537.327,,,,,141.2,0,0
28/04/08,09:00:00,0,4.402,,537.327,,,,,298.7,0,0
28/04/08,10:00:00,0,4.402,,537.327,,,,,623.7,0,0
28/04/08,11:00:00,0,4.402,,537.327,,,,,836.2,0,0
28/04/08,12:00:00,0,4.376,,537.327,,,,,1013.7,0,0
28/04/08,13:00:00,0.25,4.35,,537.327,,,,,1133.7,0,0
28/04/08,14:00:00,0.25,4.324,,537.327,,,,,1053.7,0,0
28/04/08,15:00:00,0,4.324,,537.327,,,,,711.2,0,0
28/04/08,16:00:00,0,4.324,,537.327,,,,,426.2,0,0
28/04/08,17:00:00,0,4.324,,537.327,,,,,231.2,0,0
28/04/08,18:00:00,0,4.298,,537.327,,,,,16.2,0,0
28/04/08,19:00:00,0,4.272,,537.327,,,,,1.2,0,0
28/04/08,20:00:00,0,4.272,,537.327,,,,,1.2,0,0
28/04/08,21:00:00,0,4.246,,537.327,,,,,1.2,0,0
28/04/08,22:00:00,0,4.22,,537.327,,,,,1.2,0,0
28/04/08,23:00:00,0,4.22,,537.327,,,,,1.2,0,0
29/04/08,00:00:00,0,4.194,,537.327,,,,,1.2,0,0
29/04/08,01:00:00,0,4.168,,537.327,,,,,1.2,0,0
29/04/08,02:00:00,0,4.168,,537.327,,,,,1.2,0,0
29/04/08,03:00:00,0,4.141,,537.327,,,,,1.2,0,0
29/04/08,04:00:00,0,4.141,,537.327,,,,,1.2,0,0
29/04/08,05:00:00,0,4.115,,537.327,,,,,1.2,0,0
29/04/08,06:00:00,0,4.115,,537.327,,,,,1.2,0,0
29/04/08,07:00:00,0,4.089,,537.327,,,,,6.2,0,0
29/04/08,08:00:00,0,4.089,,537.327,,,,,278.7,0,0
29/04/08,09:00:00,0.25,4.037,,537.327,,,,,708.7,0,0
29/04/08,10:00:00,0,4.011,,537.327,,,,,1076.2,0,0
29/04/08,11:00:00,2.03,4.011,,537.327,,,,,1343.7,0,0
29/04/08,12:00:00,1.78,3.985,,537.327,,,,,1486.2,0,0
29/04/08,13:00:00,0,3.985,,537.327,,,,,1498.7,0,0
29/04/08,14:00:00,0,4.011,,537.327,,,,,1378.7,0,0
29/04/08,15:00:00,0,4.037,,537.327,,,,,1136.2,0,0
29/04/08,16:00:00,0,4.037,,537.327,,,,,783.7,0,0
29/04/08,17:00:00,0,4.011,,537.327,,,,,361.2,0,0
29/04/08,18:00:00,0,4.011,,537.327,,,,,23.7,0,0
29/04/08,19:00:00,0,3.985,,537.327,,,,,1.2,0,0
29/04/08,20:00:00,0,3.958,,537.327,,,,,1.2,0,0
29/04/08,21:00:00,0,3.932,,537.327,,,,,1.2,0,0
29/04/08,22:00:00,0,3.932,,537.327,,,,,1.2,0,0
29/04/08,23:00:00,0,3.906,,537.327,,,,,1.2,0,0
30/04/08,00:00:00,0,3.906,,537.327,,,,,1.2,0,0
30/04/08,01:00:00,0,3.88,,537.327,,,,,1.2,0,0
30/04/08,02:00:00,0,3.88,,537.327,,,,,1.2,0,0
30/04/08,03:00:00,0,3.854,,537.327,,,,,1.2,0,0
30/04/08,04:00:00,0,3.854,,537.327,,,,,1.2,0,0
30/04/08,05:00:00,0,3.854,,537.327,,,,,1.2,0,0
30/04/08,06:00:00,0,3.827,,537.327,,,,,1.2,0,0
30/04/08,07:00:00,0,3.827,,537.327,,,,,3.7,0,0
30/04/08,08:00:00,0,3.827,,537.327,,,,,213.7,0,0
30/04/08,09:00:00,0,3.775,,537.327,,,,,696.2,0,0
30/04/08,10:00:00,0,3.749,,537.327,,,,,1101.2,0,0
30/04/08,11:00:00,0,3.775,,537.327,,,,,1051.2,0,0
30/04/08,12:00:00,0,3.749,,537.327,,,,,1146.2,0,0
30/04/08,13:00:00,0,3.775,,537.327,,,,,786.2,0,0
30/04/08,14:00:00,0,3.775,,537.327,,,,,486.2,0,0
30/04/08,15:00:00,0,3.775,,537.327,,,,,576.2,0,0
30/04/08,16:00:00,0,3.775,,537.327,,,,,293.7,0,0
30/04/08,17:00:00,0,3.749,,537.327,,,,,196.2,0,0
30/04/08,18:00:00,0,3.722,,537.327,,,,,21.2,0,0
30/04/08,19:00:00,0,3.722,,537.327,,,,,1.2,0,0
30/04/08,20:00:00,0,3.696,,537.327,,,,,1.2,0,0
30/04/08,21:00:00,0,3.696,,537.327,,,,,1.2,0,0
30/04/08,22:00:00,0,3.67,,537.327,,,,,1.2,0,0
30/04/08,23:00:00,0,3.67,,537.327,,,,,1.2,0,0
01/05/08,00:00:00,0,3.643,,537.327,,,,,1.2,0,0
01/05/08,01:00:00,0,3.643,,537.327,,,,,1.2,0,0
01/05/08,02:00:00,0,3.617,,537.327,,,,,1.2,0,0
01/05/08,03:00:00,0,3.617,,537.327,,,,,1.2,0,0
01/05/08,04:00:00,0,3.617,,537.327,,,,,1.2,0,0
01/05/08,05:00:00,0,3.591,,537.327,,,,,1.2,0,0
01/05/08,06:00:00,0,3.591,,537.327,,,,,1.2,0,0
01/05/08,07:00:00,0,3.591,,537.327,,,,,3.7,0,0
01/05/08,08:00:00,0,3.564,,537.327,,,,,128.7,0,0
01/05/08,09:00:00,0,3.591,,537.327,,,,,461.2,0,0
01/05/08,10:00:00,0,3.591,,537.327,,,,,733.7,0,0
01/05/08,11:00:00,0,3.564,,537.327,,,,,853.7,0,0
01/05/08,12:00:00,0,3.564,,537.327,,,,,511.2,0,0
01/05/08,13:00:00,0,3.564,,537.327,,,,,538.7,0,0
01/05/08,14:00:00,0.25,3.564,,537.327,,,,,503.7,0,0
01/05/08,15:00:00,0.51,3.538,,537.327,,,,,246.2,0,0
01/05/08,16:00:00,0.25,3.512,,537.327,,,,,246.2,0,0
01/05/08,17:00:00,0,3.459,,537.327,,,,,206.2,0,0
01/05/08,18:00:00,0,3.406,,537.327,,,,,8.7,0,0
01/05/08,19:00:00,0,3.38,,537.327,,,,,1.2,0,0
01/05/08,20:00:00,0,3.354,,537.327,,,,,1.2,0,0
01/05/08,21:00:00,0,3.327,,537.327,,,,,1.2,0,0
01/05/08,22:00:00,0,3.327,,537.327,,,,,1.2,0,0
01/05/08,23:00:00,0,3.301,,537.327,,,,,1.2,0,0
02/05/08,00:00:00,0,3.301,,537.327,,,,,1.2,0,0
02/05/08,01:00:00,0,3.274,,537.327,,,,,1.2,0,0
02/05/08,02:00:00,0,3.274,,537.327,,,,,1.2,0,0
02/05/08,03:00:00,0,3.248,,537.327,,,,,1.2,0,0
02/05/08,04:00:00,0.25,3.248,,537.327,,,,,1.2,0,0
02/05/08,05:00:00,0,3.248,,537.327,,,,,1.2,0,0
02/05/08,06:00:00,0,3.221,,537.327,,,,,1.2,0,0
02/05/08,07:00:00,0,3.221,,537.327,,,,,1.2,0,0
02/05/08,08:00:00,0,3.195,,537.327,,,,,61.2,0,0
02/05/08,09:00:00,0,3.195,,537.327,,,,,338.7,0,0
02/05/08,10:00:00,0,3.195,,537.327,,,,,641.2,0,0
02/05/08,11:00:00,0,3.195,,537.327,,,,,781.2,0,0
02/05/08,12:00:00,0,3.195,,537.327,,,,,646.2,0,0
02/05/08,13:00:00,0,3.195,,537.327,,,,,496.2,0,0
02/05/08,14:00:00,0,3.195,,537.327,,,,,676.2,0,0
02/05/08,15:00:00,0,3.168,,537.327,,,,,363.7,0,0
02/05/08,16:00:00,0,3.168,,537.327,,,,,353.7,0,0
02/05/08,17:00:00,0,3.142,,537.327,,,,,98.7,0,0
02/05/08,18:00:00,1.27,3.142,,537.327,,,,,1.2,0,0
02/05/08,19:00:00,0,3.116,,537.327,,,,,1.2,0,0
02/05/08,20:00:00,0.25,3.089,,537.327,,,,,1.2,0,0
02/05/08,21:00:00,0,3.063,,537.327,,,,,1.2,0,0
02/05/08,22:00:00,0,3.063,,537.327,,,,,1.2,0,0
02/05/08,23:00:00,0,3.063,,537.327,,,,,1.2,0,0
03/05/08,00:00:00,0,3.036,,537.327,,,,,1.2,0,0
03/05/08,01:00:00,0,3.036,,537.327,,,,,1.2,0,0
03/05/08,02:00:00,0,3.009,,537.327,,,,,1.2,0,0
03/05/08,03:00:00,0,2.983,,537.327,,,,,1.2,0,0
03/05/08,04:00:00,0,2.983,,537.327,,,,,1.2,0,0
03/05/08,05:00:00,0,2.956,,537.327,,,,,1.2,0,0
03/05/08,06:00:00,0,2.93,,537.327,,,,,1.2,0,0
03/05/08,07:00:00,0,2.903,,537.327,,,,,3.7,0,0
03/05/08,08:00:00,0,2.85,,537.327,,,,,228.7,0,0
03/05/08,09:00:00,0,2.77,,537.327,,,,,658.7,0,0
03/05/08,10:00:00,0,2.744,,537.327,,,,,971.2,0,0
03/05/08,11:00:00,0,2.717,,537.327,,,,,946.2,0,0
03/05/08,12:00:00,0,2.69,,537.327,,,,,1398.7,0,0
03/05/08,13:00:00,0,2.69,,537.327,,,,,1358.7,0,0
03/05/08,14:00:00,0,2.77,,537.327,,,,,1313.7,0,0
03/05/08,15:00:00,0,3.009,,537.327,,,,,566.2,0,0
03/05/08,16:00:00,0,3.327,,537.327,,,,,246.2,0,0
03/05/08,17:00:00,0,3.538,,537.327,,,,,161.2,0,0
03/05/08,18:00:00,0,3.591,,537.327,,,,,11.2,0,0
03/05/08,19:00:00,0,3.591,,537.327,,,,,1.2,0,0
03/05/08,20:00:00,0,3.512,,537.327,,,,,1.2,0,0
03/05/08,21:00:00,0,3.433,,537.327,,,,,1.2,0,0
03/05/08,22:00:00,0,3.354,,537.327,,,,,1.2,0,0
03/05/08,23:00:00,0,3.274,,537.327,,,,,1.2,0,0
04/05/08,00:00:00,0,3.168,,537.327,,,,,1.2,0,0
04/05/08,01:00:00,0,3.089,,537.327,,,,,1.2,0,0
04/05/08,02:00:00,0,2.983,,537.327,,,,,1.2,0,0
04/05/08,03:00:00,0,2.903,,537.327,,,,,1.2,0,0
04/05/08,04:00:00,0,2.823,,537.327,,,,,1.2,0,0
04/05/08,05:00:00,0,2.744,,537.327,,,,,1.2,0,0
04/05/08,06:00:00,0,2.664,,537.327,,,,,1.2,0,0
04/05/08,07:00:00,0,2.584,,537.327,,,,,1.2,0,0
04/05/08,08:00:00,0,2.503,,537.327,,,,,208.7,0,0
04/05/08,09:00:00,0,2.396,,537.327,,,,,648.7,0,0
04/05/08,10:00:00,0,2.343,,537.327,,,,,986.2,0,0
04/05/08,11:00:00,0,2.289,,537.327,,,,,1241.2,0,0
04/05/08,12:00:00,0,2.262,,537.327,,,,,1401.2,0,0
04/05/08,13:00:00,0,2.262,,537.327,,,,,1423.7,0,0
04/05/08,14:00:00,0,2.396,,537.327,,,,,1316.2,0,0
04/05/08,15:00:00,0,2.797,,537.327,,,,,1056.2,0,0
04/05/08,16:00:00,0,3.301,,537.327,,,,,528.7,0,0
04/05/08,17:00:00,0,3.643,,537.327,,,,,143.7,0,0
04/05/08,18:00:00,0,3.801,,537.327,,,,,8.7,0,0
04/05/08,19:00:00,0,3.827,,537.327,,,,,1.2,0,0
04/05/08,20:00:00,0,3.775,,537.327,,,,,1.2,0,0
04/05/08,21:00:00,0,3.67,,537.327,,,,,1.2,0,0
04/05/08,22:00:00,0,3.591,,537.327,,,,,1.2,0,0
04/05/08,23:00:00,0,3.512,,537.327,,,,,1.2,0,0
05/05/08,00:00:00,0,3.433,,537.327,,,,,1.2,0,0
05/05/08,01:00:00,0,3.354,,537.327,,,,,1.2,0,0
05/05/08,02:00:00,0,3.301,,537.327,,,,,1.2,0,0
05/05/08,03:00:00,0,3.248,,537.327,,,,,1.2,0,0
05/05/08,04:00:00,0,3.195,,537.327,,,,,1.2,0,0
05/05/08,05:00:00,0,3.168,,537.327,,,,,1.2,0,0
05/05/08,06:00:00,0,3.142,,537.327,,,,,1.2,0,0
05/05/08,07:00:00,0,3.142,,537.327,,,,,1.2,0,0
05/05/08,08:00:00,0,3.168,,537.327,,,,,13.7,0,0
05/05/08,09:00:00,0,3.195,,537.327,,,,,73.7,0,0
05/05/08,10:00:00,0,3.248,,537.327,,,,,163.7,0,0
05/05/08,11:00:00,0,3.301,,537.327,,,,,193.7,0,0
05/05/08,12:00:00,0,3.38,,537.327,,,,,118.7,0,0
05/05/08,13:00:00,0,3.485,,537.327,,,,,138.7,0,0
05/05/08,14:00:00,0,3.564,,537.327,,,,,151.2,0,0
05/05/08,15:00:00,1.02,3.617,,537.327,,,,,106.2,0,0
05/05/08,16:00:00,1.02,3.67,,537.327,,,,,61.2,0,0
05/05/08,17:00:00,1.02,3.696,,537.327,,,,,18.7,0,0
05/05/08,18:00:00,1.52,3.722,,537.327,,,,,1.2,0,0
05/05/08,19:00:00,1.27,3.696,,537.327,,,,,1.2,0,0
05/05/08,20:00:00,1.27,3.696,,537.327,,,,,1.2,0,0
05/05/08,21:00:00,0.76,3.67,,537.327,,,,,1.2,0,0
05/05/08,22:00:00,0,3.643,,537.327,,,,,1.2,0,0
05/05/08,23:00:00,0,3.643,,537.327,,,,,1.2,0,0
06/05/08,00:00:00,0.25,3.643,,537.327,,,,,1.2,0,0
06/05/08,01:00:00,0,3.67,,537.327,,,,,1.2,0,0
06/05/08,02:00:00,0,3.696,,537.327,,,,,1.2,0,0
06/05/08,03:00:00,0,3.722,,537.327,,,,,1.2,0,0
06/05/08,04:00:00,0,3.722,,537.327,,,,,1.2,0,0
06/05/08,05:00:00,0,3.749,,537.327,,,,,1.2,0,0
06/05/08,06:00:00,0,3.775,,537.327,,,,,1.2,0,0
06/05/08,07:00:00,0,3.775,,537.327,,,,,1.2,0,0
06/05/08,08:00:00,0,3.775,,537.327,,,,,158.7,0,0
06/05/08,09:00:00,0,3.775,,537.327,,,,,281.2,0,0
06/05/08,10:00:00,0,3.801,,537.327,,,,,386.2,0,0
06/05/08,11:00:00,0,3.854,,537.327,,,,,666.2,0,0
06/05/08,12:00:00,0,3.932,,537.327,,,,,601.2,0,0
06/05/08,13:00:00,0,4.089,,537.327,,,,,1058.7,0,0
06/05/08,14:00:00,0,4.272,,537.327,,,,,1126.2,0,0
06/05/08,15:00:00,0,4.532,,537.327,,,,,653.7,0,0
06/05/08,16:00:00,0,4.74,,537.327,,,,,211.2,0,0
06/05/08,17:00:00,0,4.844,,537.327,,,,,76.2,0,0
06/05/08,18:00:00,0,4.844,,537.327,,,,,1.2,0,0
06/05/08,19:00:00,0,4.792,,537.327,,,,,1.2,0,0
06/05/08,20:00:00,0.51,4.714,,537.327,,,,,1.2,0,0
06/05/08,21:00:00,1.52,4.636,,537.327,,,,,1.2,0,0
06/05/08,22:00:00,1.78,4.584,,537.327,,,,,1.2,0,0
06/05/08,23:00:00,0.51,4.506,,537.327,,,,,1.2,0,0
07/05/08,00:00:00,1.27,4.454,,537.327,,,,,1.2,0,0
07/05/08,01:00:00,0,4.428,,537.327,,,,,1.2,0,0
07/05/08,02:00:00,0,4.376,,537.327,,,,,1.2,0,0
07/05/08,03:00:00,0,4.272,,537.327,,,,,1.2,0,0
07/05/08,04:00:00,0,4.168,,537.327,,,,,1.2,0,0
07/05/08,05:00:00,0,4.037,,537.327,,,,,1.2,0,0
07/05/08,06:00:00,0,3.932,,537.327,,,,,1.2,0,0
07/05/08,07:00:00,0,3.827,,537.327,,,,,1.2,0,0
07/05/08,08:00:00,0,3.722,,537.327,,,,,188.7,0,0
07/05/08,09:00:00,0,3.564,,537.327,,,,,628.7,0,0
07/05/08,10:00:00,0,3.485,,537.327,,,,,983.7,0,0
07/05/08,11:00:00,0,3.433,,537.327,,,,,1241.2,0,0
07/05/08,12:00:00,0,3.512,,537.327,,,,,1373.7,0,0
07/05/08,13:00:00,0,3.801,,537.327,,,,,1371.2,0,0
07/05/08,14:00:00,0,4.194,,537.327,,,,,1261.2,0,0
07/05/08,15:00:00,0,4.636,,537.327,,,,,1018.7,0,0
07/05/08,16:00:00,0,4.947,,537.327,,,,,518.7,0,0
07/05/08,17:00:00,0,5.102,,537.327,,,,,246.2,0,0
07/05/08,18:00:00,0,5.102,,537.327,,,,,8.7,0,0
07/05/08,19:00:00,0,5.024,,537.327,,,,,1.2,0,0
07/05/08,20:00:00,0,4.869,,537.327,,,,,1.2,0,0
07/05/08,21:00:00,0,4.662,,537.327,,,,,1.2,0,0
07/05/08,22:00:00,0,4.48,,537.327,,,,,1.2,0,0
07/05/08,23:00:00,0,4.324,,537.327,,,,,1.2,0,0
08/05/08,00:00:00,0,4.168,,537.327,,,,,1.2,0,0
08/05/08,01:00:00,0,4.037,,537.327,,,,,1.2,0,0
08/05/08,02:00:00,0,3.932,,537.327,,,,,1.2,0,0
08/05/08,03:00:00,0,3.827,,537.327,,,,,1.2,0,0
08/05/08,04:00:00,0,3.722,,537.327,,,,,1.2,0,0
08/05/08,05:00:00,0,3.643,,537.327,,,,,1.2,0,0
08/05/08,06:00:00,0,3.564,,537.327,,,,,1.2,0,0
08/05/08,07:00:00,0,3.485,,537.327,,,,,1.2,0,0
08/05/08,08:00:00,0,3.433,,537.327,,,,,181.2,0,0
08/05/08,09:00:00,0,3.301,,537.327,,,,,611.2,0,0
08/05/08,10:00:00,0,3.248,,537.327,,,,,966.2,0,0
08/05/08,11:00:00,0,3.248,,537.327,,,,,1218.7,0,0
08/05/08,12:00:00,0,3.433,,537.327,,,,,1353.7,0,0
08/05/08,13:00:00,0,3.827,,537.327,,,,,1363.7,0,0
08/05/08,14:00:00,0,4.35,,537.327,,,,,1246.2,0,0
08/05/08,15:00:00,0,4.869,,537.327,,,,,1006.2,0,0
08/05/08,16:00:00,0,5.257,,537.327,,,,,671.2,0,0
08/05/08,17:00:00,0,5.411,,537.327,,,,,266.2,0,0
08/05/08,18:00:00,0,5.437,,537.327,,,,,8.7,0,0
08/05/08,19:00:00,0,5.334,,537.327,,,,,1.2,0,0
08/05/08,20:00:00,0,5.128,,537.327,,,,,1.2,0,0
08/05/08,21:00:00,0,4.895,,537.327,,,,,1.2,0,0
08/05/08,22:00:00,0,4.688,,537.327,,,,,1.2,0,0
08/05/08,23:00:00,0,4.506,,537.327,,,,,1.2,0,0
09/05/08,00:00:00,0,4.324,,537.327,,,,,1.2,0,0
09/05/08,01:00:00,0,4.168,,537.327,,,,,1.2,0,0
09/05/08,02:00:00,0,4.011,,537.327,,,,,1.2,0,0
09/05/08,03:00:00,0,3.906,,537.327,,,,,1.2,0,0
09/05/08,04:00:00,0,3.775,,537.327,,,,,1.2,0,0
09/05/08,05:00:00,0,3.67,,537.327,,,,,1.2,0,0
09/05/08,06:00:00,0,3.564,,537.327,,,,,1.2,0,0
09/05/08,07:00:00,0,3.459,,537.327,,,,,1.2,0,0
09/05/08,08:00:00,0,3.38,,537.327,,,,,178.7,0,0
09/05/08,09:00:00,0,3.248,,537.327,,,,,601.2,0,0
09/05/08,10:00:00,0,3.142,,537.327,,,,,956.2,0,0
09/05/08,11:00:00,0,3.116,,537.327,,,,,1208.7,0,0
09/05/08,12:00:00,0,3.221,,537.327,,,,,1346.2,0,0
09/05/08,13:00:00,0,3.591,,537.327,,,,,1353.7,0,0
09/05/08,14:00:00,0,4.141,,537.327,,,,,1236.2,0,0
09/05/08,15:00:00,0,4.74,,537.327,,,,,1001.2,0,0
09/05/08,16:00:00,0,5.179,,537.327,,,,,661.2,0,0
09/05/08,17:00:00,0,5.385,,537.327,,,,,258.7,0,0
09/05/08,18:00:00,0,5.411,,537.327,,,,,8.7,0,0
09/05/08,19:00:00,0,5.334,,537.327,,,,,1.2,0,0
09/05/08,20:00:00,0,5.154,,537.327,,,,,1.2,0,0
09/05/08,21:00:00,0,4.947,,537.327,,,,,1.2,0,0
09/05/08,22:00:00,0,4.74,,537.327,,,,,1.2,0,0
09/05/08,23:00:00,0,4.532,,537.327,,,,,1.2,0,0
10/05/08,00:00:00,0,4.35,,537.327,,,,,1.2,0,0
10/05/08,01:00:00,0,4.194,,537.327,,,,,1.2,0,0
10/05/08,02:00:00,0,4.037,,537.327,,,,,1.2,0,0
10/05/08,03:00:00,0,3.906,,537.327,,,,,1.2,0,0
10/05/08,04:00:00,0,3.801,,537.327,,,,,1.2,0,0
10/05/08,05:00:00,0,3.67,,537.327,,,,,1.2,0,0
10/05/08,06:00:00,0,3.564,,537.327,,,,,1.2,0,0
10/05/08,07:00:00,0,3.485,,537.327,,,,,1.2,0,0
10/05/08,08:00:00,0,3.38,,537.327,,,,,173.7,0,0
10/05/08,09:00:00,0,3.248,,537.327,,,,,598.7,0,0
10/05/08,10:00:00,0,3.168,,537.327,,,,,953.7,0,0
10/05/08,11:00:00,0,3.116,,537.327,,,,,1221.2,0,0
10/05/08,12:00:00,0,3.248,,537.327,,,,,1283.7,0,0
10/05/08,13:00:00,0,3.643,,537.327,,,,,1133.7,0,0
10/05/08,14:00:00,0,4.22,,537.327,,,,,606.2,0,0
10/05/08,15:00:00,0,4.766,,537.327,,,,,558.7,0,0
10/05/08,16:00:00,0,5.205,,537.327,,,,,241.2,0,0
10/05/08,17:00:00,0,5.462,,537.327,,,,,223.7,0,0
10/05/08,18:00:00,0,5.591,,537.327,,,,,8.7,0,0
10/05/08,19:00:00,0,5.591,,537.327,,,,,1.2,0,0
10/05/08,20:00:00,0,5.462,,537.327,,,,,1.2,0,0
10/05/08,21:00:00,0,5.282,,537.327,,,,,1.2,0,0
10/05/08,22:00:00,0,5.05,,537.327,,,,,1.2,0,0
10/05/08,23:00:00,0,4.844,,537.327,,,,,1.2,0,0
11/05/08,00:00:00,0,4.714,,537.327,,,,,1.2,0,0
11/05/08,01:00:00,0,4.636,,537.327,,,,,1.2,0,0
11/05/08,02:00:00,0,4.61,,537.327,,,,,1.2,0,0
11/05/08,03:00:00,0.25,4.532,,537.327,,,,,1.2,0,0
11/05/08,04:00:00,0,4.428,,537.327,,,,,1.2,0,0
11/05/08,05:00:00,0,4.298,,537.327,,,,,1.2,0,0
11/05/08,06:00:00,0,4.168,,537.327,,,,,1.2,0,0
11/05/08,07:00:00,0,4.063,,537.327,,,,,1.2,0,0
11/05/08,08:00:00,0,3.958,,537.327,,,,,61.2,0,0
11/05/08,09:00:00,0,3.88,,537.327,,,,,193.7,0,0
11/05/08,10:00:00,0,3.827,,537.327,,,,,471.2,0,0
11/05/08,11:00:00,0,3.88,,537.327,,,,,506.2,0,0
11/05/08,12:00:00,0,4.063,,537.327,,,,,673.7,0,0
11/05/08,13:00:00,0,4.35,,537.327,,,,,726.2,0,0
11/05/08,14:00:00,0,4.688,,537.327,,,,,526.2,0,0
11/05/08,15:00:00,0,5.024,,537.327,,,,,306.2,0,0
11/05/08,16:00:00,0,5.282,,537.327,,,,,173.7,0,0
11/05/08,17:00:00,0,5.462,,537.327,,,,,81.2,0,0
11/05/08,18:00:00,0,5.514,,537.327,,,,,3.7,0,0
11/05/08,19:00:00,0,5.488,,537.327,,,,,1.2,0,0
11/05/08,20:00:00,0,5.385,,537.327,,,,,1.2,0,0
11/05/08,21:00:00,0,5.231,,537.327,,,,,1.2,0,0
11/05/08,22:00:00,0,4.999,,537.327,,,,,1.2,0,0
11/05/08,23:00:00,0,4.792,,537.327,,,,,1.2,0,0
12/05/08,00:00:00,0,4.61,,537.327,,,,,1.2,0,0
12/05/08,01:00:00,0,4.428,,537.327,,,,,1.2,0,0
12/05/08,02:00:00,0,4.35,,537.327,,,,,1.2,0,0
12/05/08,03:00:00,0,4.324,,537.327,,,,,1.2,0,0
12/05/08,04:00:00,0,4.35,,537.327,,,,,1.2,0,0
12/05/08,05:00:00,0,4.35,,537.327,,,,,1.2,0,0
12/05/08,06:00:00,0,4.376,,537.327,,,,,1.2,0,0
12/05/08,07:00:00,0,4.376,,537.327,,,,,1.2,0,0
12/05/08,08:00:00,0,4.402,,537.327,,,,,73.7,0,0
12/05/08,09:00:00,0,4.428,,537.327,,,,,528.7,0,0
12/05/08,10:00:00,0,4.454,,537.327,,,,,1136.2,0,0
12/05/08,11:00:00,0,4.61,,537.327,,,,,1056.2,0,0
12/05/08,12:00:00,0,4.921,,537.327,,,,,1163.7,0,0
12/05/08,13:00:00,0,5.257,,537.327,,,,,951.2,0,0
12/05/08,14:00:00,0,5.591,,537.327,,,,,1116.2,0,0
12/05/08,15:00:00,0,5.847,,537.327,,,,,941.2,0,0
12/05/08,16:00:00,0,6.051,,537.327,,,,,633.7,0,0
12/05/08,17:00:00,0,6.102,,537.327,,,,,201.2,0,0
12/05/08,18:00:00,0,6.026,,537.327,,,,,6.2,0,0
12/05/08,19:00:00,0,5.847,,537.327,,,,,1.2,0,0
12/05/08,20:00:00,0,5.616,,537.327,,,,,1.2,0,0
12/05/08,21:00:00,0,5.36,,537.327,,,,,1.2,0,0
12/05/08,22:00:00,0,5.102,,537.327,,,,,1.2,0,0
12/05/08,23:00:00,0,4.869,,537.327,,,,,1.2,0,0
13/05/08,00:00:00,0,4.636,,537.327,,,,,1.2,0,0
13/05/08,01:00:00,0,4.454,,537.327,,,,,1.2,0,0
13/05/08,02:00:00,0,4.272,,537.327,,,,,1.2,0,0
13/05/08,03:00:00,0,4.115,,537.327,,,,,1.2,0,0
13/05/08,04:00:00,0,3.985,,537.327,,,,,1.2,0,0
13/05/08,05:00:00,0,3.88,,537.327,,,,,1.2,0,0
13/05/08,06:00:00,0,3.775,,537.327,,,,,1.2,0,0
13/05/08,07:00:00,0,3.67,,537.327,,,,,1.2,0,0
13/05/08,08:00:00,0,3.591,,537.327,,,,,158.7,0,0
13/05/08,09:00:00,0,3.485,,537.327,,,,,578.7,0,0
13/05/08,10:00:00,0,3.406,,537.327,,,,,931.2,0,0
