Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()","Temp, ÁC( 3cmBG)","Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX2.0,5,CTL,17/12/10,13:14:44,10.565,72.5,5.8,15.939,0.2298,0.192
ITEX2.0,5,CTL,17/12/10,14:14:45,10.124,71.8,5.3,16.296,0.2298,0.192
ITEX2.0,5,CTL,17/12/10,15:14:46,10.467,68.9,5,17.13,0.2305,0.192
ITEX2.0,5,CTL,17/12/10,16:14:47,9.657,76.2,5.7,16.796,0.2291,0.1928
ITEX2.0,5,CTL,17/12/10,17:14:48,9.879,71.3,4.9,15.318,0.2284,0.192
ITEX2.0,5,CTL,17/12/10,18:14:49,9.928,71.4,5,14.912,0.2284,0.192
ITEX2.0,5,CTL,17/12/10,19:14:50,8.767,77.8,5.1,13.016,0.2269,0.1913
ITEX2.0,5,CTL,17/12/10,20:14:51,5.898,83.2,3.3,10.907,0.2254,0.1942
ITEX2.0,5,CTL,17/12/10,21:14:52,5.565,91.5,4.3,9.064,0.2247,0.1957
ITEX2.0,5,CTL,17/12/10,22:14:53,4.662,94.5,3.9,8.27,0.224,0.1993
ITEX2.0,5,CTL,17/12/10,23:14:54,4.584,96.4,4.1,7.469,0.2254,0.1978
ITEX2.0,5,CTL,18/12/10,00:14:55,3.958,94,3.1,6.661,0.2254,0.1971
ITEX2.0,5,CTL,18/12/10,01:14:56,4.089,92.3,3,6.026,0.2254,0.1978
ITEX2.0,5,CTL,18/12/10,02:14:57,3.538,95.1,2.8,5.847,0.2269,0.1971
ITEX2.0,5,CTL,18/12/10,03:14:58,3.538,95.3,2.9,5.102,0.2276,0.1964
ITEX2.0,5,CTL,18/12/10,04:14:59,3.459,95.6,2.8,5.128,0.2284,0.1964
ITEX2.0,5,CTL,18/12/10,05:15:00,3.301,97.7,3,5.257,0.2436,0.1971
ITEX2.0,5,CTL,18/12/10,06:15:01,3.063,98.5,2.8,5.282,0.2516,0.2008
ITEX2.0,5,CTL,18/12/10,07:15:02,2.717,98.9,2.6,5.024,0.2698,0.2225
ITEX2.0,5,CTL,18/12/10,08:15:03,3.301,99.5,3.2,5.05,0.2654,0.2284
ITEX2.0,5,CTL,18/12/10,09:15:04,4.324,96.7,3.8,6.56,0.2574,0.2189
ITEX2.0,5,CTL,18/12/10,10:15:05,3.116,92.8,2.1,8.519,0.2538,0.2153
ITEX2.0,5,CTL,18/12/10,11:15:06,1.643,97.6,1.3,6.788,0.269,0.2247
ITEX2.0,5,CTL,18/12/10,12:15:07,1.099,98.9,0.9,4.48,0.2712,0.24
ITEX2.0,5,CTL,18/12/10,13:15:08,4.61,99.3,4.5,6.839,0.2668,0.2313
ITEX2.0,5,CTL,18/12/10,14:15:09,7.645,97.5,7.3,12.92,0.2596,0.2218
ITEX2.0,5,CTL,18/12/10,15:15:10,5.514,95.6,4.9,14.984,0.2552,0.2182
ITEX2.0,5,CTL,18/12/10,16:15:11,6.839,95.3,6.1,14.074,0.253,0.2146
ITEX2.0,5,CTL,18/12/10,17:15:12,6.357,90.3,4.9,14.098,0.2516,0.2131
ITEX2.0,5,CTL,18/12/10,18:15:13,4.428,90.5,3,12.582,0.2487,0.2109
ITEX2.0,5,CTL,18/12/10,19:15:14,3.775,96.7,3.3,9.188,0.2458,0.2095
ITEX2.0,5,CTL,18/12/10,20:15:15,3.406,96.9,3,7.745,0.2436,0.2073
ITEX2.0,5,CTL,18/12/10,21:15:16,2.93,98.5,2.7,6.661,0.2422,0.2066
ITEX2.0,5,CTL,18/12/10,22:15:17,3.036,99,2.9,6.026,0.2414,0.2051
ITEX2.0,5,CTL,18/12/10,23:15:18,3.036,98.4,2.8,5.282,0.24,0.2044
ITEX2.0,5,CTL,19/12/10,00:15:19,3.433,97.7,3.1,4.999,0.2392,0.2037
ITEX2.0,5,CTL,19/12/10,01:15:20,3.354,98.2,3.1,5.179,0.2385,0.2029
ITEX2.0,5,CTL,19/12/10,02:15:21,3.195,99,3.1,5.05,0.2378,0.2022
ITEX2.0,5,CTL,19/12/10,03:15:22,2.85,99,2.7,4.921,0.2371,0.2015
ITEX2.0,5,CTL,19/12/10,04:15:23,2.664,97.4,2.3,4.506,0.2363,0.2015
ITEX2.0,5,CTL,19/12/10,05:15:24,2.182,98.7,2,4.011,0.2356,0.2015
ITEX2.0,5,CTL,19/12/10,06:15:25,2.664,98.2,2.4,3.749,0.2349,0.2008
ITEX2.0,5,CTL,19/12/10,07:15:26,2.823,99.4,2.7,4.115,0.2356,0.2015
ITEX2.0,5,CTL,19/12/10,08:15:27,3.327,99.9,3.3,5.462,0.2385,0.2008
ITEX2.0,5,CTL,19/12/10,09:15:28,0.632,99.9,0.6,3.801,0.2792,0.2632
ITEX2.0,5,CTL,19/12/10,10:15:29,2.85,100,2.8,3.38,0.2589,0.2305
ITEX2.0,5,CTL,19/12/10,11:15:30,0.135,100,0.1,3.009,0.2668,0.2443
ITEX2.0,5,CTL,19/12/10,12:15:31,0.356,100,0.4,1.643,0.2567,0.232
ITEX2.0,5,CTL,19/12/10,13:15:32,1.071,100,1.1,1.48,0.2589,0.2305
ITEX2.0,5,CTL,19/12/10,14:15:33,1.805,100,1.8,1.317,0.2668,0.2342
ITEX2.0,5,CTL,19/12/10,15:15:34,2.45,100,2.4,1.289,0.2698,0.2371
ITEX2.0,5,CTL,19/12/10,16:15:35,1.697,100,1.7,1.289,0.2741,0.2414
ITEX2.0,5,CTL,19/12/10,17:15:36,0.301,100,0.3,1.208,0.2661,0.2349
ITEX2.0,5,CTL,19/12/10,18:15:37,0.907,100,0.9,1.289,0.2596,0.2254
ITEX2.0,5,CTL,19/12/10,19:15:38,0.522,100,0.5,1.344,0.256,0.2204
ITEX2.0,5,CTL,19/12/10,20:15:39,0.107,100,0.1,1.371,0.2538,0.2175
ITEX2.0,5,CTL,19/12/10,21:15:40,-0.031,100,0,1.371,0.2523,0.2153
ITEX2.0,5,CTL,19/12/10,22:15:41,-0.031,100,0,1.371,0.2509,0.2138
ITEX2.0,5,CTL,19/12/10,23:15:42,-0.087,100,-0.1,1.425,0.2501,0.2124
ITEX2.0,5,CTL,20/12/10,00:15:43,-0.115,100,-0.1,1.453,0.2487,0.2116
ITEX2.0,5,CTL,20/12/10,01:15:44,-0.311,100,-0.3,1.48,0.2494,0.2109
ITEX2.0,5,CTL,20/12/10,02:15:45,-0.451,100,-0.4,1.48,0.2494,0.2095
ITEX2.0,5,CTL,20/12/10,03:15:46,-0.647,100,-0.6,1.534,0.2487,0.2087
ITEX2.0,5,CTL,20/12/10,04:15:47,-0.619,100,-0.6,1.561,0.2487,0.2087
ITEX2.0,5,CTL,20/12/10,05:15:48,-0.479,100,-0.4,1.588,0.248,0.208
ITEX2.0,5,CTL,20/12/10,06:15:49,-0.255,100,-0.2,1.615,0.2472,0.208
ITEX2.0,5,CTL,20/12/10,07:15:50,0.163,100,0.2,1.67,0.2451,0.2073
ITEX2.0,5,CTL,20/12/10,08:15:51,1.67,100,1.7,1.724,0.2429,0.2073
ITEX2.0,5,CTL,20/12/10,09:15:52,1.126,100,1.1,1.751,0.2443,0.2066
ITEX2.0,5,CTL,20/12/10,10:15:53,3.009,99.9,3,1.778,0.2523,0.208
ITEX2.0,5,CTL,20/12/10,11:15:54,4.844,98.8,4.7,1.967,0.2756,0.2349
ITEX2.0,5,CTL,20/12/10,12:15:55,7.015,95.5,6.4,2.744,0.2734,0.2385
ITEX2.0,5,CTL,20/12/10,13:15:56,7.77,91,6.4,8.295,0.2647,0.2247
ITEX2.0,5,CTL,20/12/10,14:15:57,10.614,87.9,8.7,13.546,0.2603,0.2196
ITEX2.0,5,CTL,20/12/10,15:15:58,11.2,81.6,8.2,15.867,0.2574,0.2167
ITEX2.0,5,CTL,20/12/10,16:15:59,6.306,93,5.3,14.505,0.2545,0.2146
ITEX2.0,5,CTL,20/12/10,17:16:00,5.719,95.5,5.1,12.219,0.2516,0.2124
ITEX2.0,5,CTL,20/12/10,18:16:01,4.324,95.2,3.6,9.485,0.2487,0.2109
ITEX2.0,5,CTL,20/12/10,19:16:02,3.168,97.2,2.8,7.444,0.2465,0.2095
ITEX2.0,5,CTL,20/12/10,20:16:03,2.343,94.9,1.6,5.821,0.2451,0.2073
ITEX2.0,5,CTL,20/12/10,21:16:04,1.507,94.3,0.7,4.324,0.2436,0.2066
ITEX2.0,5,CTL,20/12/10,22:16:05,0.88,93.7,0,3.089,0.2422,0.2051
ITEX2.0,5,CTL,20/12/10,23:16:06,1.507,93.7,0.6,2.584,0.2414,0.2044
ITEX2.0,5,CTL,21/12/10,00:16:07,1.48,97.2,1.1,2.983,0.24,0.2044
ITEX2.0,5,CTL,21/12/10,01:16:08,1.317,99.7,1.3,3.168,0.24,0.2037
ITEX2.0,5,CTL,21/12/10,02:16:09,0.079,100,0.1,2.316,0.2516,0.2051
ITEX2.0,5,CTL,21/12/10,03:16:10,0.329,100,0.3,1.724,0.256,0.2087
ITEX2.0,5,CTL,21/12/10,04:16:11,0.107,100,0.1,1.697,0.256,0.2109
ITEX2.0,5,CTL,21/12/10,05:16:12,0.135,99.8,0.1,1.751,0.2523,0.2095
ITEX2.0,5,CTL,21/12/10,06:16:13,0.107,100,0.1,1.913,0.2516,0.2095
ITEX2.0,5,CTL,21/12/10,07:16:14,1.805,99.9,1.8,2.37,0.2509,0.2087
ITEX2.0,5,CTL,21/12/10,08:16:15,2.823,99,2.7,3.985,0.2516,0.2087
ITEX2.0,5,CTL,21/12/10,09:16:16,4.089,96.6,3.6,5.949,0.2509,0.208
ITEX2.0,5,CTL,21/12/10,10:16:17,4.895,93.4,3.9,7.594,0.2501,0.2073
ITEX2.0,5,CTL,21/12/10,11:16:18,8.07,86.9,6,9.805,0.2509,0.2073
ITEX2.0,5,CTL,21/12/10,12:16:19,8.344,83.5,5.7,12.751,0.2509,0.2066
ITEX2.0,5,CTL,21/12/10,13:16:20,5.821,88.1,4,13.738,0.2494,0.2066
ITEX2.0,5,CTL,21/12/10,14:16:21,8.668,88.5,6.9,14.361,0.2487,0.2058
ITEX2.0,5,CTL,21/12/10,15:16:22,10.418,80.8,7.3,14.912,0.2472,0.2051
ITEX2.0,5,CTL,21/12/10,16:16:23,8.17,82.2,5.3,14.625,0.2465,0.2037
ITEX2.0,5,CTL,21/12/10,17:16:24,6.965,84.2,4.5,12.558,0.2436,0.2029
ITEX2.0,5,CTL,21/12/10,18:16:25,7.217,86.9,5.2,11.029,0.2422,0.2022
ITEX2.0,5,CTL,21/12/10,19:16:26,6.914,86.1,4.8,10.247,0.2407,0.2015
ITEX2.0,5,CTL,21/12/10,20:16:27,4.011,90.3,2.6,7.995,0.2385,0.2
ITEX2.0,5,CTL,21/12/10,21:16:28,3.801,94.9,3.1,6.255,0.2371,0.1993
ITEX2.0,5,CTL,21/12/10,22:16:29,1.913,96.9,1.5,5.282,0.2363,0.1986
ITEX2.0,5,CTL,21/12/10,23:16:30,-1.327,98.4,-1.5,3.617,0.2349,0.1978
ITEX2.0,5,CTL,22/12/10,00:16:31,-1.67,99.4,-1.7,2.423,0.2334,0.1964
ITEX2.0,5,CTL,22/12/10,01:16:32,0.495,99.6,0.4,2.021,0.2327,0.1964
ITEX2.0,5,CTL,22/12/10,02:16:33,0.989,98.9,0.8,1.886,0.232,0.1957
ITEX2.0,5,CTL,22/12/10,03:16:34,1.235,99.4,1.1,1.778,0.2313,0.1957
ITEX2.0,5,CTL,22/12/10,04:16:35,1.262,99.4,1.2,1.67,0.2313,0.1949
ITEX2.0,5,CTL,22/12/10,05:16:36,2.236,99.4,2.2,1.67,0.2298,0.1949
ITEX2.0,5,CTL,22/12/10,06:16:37,2.209,98.3,2,1.805,0.2298,0.1949
ITEX2.0,5,CTL,22/12/10,07:16:38,5.102,98.8,4.9,2.77,0.2298,0.1949
ITEX2.0,5,CTL,22/12/10,08:16:39,9.015,94.3,8.2,4.714,0.2305,0.1949
ITEX2.0,5,CTL,22/12/10,09:16:40,11.273,85.7,9,7.444,0.2327,0.1942
ITEX2.0,5,CTL,22/12/10,10:16:41,13.04,80.8,9.8,8.22,0.2349,0.1949
ITEX2.0,5,CTL,22/12/10,11:16:42,13.522,77.6,9.7,11.637,0.2378,0.1949
ITEX2.0,5,CTL,22/12/10,12:16:43,15.294,73,10.5,18.105,0.2392,0.1949
ITEX2.0,5,CTL,22/12/10,13:16:44,16.32,72,11.3,21.485,0.2407,0.1957
ITEX2.0,5,CTL,22/12/10,14:16:45,18.01,69.3,12.3,24.219,0.2436,0.1971
ITEX2.0,5,CTL,22/12/10,15:16:46,18.366,65.9,11.9,26.744,0.2443,0.1978
ITEX2.0,5,CTL,22/12/10,16:16:47,18.152,64.1,11.3,26.451,0.2429,0.1964
ITEX2.0,5,CTL,22/12/10,17:16:48,16.939,62.6,9.8,25.768,0.2429,0.1964
ITEX2.0,5,CTL,22/12/10,18:16:49,15.557,62.1,8.3,23.064,0.24,0.1957
ITEX2.0,5,CTL,22/12/10,19:16:50,12.147,68.4,6.5,18.866,0.2371,0.1942
ITEX2.0,5,CTL,22/12/10,20:16:51,8.22,79.9,5,14.601,0.2342,0.1928
ITEX2.0,5,CTL,22/12/10,21:16:52,7.87,91,6.5,11.71,0.232,0.192
ITEX2.0,5,CTL,22/12/10,22:16:53,7.82,93.1,6.8,10.247,0.2305,0.1913
ITEX2.0,5,CTL,22/12/10,23:16:54,8.17,88.4,6.4,9.238,0.2291,0.1906
ITEX2.0,5,CTL,23/12/10,00:16:55,8.593,83.1,5.9,8.593,0.2284,0.1899
ITEX2.0,5,CTL,23/12/10,01:16:56,8.295,81.6,5.3,8.195,0.2284,0.1899
ITEX2.0,5,CTL,23/12/10,02:16:57,8.319,81.4,5.3,7.82,0.2276,0.1891
ITEX2.0,5,CTL,23/12/10,03:16:58,7.695,81.3,4.7,7.444,0.2269,0.1884
ITEX2.0,5,CTL,23/12/10,04:16:59,6.788,85.9,4.6,7.066,0.2269,0.1877
ITEX2.0,5,CTL,23/12/10,05:17:00,6.788,88.4,5,6.661,0.2254,0.1877
ITEX2.0,5,CTL,23/12/10,06:17:01,7.015,83.6,4.4,6.23,0.2254,0.1877
ITEX2.0,5,CTL,23/12/10,07:17:02,10.467,73,5.8,6.281,0.2247,0.187
ITEX2.0,5,CTL,23/12/10,08:17:03,13.642,60.4,6.1,7.091,0.2254,0.187
ITEX2.0,5,CTL,23/12/10,09:17:04,15.39,54.7,6.3,9.977,0.2276,0.1877
ITEX2.0,5,CTL,23/12/10,10:17:05,18.295,51.8,8.2,10.614,0.2305,0.1884
ITEX2.0,5,CTL,23/12/10,11:17:06,18.818,48,7.6,13.906,0.2334,0.1899
ITEX2.0,5,CTL,23/12/10,12:17:07,20.627,47.8,9.2,21.557,0.2363,0.1913
ITEX2.0,5,CTL,23/12/10,13:17:08,22.561,41.5,8.8,26.94,0.2392,0.1935
ITEX2.0,5,CTL,23/12/10,14:17:09,23.088,37.1,7.7,29.815,0.2407,0.1949
ITEX2.0,5,CTL,23/12/10,15:17:10,18.247,50.6,7.8,30.217,0.2407,0.1949
ITEX2.0,5,CTL,23/12/10,16:17:11,15.915,64.3,9.2,27.653,0.2378,0.1942
ITEX2.0,5,CTL,23/12/10,17:17:12,14.002,76.1,9.9,23.28,0.2356,0.1935
ITEX2.0,5,CTL,23/12/10,18:17:13,15.963,78.8,12.3,21.39,0.2342,0.1928
ITEX2.0,5,CTL,23/12/10,19:17:14,13.112,79.1,9.6,19.698,0.2327,0.192
ITEX2.0,5,CTL,23/12/10,20:17:15,7.318,88.9,5.6,15.891,0.2298,0.1906
ITEX2.0,5,CTL,23/12/10,21:17:16,6.408,97.2,6,12.799,0.2276,0.1899
ITEX2.0,5,CTL,23/12/10,22:17:17,5.975,99.2,5.9,11.929,0.2276,0.1891
ITEX2.0,5,CTL,23/12/10,23:17:18,3.827,99.4,3.7,11.273,0.2262,0.1877
ITEX2.0,5,CTL,24/12/10,00:17:19,-1.327,97.8,-1.6,8.965,0.2247,0.187
ITEX2.0,5,CTL,24/12/10,01:17:20,-1.355,88.4,-3,7.142,0.2233,0.1862
ITEX2.0,5,CTL,24/12/10,02:17:21,-3.597,89.8,-5,6.051,0.2218,0.1855
ITEX2.0,5,CTL,24/12/10,03:17:22,-3.508,91.2,-4.7,5.36,0.2211,0.1855
ITEX2.0,5,CTL,24/12/10,04:17:23,-3.271,90.5,-4.6,4.818,0.2211,0.1848
ITEX2.0,5,CTL,24/12/10,05:17:24,-3.3,90.6,-4.6,4.454,0.2204,0.1848
ITEX2.0,5,CTL,24/12/10,06:17:25,-1.813,97.4,-2.1,4.115,0.2196,0.184
ITEX2.0,5,CTL,24/12/10,07:17:26,12.727,90,11.1,5.128,0.2189,0.184
ITEX2.0,5,CTL,24/12/10,08:17:27,16.439,75.2,12.1,7.72,0.2233,0.1848
ITEX2.0,5,CTL,24/12/10,09:17:28,19.318,63.1,12.1,11.248,0.2254,0.1862
ITEX2.0,5,CTL,24/12/10,10:17:29,20.96,55,11.6,12.098,0.2291,0.187
ITEX2.0,5,CTL,24/12/10,11:17:30,21.772,53,11.8,15.485,0.2298,0.1884
ITEX2.0,5,CTL,24/12/10,12:17:31,23.256,50.1,12.3,23.136,0.232,0.1906
ITEX2.0,5,CTL,24/12/10,13:17:32,23.881,45.1,11.3,28.221,0.2356,0.1913
ITEX2.0,5,CTL,24/12/10,14:17:33,23.136,50.7,12.4,30.798,0.2363,0.1913
ITEX2.0,5,CTL,24/12/10,15:17:34,23.064,51.8,12.6,31.561,0.2356,0.192
ITEX2.0,5,CTL,24/12/10,16:17:35,23.785,53.2,13.7,31.281,0.2342,0.192
ITEX2.0,5,CTL,24/12/10,17:17:36,21.342,54.5,11.8,29.84,0.232,0.1913
ITEX2.0,5,CTL,24/12/10,18:17:37,19.318,54.3,9.9,26.891,0.2305,0.1906
ITEX2.0,5,CTL,24/12/10,19:17:38,14.337,63.8,7.6,22.896,0.2291,0.1884
ITEX2.0,5,CTL,24/12/10,20:17:39,11.832,75,7.6,18.604,0.2254,0.187
ITEX2.0,5,CTL,24/12/10,21:17:40,7.87,84.6,5.4,15.485,0.2233,0.1862
ITEX2.0,5,CTL,24/12/10,22:17:41,11.492,84,8.9,13.546,0.2225,0.1862
ITEX2.0,5,CTL,24/12/10,23:17:42,10.149,78.4,6.6,12.896,0.2218,0.1855
ITEX2.0,5,CTL,25/12/10,00:17:43,11.175,82.3,8.3,12.122,0.2211,0.1855
ITEX2.0,5,CTL,25/12/10,01:17:44,10.638,83,7.9,11.71,0.2204,0.1848
ITEX2.0,5,CTL,25/12/10,02:17:45,10.785,84.3,8.3,11.321,0.2196,0.1848
ITEX2.0,5,CTL,25/12/10,03:17:46,11.224,85.1,8.8,11.078,0.2189,0.184
ITEX2.0,5,CTL,25/12/10,04:17:47,11.492,85.4,9.1,11.346,0.2182,0.184
ITEX2.0,5,CTL,25/12/10,05:17:48,11.102,88.4,9.3,11.759,0.2175,0.1833
ITEX2.0,5,CTL,25/12/10,06:17:49,10.834,93.9,9.9,11.88,0.2196,0.1833
ITEX2.0,5,CTL,25/12/10,07:17:50,11.053,96,10.5,12.001,0.216,0.1833
ITEX2.0,5,CTL,25/12/10,08:17:51,11.832,93.4,10.8,12.558,0.2153,0.1833
ITEX2.0,5,CTL,25/12/10,09:17:52,11.492,92.3,10.3,13.257,0.216,0.1833
ITEX2.0,5,CTL,25/12/10,10:17:53,12.195,91.5,10.9,13.546,0.216,0.1833
ITEX2.0,5,CTL,25/12/10,11:17:54,15.008,87.8,13,14.505,0.2167,0.1833
ITEX2.0,5,CTL,25/12/10,12:17:55,15.819,79.7,12.3,17.368,0.2196,0.1833
ITEX2.0,5,CTL,25/12/10,13:17:56,17.058,79.2,13.4,19.103,0.2204,0.184
ITEX2.0,5,CTL,25/12/10,14:17:57,19.555,76,15.2,21.223,0.2204,0.184
ITEX2.0,5,CTL,25/12/10,15:17:58,18.414,71.6,13.2,23.641,0.2218,0.1848
ITEX2.0,5,CTL,25/12/10,16:17:59,16.606,68.5,10.8,21.652,0.2204,0.1848
ITEX2.0,5,CTL,25/12/10,17:18:00,14.625,65.4,8.2,19.294,0.2182,0.184
ITEX2.0,5,CTL,25/12/10,18:18:01,13.449,65.6,7.1,16.892,0.216,0.1833
ITEX2.0,5,CTL,25/12/10,19:18:02,12.268,72.2,7.4,15.724,0.2153,0.1819
ITEX2.0,5,CTL,25/12/10,20:18:03,11.832,75.6,7.7,14.314,0.2138,0.1819
ITEX2.0,5,CTL,25/12/10,21:18:04,11.102,79.7,7.7,13.401,0.2131,0.1811
ITEX2.0,5,CTL,25/12/10,22:18:05,10.32,83.1,7.6,12.389,0.2102,0.1797
ITEX2.0,5,CTL,25/12/10,23:18:06,10.59,79,7.1,11.37,0.2095,0.1797
ITEX2.0,5,CTL,26/12/10,00:18:07,10.222,73.5,5.7,10.956,0.2102,0.1797
ITEX2.0,5,CTL,26/12/10,01:18:08,10.296,80.4,7.1,10.638,0.2095,0.1797
ITEX2.0,5,CTL,26/12/10,02:18:09,8.245,91.3,6.9,10.247,0.208,0.1797
ITEX2.0,5,CTL,26/12/10,03:18:10,7.92,92.7,6.8,9.534,0.208,0.179
ITEX2.0,5,CTL,26/12/10,04:18:11,7.795,93.1,6.8,9.139,0.2073,0.179
ITEX2.0,5,CTL,26/12/10,05:18:12,7.97,90.5,6.5,8.841,0.2073,0.179
ITEX2.0,5,CTL,26/12/10,06:18:13,8.319,88.3,6.5,8.693,0.2073,0.179
ITEX2.0,5,CTL,26/12/10,07:18:14,11.953,88.7,10.2,9.213,0.2073,0.179
ITEX2.0,5,CTL,26/12/10,08:18:15,13.473,81.2,10.3,10.932,0.208,0.179
ITEX2.0,5,CTL,26/12/10,09:18:16,16.296,76.7,12.2,12.968,0.2102,0.1797
ITEX2.0,5,CTL,26/12/10,10:18:17,16.272,72.2,11.3,14.457,0.2124,0.1804
ITEX2.0,5,CTL,26/12/10,11:18:18,14.577,69.1,9,16.153,0.2124,0.1804
ITEX2.0,5,CTL,26/12/10,12:18:19,15.079,69.8,9.6,18.58,0.2146,0.1811
ITEX2.0,5,CTL,26/12/10,13:18:20,17.748,66.8,11.5,20.269,0.2153,0.1811
ITEX2.0,5,CTL,26/12/10,14:18:21,19.77,63.1,12.6,23.016,0.2175,0.1811
ITEX2.0,5,CTL,26/12/10,15:18:22,17.772,64.7,11.1,25.113,0.2175,0.1819
ITEX2.0,5,CTL,26/12/10,16:18:23,20.15,69.2,14.3,23.232,0.2175,0.1819
ITEX2.0,5,CTL,26/12/10,17:18:24,17.938,66.2,11.6,23.328,0.2153,0.1811
ITEX2.0,5,CTL,26/12/10,18:18:25,11.273,71.2,6.3,21.581,0.2146,0.1797
ITEX2.0,5,CTL,26/12/10,19:18:26,8.643,94.6,7.8,17.938,0.2131,0.179
ITEX2.0,5,CTL,26/12/10,20:18:27,7.444,97.9,7.1,15.461,0.2109,0.179
ITEX2.0,5,CTL,26/12/10,21:18:28,6.687,99.1,6.6,13.762,0.2102,0.179
ITEX2.0,5,CTL,26/12/10,22:18:29,6.585,99.8,6.6,12.582,0.2102,0.1797
ITEX2.0,5,CTL,26/12/10,23:18:30,6.102,100,6.1,11.783,0.2095,0.1797
ITEX2.0,5,CTL,27/12/10,00:18:31,5.411,100,5.4,11.029,0.2087,0.1782
ITEX2.0,5,CTL,27/12/10,01:18:32,4.921,100,4.9,10.418,0.2058,0.1761
ITEX2.0,5,CTL,27/12/10,02:18:33,4.402,100,4.4,9.903,0.2051,0.1775
ITEX2.0,5,CTL,27/12/10,03:18:34,2.236,100,2.2,8.841,0.2037,0.1768
ITEX2.0,5,CTL,27/12/10,04:18:35,2.37,100,2.4,7.995,0.2037,0.1782
ITEX2.0,5,CTL,27/12/10,05:18:36,-0.929,100,-0.9,7.217,0.2029,0.1768
ITEX2.0,5,CTL,27/12/10,06:18:37,-2.566,100,-2.5,5.565,0.2015,0.1739
ITEX2.0,5,CTL,27/12/10,07:18:38,2.877,97.8,2.6,4.792,0.2015,0.1775
ITEX2.0,5,CTL,27/12/10,08:18:39,8.593,84.4,6.1,5.539,0.2022,0.1746
ITEX2.0,5,CTL,27/12/10,09:18:40,11.904,62.9,5.1,8.394,0.2029,0.1746
ITEX2.0,5,CTL,27/12/10,10:18:41,13.594,50.4,3.5,8.916,0.2058,0.1753
ITEX2.0,5,CTL,27/12/10,11:18:42,10.834,55.6,2.3,11.565,0.2087,0.1761
ITEX2.0,5,CTL,27/12/10,12:18:43,15.318,56.9,6.8,18.129,0.2116,0.1768
ITEX2.0,5,CTL,27/12/10,13:18:44,12.678,53,3.4,22.369,0.2116,0.1768
ITEX2.0,5,CTL,27/12/10,14:18:45,14.481,50.7,4.4,23.304,0.2124,0.1775
ITEX2.0,5,CTL,27/12/10,15:18:46,12.558,50.3,2.5,26.109,0.2131,0.1775
ITEX2.0,5,CTL,27/12/10,16:18:47,11.977,62.1,5,25.817,0.2124,0.1775
ITEX2.0,5,CTL,27/12/10,17:18:48,4.999,71,0.2,23.376,0.2109,0.1768
ITEX2.0,5,CTL,27/12/10,18:18:49,6.102,72.6,1.6,19.532,0.208,0.1753
ITEX2.0,5,CTL,27/12/10,19:18:50,3.696,73.9,-0.5,15.581,0.2051,0.1746
ITEX2.0,5,CTL,27/12/10,20:18:51,-0.675,80.5,-3.6,11.662,0.2029,0.1732
ITEX2.0,5,CTL,27/12/10,21:18:52,-1.756,88.1,-3.4,8.866,0.2008,0.1724
ITEX2.0,5,CTL,27/12/10,22:18:53,-2.159,92,-3.2,7.318,0.2,0.1724
ITEX2.0,5,CTL,27/12/10,23:18:54,-2.044,94.6,-2.8,6.331,0.1993,0.1717
ITEX2.0,5,CTL,28/12/10,00:18:55,-2.42,95.4,-3,6.204,0.1986,0.1724
ITEX2.0,5,CTL,28/12/10,01:18:56,-3.035,97,-3.4,5.591,0.1978,0.1717
ITEX2.0,5,CTL,28/12/10,02:18:57,-2.478,98,-2.7,4.818,0.1971,0.1717
ITEX2.0,5,CTL,28/12/10,03:18:58,-3.746,98.8,-3.9,4.921,0.1971,0.171
ITEX2.0,5,CTL,28/12/10,04:18:59,-6.833,95.6,-7.4,3.88,0.1957,0.1702
ITEX2.0,5,CTL,28/12/10,05:19:00,-7.705,90.6,-8.9,3.036,0.1942,0.1688
ITEX2.0,5,CTL,28/12/10,06:19:01,-6.515,90.4,-7.8,2.503,0.1935,0.1688
ITEX2.0,5,CTL,28/12/10,07:19:02,6.128,69.6,1,3.036,0.1949,0.1717
ITEX2.0,5,CTL,28/12/10,08:19:03,13.016,46.8,1.9,4.947,0.1964,0.1724
ITEX2.0,5,CTL,28/12/10,09:19:04,14.792,38.1,0.7,8.494,0.1986,0.1717
ITEX2.0,5,CTL,28/12/10,10:19:05,14.984,55.4,6.1,9.706,0.2015,0.1717
ITEX2.0,5,CTL,28/12/10,11:19:06,17.701,61.9,10.3,13.281,0.2044,0.1717
ITEX2.0,5,CTL,28/12/10,12:19:07,19.555,54.7,10.2,21.27,0.2073,0.1732
ITEX2.0,5,CTL,28/12/10,13:19:08,20.793,46.2,8.8,26.207,0.208,0.1732
ITEX2.0,5,CTL,28/12/10,14:19:09,18.343,50.7,8,28.568,0.2044,0.1732
ITEX2.0,5,CTL,28/12/10,15:19:10,19.555,51.9,9.4,28.245,0.2037,0.1732
ITEX2.0,5,CTL,28/12/10,16:19:11,21.008,50.5,10.4,29.64,0.2044,0.1732
ITEX2.0,5,CTL,28/12/10,17:19:12,19.698,48.5,8.6,29.215,0.2029,0.1724
ITEX2.0,5,CTL,28/12/10,18:19:13,15.676,57.3,7.3,26.353,0.2,0.171
