Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC(SEN S/N: 9818212,  Ambient)","RH, %(SEN S/N: 9818212)","DewPt, ÁC(SEN S/N: 9818212)",3cm,"Water Content, m^3/m^3(SEN S/N: 9827492,  5cmBG)","Water Content, m^3/m^3(SEN S/N: 9827496,  10cmBG)"
ITEX1U,1,OTC,26/12/10,19:18:26,10.81,86.6,8.7,,0.1971,0.1492
ITEX1U,1,OTC,26/12/10,20:18:27,8.891,93.5,7.9,,0.1964,0.1485
ITEX1U,1,OTC,26/12/10,21:18:28,7.569,96.7,7.1,,0.1964,0.1477
ITEX1U,1,OTC,26/12/10,22:18:29,7.419,98.3,7.2,,0.1957,0.147
ITEX1U,1,OTC,26/12/10,23:18:30,6.94,98.8,6.8,,0.1957,0.147
ITEX1U,1,OTC,27/12/10,00:18:31,6.204,99,6.1,,0.1957,0.147
ITEX1U,1,OTC,27/12/10,01:18:32,5.77,99.2,5.7,,0.1957,0.1463
ITEX1U,1,OTC,27/12/10,02:18:33,5.514,99.3,5.4,,0.1957,0.1463
ITEX1U,1,OTC,27/12/10,03:18:34,3.327,97.5,3,,0.1949,0.1456
ITEX1U,1,OTC,27/12/10,04:18:35,3.301,98.6,3.1,,0.1949,0.1456
ITEX1U,1,OTC,27/12/10,05:18:36,0.051,97.5,-0.3,,0.1942,0.1448
ITEX1U,1,OTC,27/12/10,06:18:37,-0.563,97.9,-0.8,,0.1942,0.1448
ITEX1U,1,OTC,27/12/10,07:18:38,5.949,94.5,5.1,,0.1942,0.1448
ITEX1U,1,OTC,27/12/10,08:18:39,10.81,76.1,6.8,,0.1942,0.1456
ITEX1U,1,OTC,27/12/10,09:18:40,12.606,58.9,4.8,,0.1942,0.1456
ITEX1U,1,OTC,27/12/10,10:18:41,15.509,52.8,5.9,,0.1949,0.1456
ITEX1U,1,OTC,27/12/10,11:18:42,14.194,55.4,5.4,,0.1942,0.1463
ITEX1U,1,OTC,27/12/10,12:18:43,16.058,58.5,7.9,,0.1949,0.1492
ITEX1U,1,OTC,27/12/10,13:18:44,16.368,53.8,7,,0.1957,0.1492
ITEX1U,1,OTC,27/12/10,14:18:45,17.724,50.2,7.2,,0.1949,0.1477
ITEX1U,1,OTC,27/12/10,15:18:46,18.866,45.3,6.8,,0.1949,0.147
ITEX1U,1,OTC,27/12/10,16:18:47,19.436,51.2,9.1,,0.1935,0.1456
ITEX1U,1,OTC,27/12/10,17:18:48,8.568,57.9,0.8,,0.1928,0.1426
ITEX1U,1,OTC,27/12/10,18:18:49,11.516,63,4.7,,0.192,0.1412
ITEX1U,1,OTC,27/12/10,19:18:50,5.179,70.4,0.2,,0.1906,0.139
ITEX1U,1,OTC,27/12/10,20:18:51,0.273,78,-3.1,,0.1899,0.1376
ITEX1U,1,OTC,27/12/10,21:18:52,-1.355,88.6,-2.9,,0.1891,0.1368
ITEX1U,1,OTC,27/12/10,22:18:53,-1.67,92.6,-2.7,,0.1884,0.1354
ITEX1U,1,OTC,27/12/10,23:18:54,-1.441,94.7,-2.1,,0.1884,0.1354
ITEX1U,1,OTC,28/12/10,00:18:55,-1.498,94.6,-2.2,,0.1877,0.1347
ITEX1U,1,OTC,28/12/10,01:18:56,-2.362,95.7,-2.9,,0.187,0.1339
ITEX1U,1,OTC,28/12/10,02:18:57,-1.727,96.8,-2.1,,0.1877,0.1332
ITEX1U,1,OTC,28/12/10,03:18:58,-2.044,96.3,-2.5,,0.187,0.1332
ITEX1U,1,OTC,28/12/10,04:18:59,-3.866,88.8,-5.4,,0.187,0.1325
ITEX1U,1,OTC,28/12/10,05:19:00,-3.986,75.8,-7.6,,0.1862,0.1332
ITEX1U,1,OTC,28/12/10,06:19:01,-1.526,65.7,-7.1,,0.1862,0.1332
ITEX1U,1,OTC,28/12/10,07:19:02,7.142,54.5,-1.4,,0.1855,0.1332
ITEX1U,1,OTC,28/12/10,08:19:03,13.618,47,2.5,,0.1862,0.1339
ITEX1U,1,OTC,28/12/10,09:19:04,15.199,42,2.4,,0.1862,0.1339
ITEX1U,1,OTC,28/12/10,10:19:05,15.772,58.4,7.6,,0.1848,0.1347
ITEX1U,1,OTC,28/12/10,11:19:06,18.461,63.6,11.4,,0.1848,0.1354
ITEX1U,1,OTC,28/12/10,12:19:07,19.46,59.1,11.3,,0.1855,0.139
ITEX1U,1,OTC,28/12/10,13:19:08,23.785,50.5,12.9,,0.1877,0.1397
ITEX1U,1,OTC,28/12/10,14:19:09,18.057,51.5,7.9,,0.187,0.1383
ITEX1U,1,OTC,28/12/10,15:19:10,22.13,51.5,11.7,,0.1862,0.1361
ITEX1U,1,OTC,28/12/10,16:19:11,23.713,49.5,12.5,,0.1848,0.1347
ITEX1U,1,OTC,28/12/10,17:19:12,21.772,45.9,9.6,,0.1848,0.1325
ITEX1U,1,OTC,28/12/10,18:19:13,15.294,56.2,6.6,,0.184,0.1303
ITEX1U,1,OTC,28/12/10,19:19:14,12.413,68.2,6.7,,0.1826,0.1281
ITEX1U,1,OTC,28/12/10,20:19:15,8.693,80.2,5.5,,0.1811,0.1267
ITEX1U,1,OTC,28/12/10,21:19:16,7.77,86.8,5.7,,0.1804,0.1252
ITEX1U,1,OTC,28/12/10,22:19:17,7.87,85.5,5.6,,0.1804,0.1245
ITEX1U,1,OTC,28/12/10,23:19:18,8.369,83.1,5.7,,0.1797,0.1245
ITEX1U,1,OTC,29/12/10,00:19:19,8.643,81.1,5.6,,0.1797,0.1238
ITEX1U,1,OTC,29/12/10,01:19:20,8.916,77.3,5.2,,0.179,0.1238
ITEX1U,1,OTC,29/12/10,02:19:21,8.519,78.7,5,,0.179,0.123
ITEX1U,1,OTC,29/12/10,03:19:22,8.568,82.4,5.7,,0.1782,0.123
ITEX1U,1,OTC,29/12/10,04:19:23,8.369,85,6,,0.1782,0.123
ITEX1U,1,OTC,29/12/10,05:19:24,7.97,88.2,6.1,,0.1782,0.1223
ITEX1U,1,OTC,29/12/10,06:19:25,7.72,92.2,6.5,,0.1782,0.1223
ITEX1U,1,OTC,29/12/10,07:19:26,8.693,95.7,8.1,,0.1775,0.1223
ITEX1U,1,OTC,29/12/10,08:19:27,9.089,95.5,8.4,,0.1782,0.1223
ITEX1U,1,OTC,29/12/10,09:19:28,12.558,88.8,10.8,,0.1782,0.123
ITEX1U,1,OTC,29/12/10,10:19:29,15.055,81,11.8,,0.1782,0.1238
ITEX1U,1,OTC,29/12/10,11:19:30,15.963,70.7,10.7,,0.1782,0.123
ITEX1U,1,OTC,29/12/10,12:19:31,18.129,67.9,12.1,,0.1768,0.1259
ITEX1U,1,OTC,29/12/10,13:19:32,20.698,63.2,13.5,,0.1768,0.1259
ITEX1U,1,OTC,29/12/10,14:19:33,22.872,56.5,13.8,,0.1782,0.1259
ITEX1U,1,OTC,29/12/10,15:19:34,22.633,52.5,12.4,,0.1775,0.1245
ITEX1U,1,OTC,29/12/10,16:19:35,22.609,52.9,12.5,,0.1761,0.1223
ITEX1U,1,OTC,29/12/10,17:19:36,22.992,50.9,12.3,,0.1739,0.1209
ITEX1U,1,OTC,29/12/10,18:19:37,19.77,52,9.7,,0.1739,0.118
ITEX1U,1,OTC,29/12/10,19:19:38,16.201,54.8,7.1,,0.1732,0.1165
ITEX1U,1,OTC,29/12/10,20:19:39,11.297,64.9,4.9,,0.1717,0.1158
ITEX1U,1,OTC,29/12/10,21:19:40,6.99,81.6,4.1,,0.1717,0.1136
ITEX1U,1,OTC,29/12/10,22:19:41,4.688,88.7,3,,0.171,0.1129
ITEX1U,1,OTC,29/12/10,23:19:42,4.869,93.8,4,,0.171,0.1129
ITEX1U,1,OTC,30/12/10,00:19:43,4.947,93.4,4,,0.1702,0.1121
ITEX1U,1,OTC,30/12/10,01:19:44,4.714,91.9,3.5,,0.1702,0.1114
ITEX1U,1,OTC,30/12/10,02:19:45,1.317,92.9,0.3,,0.1702,0.1114
ITEX1U,1,OTC,30/12/10,03:19:46,3.749,97,3.3,,0.1695,0.1107
ITEX1U,1,OTC,30/12/10,04:19:47,7.594,92.6,6.5,,0.1695,0.1107
ITEX1U,1,OTC,30/12/10,05:19:48,7.544,82.1,4.7,,0.1688,0.1107
ITEX1U,1,OTC,30/12/10,06:19:49,9.756,80.7,6.6,,0.1688,0.1114
ITEX1U,1,OTC,30/12/10,07:19:50,13.978,62.2,6.9,,0.1688,0.1114
ITEX1U,1,OTC,30/12/10,08:19:51,16.654,54.1,7.3,,0.1688,0.1107
ITEX1U,1,OTC,30/12/10,09:19:52,16.844,52.1,7,,0.1688,0.1114
ITEX1U,1,OTC,30/12/10,10:19:53,18.58,49.9,7.9,,0.1666,0.1114
ITEX1U,1,OTC,30/12/10,11:19:54,19.984,49.4,9.1,,0.1666,0.1121
ITEX1U,1,OTC,30/12/10,12:19:55,21.199,47,9.5,,0.1666,0.1136
ITEX1U,1,OTC,30/12/10,13:19:56,21.318,46.9,9.5,,0.1666,0.1129
ITEX1U,1,OTC,30/12/10,14:19:57,22.705,47.8,11.1,,0.1666,0.1121
ITEX1U,1,OTC,30/12/10,15:19:58,22.106,47.7,10.5,,0.1659,0.1107
ITEX1U,1,OTC,30/12/10,16:19:59,23.136,44.8,10.5,,0.1652,0.1092
ITEX1U,1,OTC,30/12/10,17:20:00,23.569,44.8,10.9,,0.1623,0.1071
ITEX1U,1,OTC,30/12/10,18:20:01,19.888,45.6,7.8,,0.163,0.1049
ITEX1U,1,OTC,30/12/10,19:20:02,17.748,47.7,6.5,,0.1601,0.1034
ITEX1U,1,OTC,30/12/10,20:20:03,13.257,57.4,5,,0.1608,0.1027
ITEX1U,1,OTC,30/12/10,21:20:04,9.78,71.7,4.9,,0.1601,0.1012
ITEX1U,1,OTC,30/12/10,22:20:05,7.569,82.9,4.9,,0.1594,0.1005
ITEX1U,1,OTC,30/12/10,23:20:06,8.095,84.1,5.6,,0.1586,0.0998
ITEX1U,1,OTC,31/12/10,00:20:07,8.891,78.6,5.4,,0.1586,0.0998
ITEX1U,1,OTC,31/12/10,01:20:08,11.151,66.6,5.2,,0.1586,0.0998
ITEX1U,1,OTC,31/12/10,02:20:09,8.295,74,3.9,,0.1579,0.0991
ITEX1U,1,OTC,31/12/10,03:20:10,9.608,73.8,5.2,,0.1579,0.0991
ITEX1U,1,OTC,31/12/10,04:20:11,11.783,60.2,4.3,,0.1572,0.0991
ITEX1U,1,OTC,31/12/10,05:20:12,11.953,63.4,5.2,,0.1572,0.0991
ITEX1U,1,OTC,31/12/10,06:20:13,12.944,65.2,6.6,,0.1564,0.0991
ITEX1U,1,OTC,31/12/10,07:20:14,16.153,52.5,6.4,,0.1572,0.0991
ITEX1U,1,OTC,31/12/10,08:20:15,18.58,47.1,7.1,,0.1572,0.0991
ITEX1U,1,OTC,31/12/10,09:20:16,20.174,45.5,8,,0.155,0.0991
ITEX1U,1,OTC,31/12/10,10:20:17,21.39,45,9,,0.1557,0.0991
ITEX1U,1,OTC,31/12/10,11:20:18,22.776,46.4,10.7,,0.1557,0.0998
ITEX1U,1,OTC,31/12/10,12:20:19,24.122,47,12.1,,0.1557,0.1012
ITEX1U,1,OTC,31/12/10,13:20:20,25.137,45.1,12.4,,0.155,0.1012
ITEX1U,1,OTC,31/12/10,14:20:21,26.036,44,12.9,,0.1535,0.1005
ITEX1U,1,OTC,31/12/10,15:20:22,26.036,45,13.2,,0.1528,0.0983
ITEX1U,1,OTC,31/12/10,16:20:23,24.75,44.7,11.9,,0.1506,0.0962
ITEX1U,1,OTC,31/12/10,17:20:24,24.605,43.8,11.5,,0.1499,0.0947
ITEX1U,1,OTC,31/12/10,18:20:25,22.345,43.2,9.2,,0.1492,0.0918
ITEX1U,1,OTC,31/12/10,19:20:26,20.555,46.3,8.6,,0.147,0.0911
ITEX1U,1,OTC,31/12/10,20:20:27,17.724,51.8,7.7,,0.147,0.0896
ITEX1U,1,OTC,31/12/10,21:20:28,17.106,54.2,7.8,,0.147,0.0882
ITEX1U,1,OTC,31/12/10,22:20:29,17.177,52.4,7.4,,0.1463,0.0874
ITEX1U,1,OTC,31/12/10,23:20:30,17.058,50.3,6.7,,0.1456,0.0874
ITEX1U,1,OTC,01/01/11,00:20:31,17.986,48.8,7.1,,0.1456,0.0874
ITEX1U,1,OTC,01/01/11,01:20:32,18.152,44.7,5.9,,0.1448,0.0874
ITEX1U,1,OTC,01/01/11,02:20:33,17.605,47.6,6.4,,0.1448,0.0867
ITEX1U,1,OTC,01/01/11,03:20:34,17.391,49.9,6.8,,0.1441,0.086
ITEX1U,1,OTC,01/01/11,04:20:35,16.487,52.9,6.9,,0.1441,0.086
ITEX1U,1,OTC,01/01/11,05:20:36,15.438,59.4,7.6,,0.1441,0.086
ITEX1U,1,OTC,01/01/11,06:20:37,16.034,57.1,7.6,,0.1441,0.086
ITEX1U,1,OTC,01/01/11,07:20:38,17.344,55.8,8.4,,0.1434,0.086
ITEX1U,1,OTC,01/01/11,08:20:39,13.161,62.4,6.1,,0.1434,0.0867
ITEX1U,1,OTC,01/01/11,09:20:40,18.2,66,11.8,,0.1412,0.086
ITEX1U,1,OTC,01/01/11,10:20:41,19.103,59.6,11.1,,0.1426,0.0867
ITEX1U,1,OTC,01/01/11,11:20:42,17.201,79.7,13.7,,0.1441,0.0874
ITEX1U,1,OTC,01/01/11,12:20:43,21.772,61.9,14.2,,0.1434,0.0889
ITEX1U,1,OTC,01/01/11,13:20:44,23.569,56.2,14.4,,0.1426,0.0882
ITEX1U,1,OTC,01/01/11,14:20:45,25.768,47.7,13.9,,0.1426,0.0882
ITEX1U,1,OTC,01/01/11,15:20:46,25.016,48.7,13.5,,0.1426,0.0874
ITEX1U,1,OTC,01/01/11,16:20:47,25.258,54.1,15.3,,0.1397,0.0867
ITEX1U,1,OTC,01/01/11,17:20:48,20.889,59.5,12.7,,0.1383,0.0845
ITEX1U,1,OTC,01/01/11,18:20:49,17.391,66,11,,0.1383,0.0824
ITEX1U,1,OTC,01/01/11,19:20:50,16.892,74.4,12.3,,0.1376,0.0816
ITEX1U,1,OTC,01/01/11,20:20:51,16.368,72.9,11.5,,0.1368,0.0809
ITEX1U,1,OTC,01/01/11,21:20:52,15.843,68.9,10.2,,0.1368,0.0802
ITEX1U,1,OTC,01/01/11,22:20:53,14.673,74.8,10.3,,0.1368,0.0802
ITEX1U,1,OTC,01/01/11,23:20:54,12.775,85.8,10.5,,0.1361,0.0795
ITEX1U,1,OTC,02/01/11,00:20:55,12.413,67.1,6.5,,0.1354,0.0795
ITEX1U,1,OTC,02/01/11,01:20:56,15.008,52.7,5.4,,0.1354,0.0795
ITEX1U,1,OTC,02/01/11,02:20:57,12.751,62.5,5.8,,0.1347,0.0787
ITEX1U,1,OTC,02/01/11,03:20:58,13.594,67.1,7.6,,0.1347,0.0787
ITEX1U,1,OTC,02/01/11,04:20:59,12.316,76,8.2,,0.1347,0.0787
ITEX1U,1,OTC,02/01/11,05:21:00,11.759,80.7,8.6,,0.1354,0.0787
ITEX1U,1,OTC,02/01/11,06:21:01,11.88,74.1,7.4,,0.1347,0.0787
ITEX1U,1,OTC,02/01/11,07:21:02,15.127,66.4,8.9,,0.1347,0.0787
ITEX1U,1,OTC,02/01/11,08:21:03,17.082,57.6,8.7,,0.1339,0.0787
ITEX1U,1,OTC,02/01/11,09:21:04,18.176,55.4,9.1,,0.1339,0.0795
ITEX1U,1,OTC,02/01/11,10:21:05,19.008,44.5,6.7,,0.1318,0.0795
ITEX1U,1,OTC,02/01/11,11:21:06,20.627,43.2,7.7,,0.1318,0.0802
ITEX1U,1,OTC,02/01/11,12:21:07,21.175,44.1,8.5,,0.1325,0.0816
ITEX1U,1,OTC,02/01/11,13:21:08,23.472,42.5,10,,0.1332,0.0824
ITEX1U,1,OTC,02/01/11,14:21:09,24.871,39.2,10.1,,0.1332,0.0816
ITEX1U,1,OTC,02/01/11,15:21:10,25.671,38.7,10.6,,0.131,0.0809
ITEX1U,1,OTC,02/01/11,16:21:11,24.992,37.5,9.5,,0.1303,0.0787
ITEX1U,1,OTC,02/01/11,17:21:12,26.769,39.4,11.8,,0.1288,0.0773
ITEX1U,1,OTC,02/01/11,18:21:13,21.604,52.9,11.6,,0.1274,0.0758
ITEX1U,1,OTC,02/01/11,19:21:14,14.697,70.4,9.4,,0.1274,0.0736
ITEX1U,1,OTC,02/01/11,20:21:15,10.492,87.4,8.5,,0.1259,0.0729
ITEX1U,1,OTC,02/01/11,21:21:16,9.583,93.1,8.5,,0.1259,0.0722
ITEX1U,1,OTC,02/01/11,22:21:17,8.693,94.9,7.9,,0.1245,0.0715
ITEX1U,1,OTC,02/01/11,23:21:18,8.27,96.5,7.8,,0.1245,0.0715
ITEX1U,1,OTC,03/01/11,00:21:19,8.369,96.8,7.9,,0.1245,0.0715
ITEX1U,1,OTC,03/01/11,01:21:20,6.077,95.9,5.5,,0.1238,0.0707
ITEX1U,1,OTC,03/01/11,02:21:21,0.246,94.6,-0.5,,0.1238,0.07
ITEX1U,1,OTC,03/01/11,03:21:22,-0.059,97.6,-0.3,,0.123,0.07
ITEX1U,1,OTC,03/01/11,04:21:23,-0.901,97.1,-1.3,,0.1223,0.07
ITEX1U,1,OTC,03/01/11,05:21:24,-1.928,96.7,-2.3,,0.1223,0.07
ITEX1U,1,OTC,03/01/11,06:21:25,-1.698,98.3,-1.9,,0.1223,0.0707
ITEX1U,1,OTC,03/01/11,07:21:26,5.796,99.9,5.8,,0.1223,0.0715
ITEX1U,1,OTC,03/01/11,08:21:27,14.098,95,13.3,,0.123,0.0729
ITEX1U,1,OTC,03/01/11,09:21:28,18.176,79.8,14.7,,0.1216,0.0729
ITEX1U,1,OTC,03/01/11,10:21:29,22.585,69.6,16.8,,0.1223,0.0744
ITEX1U,1,OTC,03/01/11,11:21:30,23.328,64.2,16.2,,0.1216,0.0751
ITEX1U,1,OTC,03/01/11,12:21:31,21.39,62.4,13.9,,0.123,0.0766
ITEX1U,1,OTC,03/01/11,13:21:32,21.461,64.7,14.6,,0.1238,0.0766
ITEX1U,1,OTC,03/01/11,14:21:33,20.484,61.5,12.9,,0.123,0.0758
ITEX1U,1,OTC,03/01/11,15:21:34,27.014,61.7,19.1,,0.1223,0.0758
ITEX1U,1,OTC,03/01/11,16:21:35,21.413,56.1,12.3,,0.1223,0.0744
ITEX1U,1,OTC,03/01/11,17:21:36,15.652,65.8,9.3,,0.1216,0.0729
ITEX1U,1,OTC,03/01/11,18:21:37,15.223,73.4,10.5,,0.1209,0.0715
ITEX1U,1,OTC,03/01/11,19:21:38,12.896,78.4,9.2,,0.1201,0.07
ITEX1U,1,OTC,03/01/11,20:21:39,8.643,87.1,6.6,,0.1187,0.0693
ITEX1U,1,OTC,03/01/11,21:21:40,7.015,92,5.8,,0.1187,0.0693
ITEX1U,1,OTC,03/01/11,22:21:41,6.077,93.9,5.2,,0.118,0.0693
ITEX1U,1,OTC,03/01/11,23:21:42,4.584,94.6,3.8,,0.118,0.0686
ITEX1U,1,OTC,04/01/11,00:21:43,1.344,94,0.5,,0.118,0.0678
ITEX1U,1,OTC,04/01/11,01:21:44,-0.986,94.4,-1.7,,0.1165,0.0678
ITEX1U,1,OTC,04/01/11,02:21:45,0.66,97,0.2,,0.1165,0.0678
ITEX1U,1,OTC,04/01/11,03:21:46,-0.901,97.1,-1.3,,0.1165,0.0678
ITEX1U,1,OTC,04/01/11,04:21:47,-0.367,97.9,-0.6,,0.1158,0.0678
ITEX1U,1,OTC,04/01/11,05:21:48,0.495,98.8,0.3,,0.1158,0.0678
ITEX1U,1,OTC,04/01/11,06:21:49,7.569,100,7.6,,0.1158,0.0686
ITEX1U,1,OTC,04/01/11,07:21:50,8.742,99.6,8.7,,0.1158,0.0693
ITEX1U,1,OTC,04/01/11,08:21:51,10.394,95.4,9.7,,0.1165,0.07
ITEX1U,1,OTC,04/01/11,09:21:52,14.601,83.3,11.8,,0.1165,0.07
ITEX1U,1,OTC,04/01/11,10:21:53,16.344,73.7,11.7,,0.1165,0.0707
ITEX1U,1,OTC,04/01/11,11:21:54,18.105,64.2,11.3,,0.115,0.0715
ITEX1U,1,OTC,04/01/11,12:21:55,20.174,59.5,12.1,,0.1158,0.0736
ITEX1U,1,OTC,04/01/11,13:21:56,22.776,55.2,13.3,,0.118,0.0751
ITEX1U,1,OTC,04/01/11,14:21:57,23.761,52.2,13.4,,0.118,0.0744
ITEX1U,1,OTC,04/01/11,15:21:58,24.267,49.7,13.1,,0.1165,0.0729
ITEX1U,1,OTC,04/01/11,16:21:59,22.8,48.4,11.4,,0.1143,0.0707
ITEX1U,1,OTC,04/01/11,17:22:00,22.321,46.9,10.4,,0.1129,0.0686
ITEX1U,1,OTC,04/01/11,18:22:01,15.485,53.5,6.1,,0.1129,0.0664
ITEX1U,1,OTC,04/01/11,19:22:02,14.433,66.9,8.4,,0.1121,0.0657
ITEX1U,1,OTC,04/01/11,20:22:03,11.102,76.1,7.1,,0.1107,0.0642
ITEX1U,1,OTC,04/01/11,21:22:04,8.668,84.1,6.1,,0.1107,0.0635
ITEX1U,1,OTC,04/01/11,22:22:05,4.947,90,3.4,,0.11,0.062
ITEX1U,1,OTC,04/01/11,23:22:06,4.895,94.3,4.1,,0.1092,0.062
ITEX1U,1,OTC,05/01/11,00:22:07,4.115,96.3,3.6,,0.1092,0.062
ITEX1U,1,OTC,05/01/11,01:22:08,4.947,96.8,4.5,,0.1085,0.062
ITEX1U,1,OTC,05/01/11,02:22:09,7.795,92.8,6.7,,0.1085,0.0628
ITEX1U,1,OTC,05/01/11,03:22:10,9.114,83.1,6.4,,0.1085,0.062
ITEX1U,1,OTC,05/01/11,04:22:11,9.238,79.8,5.9,,0.1085,0.0635
ITEX1U,1,OTC,05/01/11,05:22:12,8.618,83,5.9,,0.1085,0.0628
ITEX1U,1,OTC,05/01/11,06:22:13,9.089,86.5,7,,0.1085,0.0628
ITEX1U,1,OTC,05/01/11,07:22:14,10.247,88.1,8.4,,0.1085,0.0635
ITEX1U,1,OTC,05/01/11,08:22:15,12.025,86.4,9.8,,0.1085,0.0635
ITEX1U,1,OTC,05/01/11,09:22:16,14.242,81.2,11.1,,0.1092,0.0642
ITEX1U,1,OTC,05/01/11,10:22:17,19.413,74.5,14.8,,0.1078,0.0649
ITEX1U,1,OTC,05/01/11,11:22:18,20.222,63.1,13,,0.1092,0.0657
ITEX1U,1,OTC,05/01/11,12:22:19,21.509,60.5,13.6,,0.1071,0.0657
ITEX1U,1,OTC,05/01/11,13:22:20,23.521,52.4,13.2,,0.1092,0.0671
ITEX1U,1,OTC,05/01/11,14:22:21,15.629,69.3,10,,0.1085,0.0657
ITEX1U,1,OTC,05/01/11,15:22:22,15.939,80.9,12.7,,0.1085,0.0642
ITEX1U,1,OTC,05/01/11,16:22:23,19.698,78,15.8,,0.1078,0.0642
ITEX1U,1,OTC,05/01/11,17:22:24,18.866,61.5,11.3,,0.1063,0.0649
ITEX1U,1,OTC,05/01/11,18:22:25,16.01,64.8,9.4,,0.1071,0.0642
ITEX1U,1,OTC,05/01/11,19:22:26,13.449,71.6,8.4,,0.1071,0.0635
ITEX1U,1,OTC,05/01/11,20:22:27,8.618,83.8,6,,0.1063,0.062
ITEX1U,1,OTC,05/01/11,21:22:28,8.668,94.5,7.8,,0.1056,0.062
ITEX1U,1,OTC,05/01/11,22:22:29,8.07,96.2,7.5,,0.1056,0.062
ITEX1U,1,OTC,05/01/11,23:22:30,7.695,96.8,7.2,,0.1049,0.062
ITEX1U,1,OTC,06/01/11,00:22:31,7.268,96.7,6.8,,0.1049,0.0613
ITEX1U,1,OTC,06/01/11,01:22:32,6.661,96.6,6.2,,0.1056,0.0613
ITEX1U,1,OTC,06/01/11,02:22:33,5.872,96.8,5.4,,0.1056,0.0613
ITEX1U,1,OTC,06/01/11,03:22:34,3.38,96.7,2.9,,0.1049,0.0613
ITEX1U,1,OTC,06/01/11,04:22:35,4.141,99,4,,0.1056,0.0613
ITEX1U,1,OTC,06/01/11,05:22:36,1.235,98.3,1,,0.1042,0.0613
ITEX1U,1,OTC,06/01/11,06:22:37,3.009,99.1,2.9,,0.1049,0.0613
ITEX1U,1,OTC,06/01/11,07:22:38,11.467,95,10.7,,0.1049,0.062
ITEX1U,1,OTC,06/01/11,08:22:39,15.438,77.4,11.5,,0.1049,0.0628
ITEX1U,1,OTC,06/01/11,09:22:40,17.463,69.4,11.8,,0.1049,0.0635
ITEX1U,1,OTC,06/01/11,10:22:41,19.436,66.3,13,,0.1049,0.0642
ITEX1U,1,OTC,06/01/11,11:22:42,20.555,64.4,13.6,,0.1049,0.0649
ITEX1U,1,OTC,06/01/11,12:22:43,21.724,61.3,14,,0.1056,0.0671
ITEX1U,1,OTC,06/01/11,13:22:44,24.098,52.7,13.9,,0.1063,0.0678
ITEX1U,1,OTC,06/01/11,14:22:45,26.426,46.7,14.1,,0.1056,0.0678
ITEX1U,1,OTC,06/01/11,15:22:46,26.329,46.6,14,,0.1049,0.0671
ITEX1U,1,OTC,06/01/11,16:22:47,25.987,45.6,13.4,,0.1034,0.0649
ITEX1U,1,OTC,06/01/11,17:22:48,25.525,46.6,13.3,,0.1027,0.0635
ITEX1U,1,OTC,06/01/11,18:22:49,19.674,50.2,9,,0.1005,0.0613
ITEX1U,1,OTC,06/01/11,19:22:50,16.725,56.8,8.1,,0.1012,0.0598
ITEX1U,1,OTC,06/01/11,20:22:51,11.856,66.9,5.9,,0.1005,0.0584
ITEX1U,1,OTC,06/01/11,21:22:52,8.742,82.9,6,,0.0991,0.0577
ITEX1U,1,OTC,06/01/11,22:22:53,7.519,89.6,5.9,,0.0991,0.0569
ITEX1U,1,OTC,06/01/11,23:22:54,5.257,90.9,3.9,,0.0991,0.0569
ITEX1U,1,OTC,07/01/11,00:22:55,9.952,86.7,7.8,,0.0983,0.0569
ITEX1U,1,OTC,07/01/11,01:22:56,10.565,77.7,6.8,,0.0983,0.0569
ITEX1U,1,OTC,07/01/11,02:22:57,11.151,76.7,7.2,,0.0983,0.0569
ITEX1U,1,OTC,07/01/11,03:22:58,10.541,80.1,7.3,,0.0983,0.0569
ITEX1U,1,OTC,07/01/11,04:22:59,9.682,87,7.6,,0.0976,0.0569
ITEX1U,1,OTC,07/01/11,05:23:00,9.682,91.3,8.3,,0.0983,0.0569
ITEX1U,1,OTC,07/01/11,06:23:01,10.614,87.8,8.7,,0.0976,0.0577
ITEX1U,1,OTC,07/01/11,07:23:02,13.546,81.9,10.5,,0.0983,0.0577
ITEX1U,1,OTC,07/01/11,08:23:03,16.63,72.6,11.7,,0.0983,0.0584
ITEX1U,1,OTC,07/01/11,09:23:04,19.294,69.4,13.6,,0.0969,0.0591
ITEX1U,1,OTC,07/01/11,10:23:05,19.532,70.3,14,,0.0983,0.0598
ITEX1U,1,OTC,07/01/11,11:23:06,22.082,67.6,15.8,,0.0983,0.0606
ITEX1U,1,OTC,07/01/11,12:23:07,19.484,65.4,12.8,,0.0976,0.0613
ITEX1U,1,OTC,07/01/11,13:23:08,21.867,63.7,14.7,,0.0983,0.0613
ITEX1U,1,OTC,07/01/11,14:23:09,24.388,58,15.6,,0.0991,0.062
ITEX1U,1,OTC,07/01/11,15:23:10,26.5,58.8,17.8,,0.0976,0.0613
ITEX1U,1,OTC,07/01/11,16:23:11,22.202,60,14.1,,0.0976,0.0606
ITEX1U,1,OTC,07/01/11,17:23:12,26.012,55,16.3,,0.0969,0.0598
ITEX1U,1,OTC,07/01/11,18:23:13,23.785,46.6,11.7,,0.0962,0.0598
ITEX1U,1,OTC,07/01/11,19:23:14,16.415,58,8.1,,0.0969,0.0591
ITEX1U,1,OTC,07/01/11,20:23:15,11.565,79.9,8.2,,0.0954,0.0577
ITEX1U,1,OTC,07/01/11,21:23:16,10.075,90.6,8.6,,0.0962,0.0562
