Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()",,"Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX1U,3,CTL,26/12/10,16:18:23,20.77,68.7,14.8,,0.24,0.2138
ITEX1U,3,CTL,26/12/10,17:18:24,18.081,66.1,11.7,,0.24,0.2131
ITEX1U,3,CTL,26/12/10,18:18:25,12.389,70.1,7.1,,0.2392,0.2109
ITEX1U,3,CTL,26/12/10,19:18:26,8.916,94.4,8.1,,0.2392,0.2095
ITEX1U,3,CTL,26/12/10,20:18:27,7.594,98.3,7.4,,0.2378,0.2073
ITEX1U,3,CTL,26/12/10,21:18:28,6.788,99.5,6.7,,0.2378,0.2066
ITEX1U,3,CTL,26/12/10,22:18:29,6.839,100,6.8,,0.2371,0.2066
ITEX1U,3,CTL,26/12/10,23:18:30,6.382,100,6.4,,0.2371,0.2066
ITEX1U,3,CTL,27/12/10,00:18:31,5.642,100,5.6,,0.2363,0.2066
ITEX1U,3,CTL,27/12/10,01:18:32,5.154,100,5.2,,0.2363,0.2066
ITEX1U,3,CTL,27/12/10,02:18:33,4.844,100,4.8,,0.2363,0.2051
ITEX1U,3,CTL,27/12/10,03:18:34,2.262,100,2.3,,0.2356,0.2058
ITEX1U,3,CTL,27/12/10,04:18:35,2.316,100,2.3,,0.2356,0.2051
ITEX1U,3,CTL,27/12/10,05:18:36,-0.76,100,-0.7,,0.2349,0.2051
ITEX1U,3,CTL,27/12/10,06:18:37,-0.845,100,-0.8,,0.2349,0.2037
ITEX1U,3,CTL,27/12/10,07:18:38,3.906,99.7,3.9,,0.2349,0.2037
ITEX1U,3,CTL,27/12/10,08:18:39,8.27,88.6,6.5,,0.2349,0.2044
ITEX1U,3,CTL,27/12/10,09:18:40,12.122,67.6,6.3,,0.2349,0.2051
ITEX1U,3,CTL,27/12/10,10:18:41,15.676,53.7,6.3,,0.2342,0.2066
ITEX1U,3,CTL,27/12/10,11:18:42,13.185,55.1,4.4,,0.2349,0.2073
ITEX1U,3,CTL,27/12/10,12:18:43,16.082,56.2,7.4,,0.2356,0.208
ITEX1U,3,CTL,27/12/10,13:18:44,14.768,54.2,5.6,,0.2356,0.2087
ITEX1U,3,CTL,27/12/10,14:18:45,15.509,52.4,5.8,,0.2356,0.2073
ITEX1U,3,CTL,27/12/10,15:18:46,15.629,50,5.3,,0.2356,0.2066
ITEX1U,3,CTL,27/12/10,16:18:47,15.533,58.7,7.5,,0.2356,0.2044
ITEX1U,3,CTL,27/12/10,17:18:48,6.026,67.1,0.4,,0.2349,0.2015
ITEX1U,3,CTL,27/12/10,18:18:49,7.519,71.6,2.7,,0.2334,0.1993
ITEX1U,3,CTL,27/12/10,19:18:50,2.128,76.4,-1.5,,0.232,0.1964
ITEX1U,3,CTL,27/12/10,20:18:51,-0.986,84.6,-3.2,,0.2313,0.1942
ITEX1U,3,CTL,27/12/10,21:18:52,-1.899,90.8,-3.2,,0.2305,0.1935
ITEX1U,3,CTL,27/12/10,22:18:53,-2.246,93.8,-3.1,,0.2305,0.1928
ITEX1U,3,CTL,27/12/10,23:18:54,-2.015,96,-2.5,,0.2291,0.192
ITEX1U,3,CTL,28/12/10,00:18:55,-2.333,96.5,-2.8,,0.2291,0.192
ITEX1U,3,CTL,28/12/10,01:18:56,-2.976,98,-3.2,,0.2284,0.1913
ITEX1U,3,CTL,28/12/10,02:18:57,-2.362,98.9,-2.5,,0.2276,0.1913
ITEX1U,3,CTL,28/12/10,03:18:58,-3.389,99.2,-3.5,,0.2276,0.1906
ITEX1U,3,CTL,28/12/10,04:18:59,-6.041,94,-6.8,,0.2276,0.1906
ITEX1U,3,CTL,28/12/10,05:19:00,-6.578,87.7,-8.2,,0.2269,0.1906
ITEX1U,3,CTL,28/12/10,06:19:01,-2.478,78.8,-5.6,,0.2276,0.1899
ITEX1U,3,CTL,28/12/10,07:19:02,6.813,55.5,-1.4,,0.2269,0.1899
ITEX1U,3,CTL,28/12/10,08:19:03,13.906,45.3,2.3,,0.2262,0.1906
ITEX1U,3,CTL,28/12/10,09:19:04,15.438,38,1.2,,0.2269,0.1913
ITEX1U,3,CTL,28/12/10,10:19:05,16.153,54.5,7,,0.2276,0.192
ITEX1U,3,CTL,28/12/10,11:19:06,18.699,60.4,10.9,,0.2284,0.1942
ITEX1U,3,CTL,28/12/10,12:19:07,19.08,56.4,10.2,,0.2284,0.1964
ITEX1U,3,CTL,28/12/10,13:19:08,20.746,48.6,9.5,,0.2291,0.1957
ITEX1U,3,CTL,28/12/10,14:19:09,18.033,52,8,,0.2291,0.1949
ITEX1U,3,CTL,28/12/10,15:19:10,20.055,51.7,9.8,,0.2284,0.192
ITEX1U,3,CTL,28/12/10,16:19:11,21.628,50,10.8,,0.2284,0.1906
ITEX1U,3,CTL,28/12/10,17:19:12,19.841,47.2,8.3,,0.2276,0.187
ITEX1U,3,CTL,28/12/10,18:19:13,16.106,56.6,7.5,,0.2269,0.1833
ITEX1U,3,CTL,28/12/10,19:19:14,10.932,67.7,5.2,,0.2254,0.1804
ITEX1U,3,CTL,28/12/10,20:19:15,8.245,82.8,5.5,,0.2247,0.179
ITEX1U,3,CTL,28/12/10,21:19:16,7.695,87.3,5.7,,0.224,0.1775
ITEX1U,3,CTL,28/12/10,22:19:17,7.995,84.9,5.6,,0.2233,0.1761
ITEX1U,3,CTL,28/12/10,23:19:18,8.394,82.5,5.6,,0.2225,0.1761
ITEX1U,3,CTL,29/12/10,00:19:19,8.469,80.7,5.4,,0.2218,0.1761
ITEX1U,3,CTL,29/12/10,01:19:20,8.742,77.6,5.1,,0.2211,0.1753
ITEX1U,3,CTL,29/12/10,02:19:21,8.369,79,4.9,,0.2211,0.1746
ITEX1U,3,CTL,29/12/10,03:19:22,8.319,82.6,5.5,,0.2211,0.1753
ITEX1U,3,CTL,29/12/10,04:19:23,8.145,85.3,5.8,,0.2204,0.1746
ITEX1U,3,CTL,29/12/10,05:19:24,7.72,88.5,5.9,,0.2204,0.1746
ITEX1U,3,CTL,29/12/10,06:19:25,7.544,92.5,6.4,,0.2204,0.1746
ITEX1U,3,CTL,29/12/10,07:19:26,8.593,96,8,,0.2204,0.1746
ITEX1U,3,CTL,29/12/10,08:19:27,9.015,95.6,8.4,,0.2204,0.1746
ITEX1U,3,CTL,29/12/10,09:19:28,13.112,87.9,11.2,,0.2196,0.1753
ITEX1U,3,CTL,29/12/10,10:19:29,15.819,78.8,12.2,,0.2196,0.1775
ITEX1U,3,CTL,29/12/10,11:19:30,16.439,67.4,10.4,,0.2196,0.1775
ITEX1U,3,CTL,29/12/10,12:19:31,18.771,64.7,12,,0.2218,0.1775
ITEX1U,3,CTL,29/12/10,13:19:32,20.246,60.6,12.4,,0.2218,0.1782
ITEX1U,3,CTL,29/12/10,14:19:33,21.867,56.4,12.8,,0.2211,0.1775
ITEX1U,3,CTL,29/12/10,15:19:34,21.604,53.2,11.7,,0.2211,0.1753
ITEX1U,3,CTL,29/12/10,16:19:35,21.437,53.5,11.6,,0.2211,0.1732
ITEX1U,3,CTL,29/12/10,17:19:36,21.032,51.8,10.8,,0.2196,0.1695
ITEX1U,3,CTL,29/12/10,18:19:37,20.246,51.4,9.9,,0.2189,0.1659
ITEX1U,3,CTL,29/12/10,19:19:38,14.505,53.2,5.1,,0.2167,0.1637
ITEX1U,3,CTL,29/12/10,20:19:39,10.001,68.7,4.5,,0.216,0.1608
ITEX1U,3,CTL,29/12/10,21:19:40,5.462,84.4,3,,0.2153,0.1608
ITEX1U,3,CTL,29/12/10,22:19:41,1.751,94.2,0.9,,0.2153,0.1594
ITEX1U,3,CTL,29/12/10,23:19:42,2.503,98.5,2.3,,0.2153,0.1586
ITEX1U,3,CTL,30/12/10,00:19:43,2.717,99.2,2.6,,0.2146,0.1586
ITEX1U,3,CTL,30/12/10,01:19:44,2.956,96.9,2.5,,0.2138,0.1579
ITEX1U,3,CTL,30/12/10,02:19:45,-0.675,97.1,-1,,0.2131,0.1572
ITEX1U,3,CTL,30/12/10,03:19:46,1.507,99.9,1.5,,0.2124,0.1572
ITEX1U,3,CTL,30/12/10,04:19:47,7.268,97.5,6.9,,0.2124,0.1572
ITEX1U,3,CTL,30/12/10,05:19:48,7.041,82.5,4.3,,0.2124,0.1572
ITEX1U,3,CTL,30/12/10,06:19:49,9.903,81,6.8,,0.2124,0.1572
ITEX1U,3,CTL,30/12/10,07:19:50,13.954,61.1,6.6,,0.2109,0.1572
ITEX1U,3,CTL,30/12/10,08:19:51,16.939,52.7,7.2,,0.2109,0.1572
ITEX1U,3,CTL,30/12/10,09:19:52,17.391,49.7,6.8,,0.2109,0.1572
ITEX1U,3,CTL,30/12/10,10:19:53,19.484,47.4,8,,0.2116,0.1586
ITEX1U,3,CTL,30/12/10,11:19:54,20.936,46.4,9,,0.2116,0.1594
ITEX1U,3,CTL,30/12/10,12:19:55,21.533,44.2,8.8,,0.2124,0.1586
ITEX1U,3,CTL,30/12/10,13:19:56,21.413,44.7,8.9,,0.2116,0.1586
ITEX1U,3,CTL,30/12/10,14:19:57,21.891,46.4,9.9,,0.2124,0.1572
ITEX1U,3,CTL,30/12/10,15:19:58,21.724,47.1,10,,0.2116,0.1557
ITEX1U,3,CTL,30/12/10,16:19:59,22.776,44.1,9.9,,0.2109,0.1535
ITEX1U,3,CTL,30/12/10,17:20:00,22.393,44.4,9.7,,0.2095,0.1514
ITEX1U,3,CTL,30/12/10,18:20:01,20.507,44.7,8.1,,0.2087,0.1485
ITEX1U,3,CTL,30/12/10,19:20:02,16.344,46.6,4.9,,0.2073,0.1456
ITEX1U,3,CTL,30/12/10,20:20:03,12.268,59.3,4.6,,0.2058,0.1441
ITEX1U,3,CTL,30/12/10,21:20:04,8.866,72.9,4.3,,0.2051,0.1426
ITEX1U,3,CTL,30/12/10,22:20:05,6.484,84,4,,0.2044,0.1419
ITEX1U,3,CTL,30/12/10,23:20:06,7.745,85.6,5.5,,0.2044,0.1412
ITEX1U,3,CTL,31/12/10,00:20:07,8.841,78.3,5.3,,0.2037,0.1412
ITEX1U,3,CTL,31/12/10,01:20:08,10.932,66.5,4.9,,0.2029,0.1405
ITEX1U,3,CTL,31/12/10,02:20:09,8.245,75,4.1,,0.2029,0.1397
ITEX1U,3,CTL,31/12/10,03:20:10,9.682,72.9,5.1,,0.2022,0.1397
ITEX1U,3,CTL,31/12/10,04:20:11,11.346,59.5,3.8,,0.2015,0.1397
ITEX1U,3,CTL,31/12/10,05:20:12,11.637,63.1,4.9,,0.2015,0.1397
ITEX1U,3,CTL,31/12/10,06:20:13,12.871,65.7,6.6,,0.2015,0.1397
ITEX1U,3,CTL,31/12/10,07:20:14,16.249,51.9,6.4,,0.2008,0.1397
ITEX1U,3,CTL,31/12/10,08:20:15,19.151,45.1,7,,0.2008,0.1397
ITEX1U,3,CTL,31/12/10,09:20:16,20.936,43.6,8.1,,0.2008,0.1405
ITEX1U,3,CTL,31/12/10,10:20:17,22.178,42.6,8.9,,0.2008,0.1405
ITEX1U,3,CTL,31/12/10,11:20:18,24.002,42.9,10.6,,0.2015,0.1405
ITEX1U,3,CTL,31/12/10,12:20:19,25.089,44.1,12,,0.2015,0.1419
ITEX1U,3,CTL,31/12/10,13:20:20,25.453,43,12,,0.2015,0.1419
ITEX1U,3,CTL,31/12/10,14:20:21,25.38,43.1,11.9,,0.2015,0.1405
ITEX1U,3,CTL,31/12/10,15:20:22,25.089,44.3,12.1,,0.2008,0.139
ITEX1U,3,CTL,31/12/10,16:20:23,24.46,44.6,11.6,,0.2,0.1361
ITEX1U,3,CTL,31/12/10,17:20:24,24.388,43.5,11.2,,0.1978,0.1339
ITEX1U,3,CTL,31/12/10,18:20:25,23.304,42.3,9.8,,0.1971,0.131
ITEX1U,3,CTL,31/12/10,19:20:26,20.007,44.7,7.6,,0.1957,0.1281
ITEX1U,3,CTL,31/12/10,20:20:27,18.01,51.3,7.8,,0.1935,0.1267
ITEX1U,3,CTL,31/12/10,21:20:28,17.344,52.8,7.6,,0.1928,0.1259
ITEX1U,3,CTL,31/12/10,22:20:29,17.463,51,7.2,,0.192,0.1238
ITEX1U,3,CTL,31/12/10,23:20:30,17.249,48.9,6.4,,0.1913,0.1238
ITEX1U,3,CTL,01/01/11,00:20:31,18.176,47.4,6.8,,0.1906,0.123
ITEX1U,3,CTL,01/01/11,01:20:32,18.343,43.7,5.8,,0.1899,0.1238
ITEX1U,3,CTL,01/01/11,02:20:33,17.724,46.7,6.2,,0.1899,0.123
ITEX1U,3,CTL,01/01/11,03:20:34,17.439,49.2,6.7,,0.1899,0.123
ITEX1U,3,CTL,01/01/11,04:20:35,16.701,52.1,6.8,,0.1884,0.1223
ITEX1U,3,CTL,01/01/11,05:20:36,15.843,57.5,7.5,,0.1891,0.123
ITEX1U,3,CTL,01/01/11,06:20:37,16.344,55.7,7.5,,0.1884,0.1223
ITEX1U,3,CTL,01/01/11,07:20:38,17.534,54.4,8.2,,0.1884,0.123
ITEX1U,3,CTL,01/01/11,08:20:39,13.546,59.8,5.9,,0.1884,0.123
ITEX1U,3,CTL,01/01/11,09:20:40,18.509,63.4,11.4,,0.1884,0.1238
ITEX1U,3,CTL,01/01/11,10:20:41,19.436,57.5,10.8,,0.1877,0.1238
ITEX1U,3,CTL,01/01/11,11:20:42,18.033,77.3,14,,0.1884,0.1245
ITEX1U,3,CTL,01/01/11,12:20:43,22.753,59,14.3,,0.1877,0.1252
ITEX1U,3,CTL,01/01/11,13:20:44,24.05,54.1,14.2,,0.1877,0.1252
ITEX1U,3,CTL,01/01/11,14:20:45,25.501,46.7,13.3,,0.1884,0.1267
ITEX1U,3,CTL,01/01/11,15:20:46,24.557,48,12.8,,0.1877,0.1259
ITEX1U,3,CTL,01/01/11,16:20:47,24.074,53.8,14.2,,0.1877,0.1245
ITEX1U,3,CTL,01/01/11,17:20:48,20.913,58.6,12.5,,0.1862,0.123
ITEX1U,3,CTL,01/01/11,18:20:49,17.891,64.6,11.1,,0.1848,0.1209
ITEX1U,3,CTL,01/01/11,19:20:50,17.034,73,12.2,,0.184,0.1194
ITEX1U,3,CTL,01/01/11,20:20:51,16.272,72.1,11.3,,0.1833,0.1165
ITEX1U,3,CTL,01/01/11,21:20:52,15.819,68.3,10,,0.1819,0.1165
ITEX1U,3,CTL,01/01/11,22:20:53,14.745,74.2,10.2,,0.1811,0.1165
ITEX1U,3,CTL,01/01/11,23:20:54,12.703,85.3,10.3,,0.1811,0.1158
ITEX1U,3,CTL,02/01/11,00:20:55,12.34,67.3,6.5,,0.1804,0.115
ITEX1U,3,CTL,02/01/11,01:20:56,14.84,53.1,5.4,,0.1797,0.115
ITEX1U,3,CTL,02/01/11,02:20:57,13.401,61.2,6.1,,0.1797,0.115
ITEX1U,3,CTL,02/01/11,03:20:58,13.69,65.7,7.4,,0.1797,0.115
ITEX1U,3,CTL,02/01/11,04:20:59,12.751,74.6,8.4,,0.179,0.115
ITEX1U,3,CTL,02/01/11,05:21:00,11.904,78.7,8.3,,0.179,0.115
ITEX1U,3,CTL,02/01/11,06:21:01,11.88,73.7,7.3,,0.179,0.115
ITEX1U,3,CTL,02/01/11,07:21:02,15.103,65.5,8.7,,0.1782,0.115
ITEX1U,3,CTL,02/01/11,08:21:03,17.368,56,8.5,,0.1775,0.115
ITEX1U,3,CTL,02/01/11,09:21:04,19.127,53.5,9.5,,0.1775,0.1158
ITEX1U,3,CTL,02/01/11,10:21:05,19.77,42.2,6.6,,0.1782,0.1165
ITEX1U,3,CTL,02/01/11,11:21:06,22.106,40.4,8,,0.1775,0.118
ITEX1U,3,CTL,02/01/11,12:21:07,22.226,40.8,8.3,,0.1782,0.118
ITEX1U,3,CTL,02/01/11,13:21:08,23.256,40,8.9,,0.1775,0.1194
ITEX1U,3,CTL,02/01/11,14:21:09,23.93,38.4,8.9,,0.1782,0.1194
ITEX1U,3,CTL,02/01/11,15:21:10,23.881,37.4,8.5,,0.1775,0.1187
ITEX1U,3,CTL,02/01/11,16:21:11,22.657,37.5,7.4,,0.1761,0.1172
ITEX1U,3,CTL,02/01/11,17:21:12,22.154,39.5,7.8,,0.1753,0.1143
ITEX1U,3,CTL,02/01/11,18:21:13,16.558,71,11.3,,0.1739,0.1121
ITEX1U,3,CTL,02/01/11,19:21:14,11.029,86.4,8.9,,0.1732,0.11
ITEX1U,3,CTL,02/01/11,20:21:15,8.618,96.4,8.1,,0.171,0.1092
ITEX1U,3,CTL,02/01/11,21:21:16,8.145,98.3,7.9,,0.171,0.1078
ITEX1U,3,CTL,02/01/11,22:21:17,7.419,99.2,7.3,,0.1702,0.1078
ITEX1U,3,CTL,02/01/11,23:21:18,7.217,99.6,7.2,,0.1695,0.1071
ITEX1U,3,CTL,03/01/11,00:21:19,6.788,99.9,6.8,,0.1695,0.1063
ITEX1U,3,CTL,03/01/11,01:21:20,4.973,99.7,4.9,,0.1688,0.1063
ITEX1U,3,CTL,03/01/11,02:21:21,-1.327,98.8,-1.4,,0.1681,0.1049
ITEX1U,3,CTL,03/01/11,03:21:22,-2.159,100,-2.1,,0.1681,0.1049
ITEX1U,3,CTL,03/01/11,04:21:23,-3.449,100,-3.4,,0.1681,0.1049
ITEX1U,3,CTL,03/01/11,05:21:24,-4.559,99.9,-4.5,,0.1673,0.1049
ITEX1U,3,CTL,03/01/11,06:21:25,-2.015,99.9,-2,,0.1673,0.1056
ITEX1U,3,CTL,03/01/11,07:21:26,4.921,100,4.9,,0.1673,0.1056
ITEX1U,3,CTL,03/01/11,08:21:27,10.736,98.7,10.6,,0.1659,0.1063
ITEX1U,3,CTL,03/01/11,09:21:28,13.088,95,12.3,,0.1659,0.1071
ITEX1U,3,CTL,03/01/11,10:21:29,19.698,80,16.2,,0.1659,0.1092
ITEX1U,3,CTL,03/01/11,11:21:30,20.531,70,14.9,,0.1666,0.11
ITEX1U,3,CTL,03/01/11,12:21:31,17.13,67.9,11.2,,0.1666,0.1114
ITEX1U,3,CTL,03/01/11,13:21:32,17.605,72.8,12.7,,0.1666,0.1107
ITEX1U,3,CTL,03/01/11,14:21:33,15.031,71.9,10,,0.1659,0.1114
ITEX1U,3,CTL,03/01/11,15:21:34,19.579,73.9,14.8,,0.1659,0.1092
ITEX1U,3,CTL,03/01/11,16:21:35,14.457,72.9,9.7,,0.1652,0.1092
ITEX1U,3,CTL,03/01/11,17:21:36,12.074,79.6,8.7,,0.1644,0.1078
ITEX1U,3,CTL,03/01/11,18:21:37,12.364,83,9.6,,0.163,0.1063
ITEX1U,3,CTL,03/01/11,19:21:38,9.632,87.6,7.7,,0.1623,0.1049
ITEX1U,3,CTL,03/01/11,20:21:39,7.569,93.7,6.6,,0.1623,0.1042
ITEX1U,3,CTL,03/01/11,21:21:40,6.026,95.5,5.4,,0.1615,0.1027
ITEX1U,3,CTL,03/01/11,22:21:41,5.076,97.3,4.7,,0.1608,0.102
ITEX1U,3,CTL,03/01/11,23:21:42,3.301,98.3,3.1,,0.1601,0.102
ITEX1U,3,CTL,04/01/11,00:21:43,-0.535,99.3,-0.6,,0.1601,0.1012
ITEX1U,3,CTL,04/01/11,01:21:44,-1.498,99.5,-1.5,,0.1594,0.1005
ITEX1U,3,CTL,04/01/11,02:21:45,-0.004,99.8,0,,0.1594,0.1012
ITEX1U,3,CTL,04/01/11,03:21:46,-3.182,99.6,-3.2,,0.1586,0.1005
ITEX1U,3,CTL,04/01/11,04:21:47,-2.888,100,-2.8,,0.1586,0.1012
ITEX1U,3,CTL,04/01/11,05:21:48,-2.13,100,-2.1,,0.1572,0.1012
ITEX1U,3,CTL,04/01/11,06:21:49,7.594,100,7.6,,0.1579,0.102
ITEX1U,3,CTL,04/01/11,07:21:50,8.593,100,8.6,,0.1579,0.1027
ITEX1U,3,CTL,04/01/11,08:21:51,10.075,97.4,9.7,,0.1572,0.1027
ITEX1U,3,CTL,04/01/11,09:21:52,15.008,84.7,12.5,,0.1586,0.1042
ITEX1U,3,CTL,04/01/11,10:21:53,17.677,71.6,12.5,,0.1572,0.1049
ITEX1U,3,CTL,04/01/11,11:21:54,19.341,60.7,11.6,,0.1586,0.1049
ITEX1U,3,CTL,04/01/11,12:21:55,20.507,56.4,11.6,,0.1579,0.1078
ITEX1U,3,CTL,04/01/11,13:21:56,21.628,55.1,12.2,,0.1594,0.1085
ITEX1U,3,CTL,04/01/11,14:21:57,22.753,53.5,12.8,,0.1586,0.1092
ITEX1U,3,CTL,04/01/11,15:21:58,22.657,50.9,12,,0.1586,0.1085
ITEX1U,3,CTL,04/01/11,16:21:59,21.175,50.4,10.5,,0.1579,0.1078
ITEX1U,3,CTL,04/01/11,17:22:00,20.913,48.4,9.6,,0.155,0.1049
ITEX1U,3,CTL,04/01/11,18:22:01,15.342,53.3,5.9,,0.155,0.102
ITEX1U,3,CTL,04/01/11,19:22:02,13.401,66.6,7.3,,0.1535,0.0991
ITEX1U,3,CTL,04/01/11,20:22:03,10.907,76.3,6.9,,0.1514,0.0976
ITEX1U,3,CTL,04/01/11,21:22:04,7.544,84.5,5.1,,0.1506,0.0969
ITEX1U,3,CTL,04/01/11,22:22:05,3.248,93.7,2.3,,0.1499,0.0962
ITEX1U,3,CTL,04/01/11,23:22:06,4.402,98.4,4.2,,0.1492,0.0954
ITEX1U,3,CTL,05/01/11,00:22:07,2.823,99,2.7,,0.1485,0.0947
ITEX1U,3,CTL,05/01/11,01:22:08,3.617,99.4,3.5,,0.1485,0.0947
ITEX1U,3,CTL,05/01/11,02:22:09,7.72,96.1,7.1,,0.1485,0.0954
ITEX1U,3,CTL,05/01/11,03:22:10,8.916,83.4,6.3,,0.1485,0.0954
ITEX1U,3,CTL,05/01/11,04:22:11,9.213,79.5,5.9,,0.1477,0.0962
ITEX1U,3,CTL,05/01/11,05:22:12,8.295,83.1,5.6,,0.147,0.0954
ITEX1U,3,CTL,05/01/11,06:22:13,9.04,86.4,6.9,,0.1477,0.0954
ITEX1U,3,CTL,05/01/11,07:22:14,10.149,88.1,8.3,,0.147,0.0962
ITEX1U,3,CTL,05/01/11,08:22:15,11.759,86.3,9.6,,0.147,0.0962
ITEX1U,3,CTL,05/01/11,09:22:16,13.738,81.4,10.6,,0.147,0.0976
ITEX1U,3,CTL,05/01/11,10:22:17,20.031,72.5,15,,0.1477,0.0991
ITEX1U,3,CTL,05/01/11,11:22:18,19.508,59.1,11.3,,0.1485,0.0998
ITEX1U,3,CTL,05/01/11,12:22:19,23.4,59.6,15.1,,0.1477,0.0991
ITEX1U,3,CTL,05/01/11,13:22:20,20.936,51.1,10.5,,0.1477,0.0998
ITEX1U,3,CTL,05/01/11,14:22:21,13.161,78.8,9.6,,0.1463,0.0991
ITEX1U,3,CTL,05/01/11,15:22:22,13.762,85.6,11.4,,0.1456,0.0976
ITEX1U,3,CTL,05/01/11,16:22:23,16.177,83,13.3,,0.1448,0.0969
ITEX1U,3,CTL,05/01/11,17:22:24,16.106,70.1,10.7,,0.1456,0.0983
ITEX1U,3,CTL,05/01/11,18:22:25,14.721,72.1,9.8,,0.1441,0.0969
ITEX1U,3,CTL,05/01/11,19:22:26,10.418,77.3,6.6,,0.1434,0.0962
ITEX1U,3,CTL,05/01/11,20:22:27,7.594,89.9,6.1,,0.1434,0.0947
ITEX1U,3,CTL,05/01/11,21:22:28,8.295,96.3,7.7,,0.1426,0.0947
ITEX1U,3,CTL,05/01/11,22:22:29,7.645,97.8,7.3,,0.1426,0.0947
ITEX1U,3,CTL,05/01/11,23:22:30,7.167,98.5,7,,0.1419,0.0947
ITEX1U,3,CTL,06/01/11,00:22:31,6.737,98.4,6.5,,0.1419,0.0947
ITEX1U,3,CTL,06/01/11,01:22:32,6.204,98.3,6,,0.1419,0.094
ITEX1U,3,CTL,06/01/11,02:22:33,5.102,99,5,,0.1412,0.094
ITEX1U,3,CTL,06/01/11,03:22:34,3.063,99.7,3,,0.1412,0.094
ITEX1U,3,CTL,06/01/11,04:22:35,4.194,100,4.2,,0.1412,0.094
ITEX1U,3,CTL,06/01/11,05:22:36,0.163,98.9,0,,0.1412,0.094
ITEX1U,3,CTL,06/01/11,06:22:37,3.722,100,3.7,,0.1412,0.094
ITEX1U,3,CTL,06/01/11,07:22:38,11.175,94.7,10.4,,0.1412,0.0947
ITEX1U,3,CTL,06/01/11,08:22:39,15.461,77.4,11.5,,0.1397,0.0954
ITEX1U,3,CTL,06/01/11,09:22:40,18.152,67.3,12,,0.1405,0.0962
ITEX1U,3,CTL,06/01/11,10:22:41,19.746,62.4,12.4,,0.1405,0.0983
ITEX1U,3,CTL,06/01/11,11:22:42,21.008,60.3,13,,0.1405,0.0991
ITEX1U,3,CTL,06/01/11,12:22:43,22.178,58.1,13.6,,0.1412,0.0998
ITEX1U,3,CTL,06/01/11,13:22:44,23.521,52.5,13.3,,0.1419,0.1012
ITEX1U,3,CTL,06/01/11,14:22:45,24.195,48.2,12.6,,0.1419,0.1012
ITEX1U,3,CTL,06/01/11,15:22:46,24.944,47.3,13,,0.1405,0.1012
ITEX1U,3,CTL,06/01/11,16:22:47,23.521,47,11.6,,0.1397,0.0991
ITEX1U,3,CTL,06/01/11,17:22:48,23.569,48.8,12.2,,0.139,0.0983
ITEX1U,3,CTL,06/01/11,18:22:49,20.722,50.8,10.2,,0.1376,0.0962
ITEX1U,3,CTL,06/01/11,19:22:50,15.151,55,6.2,,0.1368,0.094
ITEX1U,3,CTL,06/01/11,20:22:51,11.102,69.1,5.7,,0.1354,0.0911
ITEX1U,3,CTL,06/01/11,21:22:52,7.995,84.2,5.5,,0.1339,0.0896
ITEX1U,3,CTL,06/01/11,22:22:53,6.839,90.6,5.4,,0.1339,0.0896
ITEX1U,3,CTL,06/01/11,23:22:54,4.246,94,3.4,,0.1332,0.0889
ITEX1U,3,CTL,07/01/11,00:22:55,9.805,87.8,7.9,,0.1332,0.0889
ITEX1U,3,CTL,07/01/11,01:22:56,10.492,77.4,6.7,,0.1325,0.0889
ITEX1U,3,CTL,07/01/11,02:22:57,11.2,76.4,7.2,,0.1318,0.0889
ITEX1U,3,CTL,07/01/11,03:22:58,10.418,79.8,7.1,,0.1318,0.0889
ITEX1U,3,CTL,07/01/11,04:22:59,9.558,87,7.5,,0.1318,0.0896
ITEX1U,3,CTL,07/01/11,05:23:00,9.509,91.6,8.2,,0.1318,0.0896
ITEX1U,3,CTL,07/01/11,06:23:01,10.541,87.5,8.6,,0.131,0.0889
ITEX1U,3,CTL,07/01/11,07:23:02,13.425,81.3,10.3,,0.131,0.0896
ITEX1U,3,CTL,07/01/11,08:23:03,17.13,71.8,12,,0.131,0.0904
ITEX1U,3,CTL,07/01/11,09:23:04,19.698,67.7,13.6,,0.131,0.0918
ITEX1U,3,CTL,07/01/11,10:23:05,19.817,68.6,13.9,,0.131,0.0933
ITEX1U,3,CTL,07/01/11,11:23:06,22.8,64.4,15.8,,0.131,0.094
ITEX1U,3,CTL,07/01/11,12:23:07,19.246,64.3,12.4,,0.131,0.0947
ITEX1U,3,CTL,07/01/11,13:23:08,21.581,63.2,14.3,,0.1303,0.094
ITEX1U,3,CTL,07/01/11,14:23:09,23.016,57.9,14.3,,0.1303,0.0954
ITEX1U,3,CTL,07/01/11,15:23:10,22.585,59.8,14.4,,0.1303,0.094
ITEX1U,3,CTL,07/01/11,16:23:11,20.007,65.2,13.3,,0.1303,0.0925
ITEX1U,3,CTL,07/01/11,17:23:12,22.609,54.9,13.1,,0.1288,0.0925
ITEX1U,3,CTL,07/01/11,18:23:13,21.342,48.7,10.1,,0.1281,0.0918
ITEX1U,3,CTL,07/01/11,19:23:14,14.936,57.3,6.6,,0.1274,0.0904
ITEX1U,3,CTL,07/01/11,20:23:15,10.59,81.8,7.6,,0.1267,0.0889
