Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)",,,"Temp, ÁC (SEN S/N: 2279300)","Temp, ÁC (SEN S/N: 684639)","Temp, ÁC (SEN S/N: 684638)",,,"PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
01/04/09,15:00:00,0,,,16.296,25.21,17.796,48.785,,1726.2,2.66,6.47,,0.159
01/04/09,16:00:00,0,,,16.892,24.05,17.296,50.107,,1421.2,3.05,6.09,,0.1594
01/04/09,17:00:00,0,,,16.582,21.676,17.034,50.107,,1068.7,2.66,6.09,,0.159
01/04/09,18:00:00,0,,,15.438,18.533,16.249,60.791,,543.7,1.9,4.57,,0.159
01/04/09,19:00:00,0,,,14.29,15.103,14.601,69.611,,163.7,1.14,3.05,,0.159
01/04/09,20:00:00,0,,,13.209,12.316,12.461,82.032,,1.2,1.14,2.28,,0.159
01/04/09,21:00:00,0,,,12.268,10.687,10.81,85.525,,1.2,0.76,2.66,,0.159
01/04/09,22:00:00,0,,,11.443,9.336,10.1,87.63,,1.2,0.38,1.52,,0.159
01/04/09,23:00:00,0,,,10.736,8.419,9.731,89.741,,1.2,0.76,1.9,,0.159
02/04/09,00:00:00,0,,,10.198,7.72,9.015,101.832,,1.2,0.76,1.9,,0.159
02/04/09,01:00:00,0,,,9.756,7.242,7.594,93.984,,1.2,1.52,2.66,,0.159
02/04/09,02:00:00,0,,,9.361,6.763,8.593,92.567,,1.2,1.14,3.05,,0.159
02/04/09,03:00:00,0,,,9.04,6.408,8.866,96.116,,1.2,0.76,2.28,,0.159
02/04/09,04:00:00,0,,,8.693,5.745,8.419,98.968,,1.2,0.38,3.43,,0.159
02/04/09,05:00:00,0,,,8.394,5.616,8.767,95.405,,1.2,0.38,4.19,,0.159
02/04/09,06:00:00,0,,,8.17,5.411,8.319,97.54,,1.2,0.38,2.28,,0.1586
02/04/09,07:00:00,0,,,7.945,5.024,8.369,86.928,,1.2,0,1.9,,0.1586
02/04/09,08:00:00,0,,,7.695,4.895,9.114,83.427,,41.2,0.38,1.9,,0.1586
02/04/09,09:00:00,0,,,7.67,7.92,11.953,68.246,,418.7,0,0,,0.1582
02/04/09,10:00:00,0,,,8.693,13.016,14.721,58.102,,863.7,0.38,2.28,,0.1573
02/04/09,11:00:00,0,,,10.516,16.82,15.843,56.093,,1256.2,0.76,3.81,,0.1569
02/04/09,12:00:00,0,,,12.461,20.579,16.582,60.791,,1596.2,1.52,5.33,,0.156
02/04/09,13:00:00,0,,,14.481,23.761,16.773,52.76,,1691.2,3.05,6.47,,0.1556
02/04/09,14:00:00,0,,,16.034,25.72,17.177,54.091,,1786.2,1.9,6.47,,0.1548
02/04/09,15:00:00,0,,,17.368,27.014,17.629,54.091,,1683.7,1.9,6.09,,0.1548
02/04/09,16:00:00,0,,,18.081,26.549,17.986,53.425,,1561.2,2.66,7.99,,0.1548
02/04/09,17:00:00,0,,,18.01,24.847,18.01,57.432,,1233.7,3.05,6.09,,0.1543
02/04/09,18:00:00,0,,,17.058,22.058,17.272,63.491,,538.7,2.28,4.57,,0.1543
02/04/09,19:00:00,0,,,16.058,17.653,15.485,78.558,,181.2,1.9,3.81,,0.1543
02/04/09,20:00:00,0,,,14.721,13.834,11.492,80.64,,1.2,1.14,2.28,,0.1548
02/04/09,21:00:00,0,,,13.497,11.929,11.443,86.226,,1.2,1.14,1.9,,0.1548
02/04/09,22:00:00,0,,,12.606,10.81,10.858,75.792,,1.2,1.52,2.66,,0.1548
02/04/09,23:00:00,0,,,11.953,10.271,12.703,77.865,,1.2,2.28,4.19,,0.1548
03/04/09,00:00:00,0,,,11.565,10.418,13.161,84.825,,1.2,3.05,5.71,,0.1543
03/04/09,01:00:00,0,,,11.467,11.127,13.377,93.275,,1.2,4.57,8.38,,0.1543
03/04/09,02:00:00,0,,,11.589,11.856,12.896,98.254,,1.2,4.19,6.85,,0.1543
03/04/09,03:00:00,0,,,11.734,11.953,12.582,101.115,,1.2,4.95,9.52,,0.1539
03/04/09,04:00:00,0,,,11.759,12.05,12.316,104.709,,1.2,4.95,7.61,,0.1539
03/04/09,05:00:00,0,,,11.807,12.147,12.025,106.874,,1.2,4.95,11.42,,0.1539
03/04/09,06:00:00,0,,,11.832,12.171,11.734,109.771,,1.2,4.95,7.99,,0.1539
03/04/09,07:00:00,0,,,11.832,12.147,11.492,110.497,,1.2,4.95,7.99,,0.1535
03/04/09,08:00:00,5.08,,,11.832,12.05,11.346,112.68,,8.7,4.57,7.99,,0.2188
03/04/09,09:00:00,1.52,,,11.832,11.856,11.346,111.951,,43.7,4.95,8.38,,0.2383
03/04/09,10:00:00,1.78,,,11.88,12.025,11.321,112.68,,81.2,5.33,9.14,,0.254
03/04/09,11:00:00,1.02,,,11.953,12.292,11.321,112.68,,123.7,5.33,8.38,,0.2595
03/04/09,12:00:00,2.29,,,12.05,12.534,11.2,112.68,,148.7,5.33,8.76,,0.2765
03/04/09,13:00:00,0.51,,,12.122,12.558,11.273,112.68,,131.2,4.95,8.76,,0.2672
03/04/09,14:00:00,0.25,,,12.195,12.751,11.443,112.68,,148.7,6.09,9.14,,0.2578
03/04/09,15:00:00,0,,,12.268,12.799,11.637,111.951,,118.7,5.33,11.8,,0.2489
03/04/09,16:00:00,13.21,,,12.292,12.437,11.394,110.497,,58.7,4.95,15.99,,0.3109
03/04/09,17:00:00,1.78,,,11.929,10.858,10.149,111.224,,26.2,3.81,10.66,,0.2926
03/04/09,18:00:00,4.06,,,11.662,11.297,11.2,103.988,,121.2,6.47,12.18,,0.2897
03/04/09,19:00:00,0.51,,,11.71,11.419,11.734,106.874,,48.7,7.23,12.18,,0.2765
03/04/09,20:00:00,0,,,11.589,11.175,11.807,104.709,,1.2,6.47,13.32,,0.2685
03/04/09,21:00:00,0.25,,,11.467,10.956,11.637,106.151,,1.2,6.09,13.7,,0.2642
03/04/09,22:00:00,2.03,,,11.321,10.369,10.98,101.115,,1.2,4.95,10.66,,0.2761
03/04/09,23:00:00,0,,,11.127,9.829,10.026,100.399,,1.2,3.43,6.47,,0.2697
04/04/09,00:00:00,0,,,10.614,8.17,8.543,114.869,,1.2,2.28,6.09,,0.2646
04/04/09,01:00:00,0,,,10.1,7.92,6.433,114.869,,1.2,0.76,4.19,,0.2608
04/04/09,02:00:00,0,,,9.952,7.97,5.437,114.869,,1.2,0.38,3.05,,0.2578
04/04/09,03:00:00,0,,,9.731,6.914,3.248,115.6,,1.2,0.38,3.05,,0.2553
04/04/09,04:00:00,0,,,9.114,5.282,2.074,114.138,,1.2,1.14,3.81,,0.2528
04/04/09,05:00:00,0,,,8.444,3.854,1.317,110.497,,1.2,1.14,5.33,,0.2506
04/04/09,06:00:00,0,,,7.945,3.116,1.017,113.409,,1.2,2.28,5.71,,0.2485
04/04/09,07:00:00,1.27,,,6.737,2.37,0.77,116.332,,1.2,3.81,9.52,,0.2468
04/04/09,08:00:00,0,,,0.107,0.135,0.412,115.6,,13.7,1.14,4.57,,0.2447
04/04/09,09:00:00,0,,,0.384,0.384,0.384,105.43,,78.7,1.14,4.57,,0.2434
04/04/09,10:00:00,0,,,7.569,6.56,4.402,98.968,,116.2,1.14,5.33,,0.2422
04/04/09,11:00:00,0,,,13.546,11.2,7.645,85.525,,148.7,1.14,4.19,,0.2405
04/04/09,12:00:00,0,,,18.081,14.385,10.687,72.351,,146.2,0.76,4.19,,0.2388
04/04/09,13:00:00,0,,,23.256,18.01,14.074,63.491,,156.2,0.38,3.05,,0.2371
04/04/09,14:00:00,0,,,24.653,18.747,16.129,66.884,,163.7,0,2.66,,0.2354
04/04/09,15:00:00,0,,,22.058,16.225,13.642,82.729,,188.7,0.76,3.43,,0.2345
04/04/09,16:00:00,0,,,13.185,11.273,9.238,86.226,,266.2,0.76,3.05,,0.2332
04/04/09,17:00:00,0,,,11.346,10.051,8.22,86.928,,223.7,0.76,2.66,,0.2324
04/04/09,18:00:00,0,,,9.657,8.717,7.619,93.275,,138.7,0.76,2.28,,0.232
04/04/09,19:00:00,0,,,5.975,5.847,5.668,96.828,,36.2,0.38,2.28,,0.2311
04/04/09,20:00:00,0,,,2.53,3.036,4.141,107.597,,1.2,0,1.52,,0.2307
04/04/09,21:00:00,0,,,-3.301,-1.9,-0.116,112.68,,1.2,0,0,,0.2303
04/04/09,22:00:00,0,,,-2.947,-1.814,-0.817,114.869,,1.2,0,0,,0.2294
04/04/09,23:00:00,0,,,-4.348,-2.742,-1.242,112.68,,1.2,0,0,,0.229
05/04/09,00:00:00,0,,,-3.598,-2.363,-0.676,91.859,,1.2,0,0,,0.2286
05/04/09,01:00:00,0,,,-1.986,-1.185,1.453,87.63,,1.2,0,0,,0.2282
05/04/09,02:00:00,0,,,-1.356,-0.143,2.396,89.037,,1.2,0,1.14,,0.2277
05/04/09,03:00:00,0,,,-1.1,0.742,2.396,96.116,,1.2,0,2.66,,0.2269
05/04/09,04:00:00,0,,,0.55,1.913,3.327,101.115,,1.2,0.38,3.81,,0.2265
05/04/09,05:00:00,0,,,1.534,2.423,3.643,101.832,,1.2,0.76,3.43,,0.226
05/04/09,06:00:00,0,,,1.398,2.209,3.354,109.045,,1.2,0.38,3.05,,0.2256
05/04/09,07:00:00,0,,,0.632,1.344,2.503,109.771,,1.2,0.38,3.43,,0.2252
05/04/09,08:00:00,0,,,1.262,1.697,2.557,112.68,,21.2,1.9,4.57,,0.2248
05/04/09,09:00:00,0,,,2.93,3.749,3.958,87.63,,88.7,1.14,3.81,,0.2243
05/04/09,10:00:00,0,,,10.81,11.37,7.995,83.427,,131.2,1.52,3.81,,0.2235
05/04/09,11:00:00,0,,,15.485,14.361,9.854,74.413,,151.2,1.9,4.57,,0.2226
05/04/09,12:00:00,0,,,17.605,15.652,11.589,72.351,,161.2,2.28,4.57,,0.2218
05/04/09,13:00:00,0,,,21.604,17.677,12.799,70.295,,171.2,1.14,4.57,,0.2209
05/04/09,14:00:00,0,,,19.912,16.296,13.329,67.565,,201.2,1.9,4.19,,0.2201
05/04/09,15:00:00,0,,,18.295,14.84,13.233,67.565,,201.2,2.28,5.33,,0.2192
05/04/09,16:00:00,0,,,17.677,14.385,13.281,68.929,,356.2,2.28,4.95,,0.2192
05/04/09,17:00:00,0,,,15.891,13.906,11.88,84.126,,606.2,1.9,4.19,,0.2192
05/04/09,18:00:00,0,,,9.928,9.485,8.295,97.54,,381.2,1.52,3.81,,0.2188
05/04/09,19:00:00,0,,,5.488,5.514,5.642,96.828,,36.2,0.76,3.05,,0.2184
05/04/09,20:00:00,0,,,1.017,1.507,2.983,111.224,,1.2,0.38,2.66,,0.2184
05/04/09,21:00:00,0,,,-2.654,-1.441,-0.06,112.68,,1.2,0,0,,0.2184
05/04/09,22:00:00,0,,,0.356,0.66,1.507,110.497,,1.2,0,1.52,,0.2184
05/04/09,23:00:00,0,,,2.45,2.744,3.009,111.951,,1.2,0,1.9,,0.218
06/04/09,00:00:00,0,,,2.316,2.557,2.877,111.951,,1.2,0,1.14,,0.2175
06/04/09,01:00:00,0,,,-0.535,-0.06,0.852,111.951,,1.2,0,2.28,,0.2175
06/04/09,02:00:00,0,,,-4.046,-2.888,-1.871,114.869,,1.2,0,0,,0.2175
06/04/09,03:00:00,0,,,-4.743,-3.36,-2.015,115.6,,1.2,0,0,,0.2171
06/04/09,04:00:00,0,,,0.163,0.495,0.632,116.332,,1.2,0,1.9,,0.2171
06/04/09,05:00:00,0,,,0.77,0.797,0.934,116.332,,1.2,0.38,2.66,,0.2167
06/04/09,06:00:00,0,,,-0.423,-0.395,-0.06,117.065,,1.2,0,2.66,,0.2163
06/04/09,07:00:00,0,,,-0.535,-0.817,-0.648,117.065,,1.2,0.38,3.05,,0.2163
06/04/09,08:00:00,0,,,-0.902,-1.185,-1.213,113.409,,11.2,0,3.05,,0.2159
06/04/09,09:00:00,0,,,0.163,0.66,1.344,96.116,,81.2,0,1.52,,0.2154
06/04/09,10:00:00,0,,,5.308,7.594,4.844,75.792,,116.2,0,2.66,,0.215
06/04/09,11:00:00,0,,,13.088,12.992,8.618,60.117,,151.2,0,3.05,,0.2146
06/04/09,12:00:00,0,,,18.913,15.151,10.687,51.432,,161.2,0.38,3.43,,0.2137
06/04/09,13:00:00,0,,,22.298,17.463,15.199,40.915,,166.2,0,2.28,,0.2129
06/04/09,14:00:00,0,,,25.234,18.414,15.724,50.769,,166.2,0,2.66,,0.212
06/04/09,15:00:00,0,,,22.729,16.225,13.594,52.76,,171.2,0.38,3.05,,0.212
06/04/09,16:00:00,0,,,20.674,14.314,11.54,58.773,,323.7,1.14,3.81,,0.212
06/04/09,17:00:00,0,,,18.747,14.17,9.829,68.929,,568.7,1.14,3.43,,0.212
06/04/09,18:00:00,0,,,13.401,11.346,6.99,84.126,,651.2,1.52,3.43,,0.2116
06/04/09,19:00:00,0,,,3.564,4.22,2.93,101.832,,316.2,0.76,2.66,,0.212
06/04/09,20:00:00,0,,,-2.537,-1.356,-0.311,103.988,,1.2,0,2.66,,0.2116
06/04/09,21:00:00,0,,,-2.683,-1.871,-0.902,110.497,,1.2,0.38,3.43,,0.2116
06/04/09,22:00:00,0,,,-1.185,-0.958,-0.479,114.138,,1.2,0.38,3.05,,0.2116
06/04/09,23:00:00,0,,,-2.566,-2.102,-1.327,111.951,,1.2,0,2.66,,0.2116
07/04/09,00:00:00,0,,,-4.106,-3.212,-1.785,114.138,,1.2,0,1.14,,0.2116
07/04/09,01:00:00,0,,,-5.542,-4.408,-2.888,112.68,,1.2,0,0.38,,0.2116
07/04/09,02:00:00,0,,,-4.318,-3.568,-2.508,106.151,,1.2,0,0,,0.2112
07/04/09,03:00:00,0,,,-4.318,-3.598,-1.699,105.43,,1.2,0,0,,0.2112
07/04/09,04:00:00,0,,,-4.106,-3.538,-1.9,102.55,,1.2,0,0,,0.2112
07/04/09,05:00:00,0,,,-2.537,-2.218,-0.817,102.55,,1.2,0,0,,0.2112
07/04/09,06:00:00,0,,,-3.124,-2.683,-0.873,107.597,,1.2,0,0,,0.2108
07/04/09,07:00:00,0,,,-3.449,-2.859,-1.47,109.045,,1.2,0,0,,0.2108
07/04/09,08:00:00,0,,,-2.102,-1.814,-1.015,114.138,,11.2,0,0,,0.2103
07/04/09,09:00:00,0,,,0.962,0.687,0.163,98.968,,93.7,0,3.43,,0.2103
07/04/09,10:00:00,0,,,7.845,8.767,5.591,77.173,,141.2,0.38,4.19,,0.2095
07/04/09,11:00:00,0,,,15.652,13.594,9.435,69.611,,161.2,1.14,4.19,,0.2091
07/04/09,12:00:00,0,,,18.105,15.557,11.783,62.815,,178.7,1.14,5.33,,0.2082
07/04/09,13:00:00,0,,,18.414,15.819,12.534,62.815,,196.2,1.14,6.09,,0.2078
07/04/09,14:00:00,0,,,22.489,17.677,14.026,60.117,,223.7,0.76,4.57,,0.2074
07/04/09,15:00:00,0,,,23.04,17.796,14.433,62.14,,266.2,0.38,3.81,,0.2065
07/04/09,16:00:00,0,,,20.841,16.606,13.016,73.038,,428.7,0.38,4.57,,0.2065
07/04/09,17:00:00,0,,,15.581,13.353,9.977,86.928,,511.2,0.76,3.43,,0.2065
07/04/09,18:00:00,0,,,9.731,8.767,6.712,100.399,,356.2,1.14,4.19,,0.2061
07/04/09,19:00:00,0,,,3.036,3.274,3.538,111.951,,116.2,0.38,3.05,,0.2065
07/04/09,20:00:00,0,,,0.632,1.126,1.751,113.409,,1.2,0.38,3.05,,0.2065
07/04/09,21:00:00,0,,,-1.47,-0.62,0.467,114.869,,1.2,0,2.28,,0.2065
07/04/09,22:00:00,0,,,-1.299,-0.479,0.301,114.869,,1.2,0.38,2.66,,0.2065
07/04/09,23:00:00,0,,,-2.859,-1.814,-0.451,111.224,,1.2,0,1.14,,0.2065
08/04/09,00:00:00,0,,,-4.469,-3.124,-1.699,101.115,,1.2,0,1.14,,0.2065
08/04/09,01:00:00,0,,,-3.006,-2.015,-0.032,89.037,,1.2,0,1.52,,0.2065
08/04/09,02:00:00,0,,,-2.976,-1.871,0.907,98.968,,1.2,0,1.9,,0.2061
08/04/09,03:00:00,0,,,-5.48,-3.986,-1.242,105.43,,1.2,0,0,,0.2061
08/04/09,04:00:00,0,,,-6.325,-4.865,-2.479,106.151,,1.2,0,0,,0.2065
08/04/09,05:00:00,0,,,-6.483,-4.773,-2.45,106.874,,1.2,0,0,,0.2061
08/04/09,06:00:00,0,,,-5.916,-4.53,-2.247,110.497,,1.2,0,0,,0.2061
08/04/09,07:00:00,0,,,-6.706,-4.957,-2.044,108.321,,1.2,0,0,,0.2061
08/04/09,08:00:00,0,,,-6.136,-4.439,-1.9,99.683,,18.7,0,0,,0.2061
08/04/09,09:00:00,0,,,-0.732,1.071,5.668,66.884,,93.7,0,0,,0.2057
08/04/09,10:00:00,0,,,14.505,16.463,15.031,45.493,,131.2,0,0,,0.2048
08/04/09,11:00:00,0,,,25.355,23.184,20.246,40.915,,151.2,0,3.05,,0.2044
08/04/09,12:00:00,0,,,28.518,24.412,21.748,47.466,,161.2,0,1.9,,0.2036
08/04/09,13:00:00,0.76,,,29.49,27.038,19.175,52.096,,168.7,0.38,3.05,,0.2027
08/04/09,14:00:00,0,,,31.23,28.617,18.961,50.769,,208.7,0.38,2.66,,0.2019
08/04/09,15:00:00,0,,,31.306,26.671,18.699,57.432,,318.7,0.76,2.66,,0.2014
08/04/09,16:00:00,0,,,25.355,22.034,15.891,44.837,,463.7,0.38,2.66,,0.2014
08/04/09,17:00:00,0,,,23.857,22.13,17.796,68.929,,678.7,0.38,2.28,,0.201
08/04/09,18:00:00,0,,,15.055,14.984,13.353,76.482,,301.2,0.38,3.43,,0.2014
08/04/09,19:00:00,0,,,8.27,8.593,9.114,88.333,,96.2,0.38,1.9,,0.2014
08/04/09,20:00:00,0,,,2.074,3.116,4.869,109.771,,1.2,0,1.14,,0.2014
08/04/09,21:00:00,0,,,-1.441,-0.451,0.715,114.138,,1.2,0,0,,0.2014
08/04/09,22:00:00,0,,,-2.247,-0.76,0.439,114.869,,1.2,0,0,,0.2014
08/04/09,23:00:00,0,,,-2.305,-0.817,0.495,114.869,,1.2,0,0,,0.2014
09/04/09,00:00:00,0,,,-2.537,-0.986,0.715,114.869,,1.2,0,0,,0.2019
09/04/09,01:00:00,0,,,-2.102,-0.535,0.907,114.869,,1.2,0,0,,0.2014
09/04/09,02:00:00,0,,,-2.305,-0.902,0.55,113.409,,1.2,0,0,,0.2019
09/04/09,03:00:00,0,,,-1.699,-0.311,1.044,113.409,,1.2,0,0,,0.2019
09/04/09,04:00:00,0,,,-1.071,0.051,1.289,108.321,,1.2,0,0,,0.2019
09/04/09,05:00:00,0,,,-0.004,1.344,2.903,102.55,,1.2,0,1.14,,0.2014
09/04/09,06:00:00,0,,,1.697,2.77,4.532,102.55,,1.2,0,1.9,,0.2014
09/04/09,07:00:00,0,,,1.561,2.717,4.428,103.269,,1.2,0,1.14,,0.2014
09/04/09,08:00:00,0,,,1.18,2.236,3.88,90.447,,16.2,0,1.52,,0.201
09/04/09,09:00:00,0,,,4.999,10.026,7.116,77.173,,93.7,0,1.9,,0.2006
09/04/09,10:00:00,0,,,10.198,17.843,10.858,66.884,,138.7,0.38,2.66,,0.2002
09/04/09,11:00:00,0,,,17.962,21.461,13.233,60.791,,158.7,0.38,2.66,,0.1997
09/04/09,12:00:00,1.02,,,22.417,22.896,14.433,59.445,,238.7,0.76,6.85,,0.1989
09/04/09,13:00:00,0,,,22.824,24.195,15.772,58.102,,168.7,0,1.14,,0.1985
09/04/09,14:00:00,0,,,24.774,26.5,16.773,56.093,,171.2,0,1.14,,0.1976
09/04/09,15:00:00,0,,,23.809,24.46,16.129,54.758,,173.7,0,1.14,,0.1972
09/04/09,16:00:00,0,,,23.208,22.585,15.748,54.758,,168.7,0,0.76,,0.1976
09/04/09,17:00:00,0,,,21.342,22.776,15.223,58.102,,156.2,0,1.14,,0.1976
09/04/09,18:00:00,0,,,16.177,16.106,13.329,82.032,,123.7,0,0.76,,0.1976
09/04/09,19:00:00,0,,,9.583,8.145,7.995,96.828,,56.2,0,0.38,,0.1976
09/04/09,20:00:00,0,,,4.662,4.115,4.194,105.43,,1.2,0,0,,0.1976
09/04/09,21:00:00,0,,,1.697,1.398,1.561,111.951,,1.2,0,0,,0.1976
09/04/09,22:00:00,0,,,1.235,0.934,1.235,103.269,,1.2,0,0.76,,0.198
09/04/09,23:00:00,0,,,0.715,0.495,1.262,109.045,,1.2,0,0,,0.198
10/04/09,00:00:00,0,,,0.77,0.495,1.235,93.275,,1.2,0,0.38,,0.1976
10/04/09,01:00:00,0,,,2.77,2.584,3.985,92.567,,1.2,0,0.38,,0.198
10/04/09,02:00:00,0,,,3.643,3.433,4.61,88.333,,1.2,0,0.38,,0.1976
10/04/09,03:00:00,0,,,5.257,5.102,6.051,75.792,,1.2,0,0.76,,0.1976
10/04/09,04:00:00,0,,,6.813,6.661,7.444,75.792,,1.2,0,1.14,,0.1972
10/04/09,05:00:00,0,,,7.167,6.94,7.619,80.64,,1.2,0,1.52,,0.1972
10/04/09,06:00:00,0,,,5.821,5.488,6.408,81.336,,1.2,0,1.14,,0.1972
10/04/09,07:00:00,0,,,6.051,5.847,6.611,85.525,,1.2,0,1.52,,0.1972
10/04/09,08:00:00,0,,,7.268,7.142,7.619,105.43,,13.7,0,1.52,,0.1972
10/04/09,09:00:00,0,,,7.594,7.192,7.343,111.951,,128.7,0,1.52,,0.1968
10/04/09,10:00:00,0,,,6.687,6.433,6.509,106.151,,143.7,0,1.14,,0.1968
10/04/09,11:00:00,0,,,9.485,9.114,8.245,103.269,,296.2,0,1.52,,0.1963
10/04/09,12:00:00,0,,,10.541,10.075,9.114,101.832,,373.7,0,1.52,,0.1959
10/04/09,13:00:00,0,,,11.807,11.637,10.026,98.254,,416.2,0,1.14,,0.1959
10/04/09,14:00:00,0,,,13.064,12.92,10.956,94.694,,413.7,0,1.52,,0.1955
10/04/09,15:00:00,0,,,12.364,12.074,10.712,94.694,,348.7,0,0.76,,0.1951
10/04/09,16:00:00,0,,,11.662,11.053,10.418,108.321,,201.2,0,0.76,,0.1951
10/04/09,17:00:00,0,,,7.77,7.645,7.645,108.321,,81.2,0,0.76,,0.1955
10/04/09,18:00:00,0,,,7.217,7.015,7.192,101.115,,68.7,0,0.38,,0.2231
10/04/09,19:00:00,0,,,7.268,6.788,7.217,110.497,,46.2,0,0,,0.2231
10/04/09,20:00:00,0,,,6.585,6.306,6.813,105.43,,1.2,0,0,,0.2218
10/04/09,21:00:00,0,,,7.594,7.293,7.87,113.409,,1.2,0,0,,0.2209
10/04/09,22:00:00,0,,,6.763,6.331,7.041,114.869,,1.2,0,0.76,,0.257
10/04/09,23:00:00,0,,,7.192,7.142,7.368,114.138,,1.2,0,0,,0.2782
11/04/09,00:00:00,0,,,7.895,7.87,8.045,114.138,,1.2,0,0,,0.2642
11/04/09,01:00:00,0,,,7.97,7.945,8.07,114.138,,1.2,0,0,,0.257
11/04/09,02:00:00,0,,,8.095,8.07,8.17,115.6,,1.2,0,1.14,,0.2519
11/04/09,03:00:00,0,,,8.07,8.045,8.12,115.6,,1.2,0,1.52,,0.2485
11/04/09,04:00:00,0,,,7.92,7.895,7.995,114.138,,1.2,0,1.52,,0.2455
11/04/09,05:00:00,0,,,7.845,7.82,7.92,114.869,,1.2,0,1.14,,0.243
11/04/09,06:00:00,0,,,7.695,7.695,7.77,115.6,,1.2,0,0.76,,0.2413
11/04/09,07:00:00,0,,,7.77,7.745,7.845,115.6,,1.2,0,0.76,,0.2396
11/04/09,08:00:00,0,,,7.795,7.77,7.87,114.869,,3.7,0,0.76,,0.2379
11/04/09,09:00:00,0,,,8.27,8.27,8.17,114.138,,78.7,0,0.38,,0.2366
11/04/09,10:00:00,0,,,9.015,9.04,8.643,114.869,,133.7,0,0.38,,0.2354
11/04/09,11:00:00,0,,,9.952,9.731,9.139,112.68,,163.7,0,0.38,,0.2341
11/04/09,12:00:00,0,,,11.273,10.98,9.879,104.709,,258.7,0,0.76,,0.2328
11/04/09,13:00:00,0,,,15.127,16.368,12.025,83.427,,271.2,0,0.76,,0.2315
11/04/09,14:00:00,0,,,19.151,21.843,15.008,68.929,,278.7,0,0.76,,0.2303
11/04/09,15:00:00,0,,,18.771,21.127,15.127,64.846,,266.2,0,0.76,,0.2294
11/04/09,16:00:00,0,,,16.725,17.724,13.834,70.295,,228.7,0,0.76,,0.229
11/04/09,17:00:00,0,,,18.557,18.176,13.882,77.865,,188.7,0,0.38,,0.2282
11/04/09,18:00:00,0,,,14.697,13.954,12.509,93.984,,146.2,0,0,,0.2277
11/04/09,19:00:00,0,,,10.124,9.163,8.99,104.709,,16.2,0,0,,0.2273
11/04/09,20:00:00,0,,,7.995,7.845,7.945,114.138,,1.2,0,0,,0.2269
11/04/09,21:00:00,0,,,5.898,5.821,5.975,116.332,,1.2,0,1.52,,0.2994
11/04/09,22:00:00,0,,,5.693,5.745,5.847,115.6,,1.2,0,0.38,,0.296
11/04/09,23:00:00,0,,,5.36,5.308,5.591,113.409,,1.2,0,0,,0.2803
12/04/09,00:00:00,0,,,4.973,4.973,5.462,115.6,,1.2,0,0,,0.2735
12/04/09,01:00:00,0,,,5.872,5.745,6.382,113.409,,1.2,0,0,,0.2693
12/04/09,02:00:00,0,,,6.661,6.484,7.041,113.409,,1.2,0,0,,0.2663
12/04/09,03:00:00,0,,,6.914,6.813,7.142,113.409,,1.2,0,3.05,,0.2638
12/04/09,04:00:00,0,,,7.066,7.015,7.217,113.409,,1.2,0,2.28,,0.2617
12/04/09,05:00:00,0,,,6.864,6.813,6.99,114.138,,1.2,0,2.66,,0.2595
12/04/09,06:00:00,0,,,6.687,6.661,6.864,113.409,,1.2,0,4.19,,0.2583
12/04/09,07:00:00,0,,,6.331,6.23,6.585,111.224,,1.2,0,4.19,,0.257
12/04/09,08:00:00,0,,,5.231,4.999,5.668,101.115,,13.7,0,1.9,,0.2557
12/04/09,09:00:00,0,,,7.945,6.763,6.204,91.153,,83.7,0,2.66,,0.2545
12/04/09,10:00:00,0,,,12.389,11.321,8.195,89.741,,128.7,0,1.14,,0.2532
12/04/09,11:00:00,0,,,15.843,14.409,10.32,78.558,,148.7,0,2.28,,0.2515
12/04/09,12:00:00,0,,,16.796,15.891,11.516,68.246,,163.7,0,2.28,,0.2502
12/04/09,13:00:00,0,,,17.272,17.772,12.243,63.491,,168.7,0,2.28,,0.2489
12/04/09,14:00:00,0,,,18.913,20.674,13.329,62.815,,171.2,0,2.66,,0.2472
12/04/09,15:00:00,0,,,20.841,22.609,14.17,62.815,,178.7,0,1.14,,0.2464
12/04/09,16:00:00,0,,,19.413,19.389,13.329,65.525,,156.2,0,1.14,,0.246
12/04/09,17:00:00,0,,,18.438,19.817,13.257,68.246,,143.7,0,0.76,,0.2451
12/04/09,18:00:00,0,,,15.438,13.546,11.71,84.825,,113.7,0,0.38,,0.2447
12/04/09,19:00:00,0,,,8.767,6.965,7.217,94.694,,43.7,0,0,,0.2443
12/04/09,20:00:00,0,,,4.011,3.274,3.67,107.597,,1.2,0,0,,0.2438
12/04/09,21:00:00,0,,,1.507,1.153,1.317,113.409,,1.2,0,0,,0.2434
12/04/09,22:00:00,0,,,0.852,0.77,1.262,111.951,,1.2,0,0,,0.243
12/04/09,23:00:00,0,,,1.48,1.507,2.45,110.497,,1.2,0,0,,0.2426
13/04/09,00:00:00,0,,,0.687,0.77,2.047,111.224,,1.2,0,0,,0.2422
13/04/09,01:00:00,0,,,-1.213,-1.1,-0.507,113.409,,1.2,0,0,,0.2417
13/04/09,02:00:00,0,,,-0.704,-0.563,0.66,107.597,,1.2,0,0,,0.2417
