Date,"Time, GMT+11:00","Temp, ÁC (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ÁC (SEN S/N: 9818218)","Temp, ÁC (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m^3/m^3 (SEN S/N: 4650904)"
18/11/11,00:28:55,8.693,99.6,8.6,10.32,0.0896,0.14644
18/11/11,01:28:56,9.04,99.8,9,10.296,0.0896,0.14644
18/11/11,02:28:57,9.361,98.6,9.2,9.879,0.0889,0.14587
18/11/11,03:28:58,9.509,97.2,9.1,9.583,0.0882,0.14587
18/11/11,04:28:59,9.805,94.9,9,9.485,0.0882,0.14587
18/11/11,05:29:00,9.41,93.7,8.5,9.41,0.0874,0.14587
18/11/11,06:29:01,10.026,97.3,9.6,9.361,0.0874,0.14587
18/11/11,07:29:02,11.078,95.9,10.5,10.736,0.0867,0.1453
18/11/11,08:29:03,15.772,86.5,13.5,11.783,0.0867,0.1453
18/11/11,09:29:04,19.127,75,14.6,13.906,0.0867,0.1453
18/11/11,10:29:05,17.629,73.2,12.8,16.939,0.0874,0.14473
18/11/11,11:29:06,15.986,77.7,12.1,18.842,0.0874,0.14473
18/11/11,12:29:07,19.389,74,14.7,22.753,0.0882,0.14473
18/11/11,13:29:08,20.269,72.8,15.2,26.646,0.0889,0.1453
18/11/11,14:29:09,19.532,71.1,14.2,31.204,0.0904,0.14473
18/11/11,15:29:10,19.77,74.5,15.1,31.23,0.0911,0.14473
18/11/11,16:29:11,20.484,71.1,15.1,32.949,0.0918,0.14473
18/11/11,17:29:12,16.606,72.7,11.7,32.278,0.0911,0.1453
18/11/11,18:29:13,15.461,83.3,12.7,22.178,0.0896,0.1453
18/11/11,19:29:14,13.978,84.3,11.4,18.295,0.0882,0.14473
18/11/11,20:29:15,13.401,89,11.6,15.461,0.0874,0.14473
18/11/11,21:29:16,13.81,88.3,11.9,14.433,0.0867,0.14473
18/11/11,22:29:17,13.594,86.2,11.3,13.954,0.0853,0.14473
18/11/11,23:29:18,13.209,86.1,11,13.377,0.0831,0.14473
19/11/11,00:29:19,13.377,81,10.2,13.209,0.0816,0.14416
19/11/11,01:29:20,12.654,91.9,11.4,12.992,0.0802,0.14416
19/11/11,02:29:21,12.654,91.2,11.3,12.63,0.0795,0.14416
19/11/11,03:29:22,12.606,89.9,11,12.606,0.0787,0.14416
19/11/11,04:29:23,12.074,90.5,10.6,12.413,0.0787,0.14359
19/11/11,05:29:24,11.565,94.4,10.7,12.05,0.0787,0.14302
19/11/11,06:29:25,12.437,91.1,11,11.977,0.078,0.14359
19/11/11,07:29:26,11.175,93,10.1,12.219,0.0773,0.14187
19/11/11,08:29:27,11.443,99.3,11.4,12.606,0.0758,0.14302
19/11/11,09:29:28,11.053,100,11.1,12.727,0.0766,0.14244
19/11/11,10:29:29,12.34,100,12.4,13.858,0.0766,0.14244
19/11/11,11:29:30,13.618,97.6,13.3,16.677,0.0773,0.14302
19/11/11,12:29:31,17.344,88.9,15.5,20.746,0.0787,0.14302
19/11/11,13:29:32,13.497,88.1,11.6,20.913,0.0795,0.14187
19/11/11,14:29:33,14.146,94.3,13.3,17.296,0.0795,0.14244
19/11/11,15:29:34,15.079,88.8,13.3,17.796,0.0795,0.14244
19/11/11,16:29:35,12.05,96.2,11.5,16.296,0.0802,0.14244
19/11/11,17:29:36,11.151,100,11.2,14.29,0.0831,0.14244
19/11/11,18:29:37,10.663,100,10.7,13.377,0.0947,0.14244
19/11/11,19:29:38,10.394,100,10.4,12.509,0.1063,0.14244
19/11/11,20:29:39,10.296,100,10.3,11.807,0.1194,0.14359
19/11/11,21:29:40,9.583,100,9.6,11.321,0.1201,0.14359
19/11/11,22:29:41,9.361,100,9.4,11.102,0.1201,0.14416
19/11/11,23:29:42,9.386,100,9.4,10.638,0.123,0.14587
20/11/11,00:29:43,9.485,100,9.5,10.541,0.123,0.14816
20/11/11,01:29:44,9.583,100,9.6,10.492,0.1201,0.14873
20/11/11,02:29:45,9.682,100,9.7,10.59,0.1172,0.14987
20/11/11,03:29:46,9.805,100,9.8,10.59,0.1158,0.14987
20/11/11,04:29:47,9.903,100,9.9,10.638,0.1143,0.15044
20/11/11,05:29:48,10.001,100,10,10.712,0.1136,0.15044
20/11/11,06:29:49,10.124,100,10.1,10.736,0.1129,0.15044
20/11/11,07:29:50,9.829,100,9.8,10.834,0.115,0.15101
20/11/11,08:29:51,9.386,100,9.4,10.663,0.1194,0.15216
20/11/11,09:29:52,8.543,100,8.6,10.785,0.1194,0.15216
20/11/11,10:29:53,9.015,100,9,11.127,0.1187,0.15216
20/11/11,11:29:54,9.583,95.1,8.8,12.582,0.1165,0.15273
20/11/11,12:29:55,10.81,83.9,8.2,18.176,0.1165,0.15216
20/11/11,13:29:56,10.59,65.2,4.3,18.771,0.1158,0.15216
20/11/11,14:29:57,11.856,56.4,3.5,26.134,0.1172,0.1533
20/11/11,15:29:58,10.736,58.7,3,24.629,0.115,0.15273
20/11/11,16:29:59,12.413,60.9,5.1,22.585,0.1143,0.15273
20/11/11,17:30:00,11.734,60.4,4.3,24.508,0.1129,0.15273
20/11/11,18:30:01,9.46,63.3,2.8,17.106,0.1107,0.15216
20/11/11,19:30:02,6.458,69.9,1.4,12.703,0.1085,0.15216
20/11/11,20:30:03,4.298,77.8,0.8,9.41,0.1049,0.15216
20/11/11,21:30:04,3.696,82.5,1,7.92,0.1034,0.15159
20/11/11,22:30:05,3.248,85.8,1.1,6.94,0.1027,0.15101
20/11/11,23:30:06,2.877,85,0.6,6.077,0.102,0.15101
21/11/11,00:30:07,2.503,87.5,0.6,5.462,0.1012,0.15044
21/11/11,01:30:08,2.717,89.5,1.2,5.024,0.1012,0.15044
21/11/11,02:30:09,2.69,87.4,0.8,4.584,0.1012,0.15044
21/11/11,03:30:10,2.396,89,0.8,4.22,0.1005,0.14987
21/11/11,04:30:11,2.047,90,0.6,3.958,0.1005,0.14987
21/11/11,05:30:12,1.751,90.6,0.4,3.643,0.1005,0.14987
21/11/11,06:30:13,2.93,91.8,1.7,3.538,0.1005,0.14987
21/11/11,07:30:14,7.67,81.7,4.7,4.584,0.1012,0.1493
21/11/11,08:30:15,12.727,69.1,7.2,6.179,0.1012,0.14873
21/11/11,09:30:16,12.461,66.9,6.5,8.394,0.1012,0.1493
21/11/11,10:30:17,12.05,67.1,6.1,11.127,0.1005,0.14873
21/11/11,11:30:18,14.026,69.1,8.5,16.63,0.1012,0.14873
21/11/11,12:30:19,15.39,65.5,9,24.677,0.1012,0.14873
21/11/11,13:30:20,16.654,63.6,9.7,29.19,0.1027,0.14873
21/11/11,14:30:21,16.844,62.9,9.8,31.816,0.1042,0.1493
21/11/11,15:30:22,15.963,61.8,8.7,31.663,0.1056,0.14987
21/11/11,16:30:23,15.461,61,8,31.535,0.1056,0.14987
21/11/11,17:30:24,13.209,64.8,6.7,27.21,0.1034,0.14987
21/11/11,18:30:25,11.394,72.7,6.7,20.15,0.1012,0.14987
21/11/11,19:30:26,8.593,78.1,5,16.01,0.0983,0.14987
21/11/11,20:30:27,5.205,88.3,3.4,12.34,0.0969,0.1493
21/11/11,21:30:28,4.141,95.6,3.5,10.124,0.094,0.14873
21/11/11,22:30:29,4.636,95.3,4,8.742,0.0933,0.14816
21/11/11,23:30:30,4.532,94.9,3.8,7.97,0.0925,0.14816
22/11/11,00:30:31,4.688,91.7,3.5,7.519,0.0925,0.14816
22/11/11,01:30:32,4.584,88.6,2.9,6.99,0.0918,0.14873
22/11/11,02:30:33,4.558,86.5,2.5,6.585,0.0918,0.14759
22/11/11,03:30:34,4.141,86.6,2.1,6.306,0.0918,0.14759
22/11/11,04:30:35,3.696,83.9,1.2,5.616,0.0911,0.14702
22/11/11,05:30:36,3.88,82.5,1.2,5.282,0.0904,0.14702
22/11/11,06:30:37,4.141,82.6,1.4,5.231,0.0904,0.14759
22/11/11,07:30:38,6.484,77.9,2.9,5.872,0.0904,0.14702
22/11/11,08:30:39,6.914,73.5,2.5,7.519,0.0904,0.14702
22/11/11,09:30:40,8.494,70.8,3.5,10.247,0.0896,0.14702
22/11/11,10:30:41,8.941,70.1,3.8,12.847,0.0889,0.14702
22/11/11,11:30:42,8.99,68.6,3.5,14.074,0.0889,0.14702
22/11/11,12:30:43,9.657,68.7,4.2,16.058,0.0889,0.14644
22/11/11,13:30:44,12.195,66.6,6.2,19.627,0.0896,0.14644
22/11/11,14:30:45,10.883,64.6,4.5,21.485,0.0896,0.14644
22/11/11,15:30:46,9.756,67.8,4.1,19.08,0.0896,0.14644
22/11/11,16:30:47,8.99,74,4.6,15.915,0.0889,0.14702
22/11/11,17:30:48,8.02,76.2,4.1,14.553,0.0882,0.14644
22/11/11,18:30:49,6.94,82.2,4.1,12.582,0.0874,0.14702
22/11/11,19:30:50,6.23,88.4,4.5,10.98,0.0874,0.14587
22/11/11,20:30:51,5.514,91.7,4.3,9.485,0.0874,0.14644
22/11/11,21:30:52,5.231,94.4,4.4,8.618,0.086,0.14587
22/11/11,22:30:53,3.985,96.6,3.5,7.695,0.086,0.14587
22/11/11,23:30:54,3.696,97.8,3.4,6.788,0.0853,0.14587
23/11/11,00:30:55,3.406,96.6,2.9,6.484,0.0853,0.1453
23/11/11,01:30:56,2.637,97.8,2.3,6.077,0.0845,0.1453
23/11/11,02:30:57,0.577,97.9,0.3,5.128,0.0845,0.1453
23/11/11,03:30:58,2.717,98.1,2.4,4.558,0.0845,0.1453
23/11/11,04:30:59,3.089,100,3.1,6.102,0.0845,0.1453
23/11/11,05:31:00,2.503,100,2.5,5.924,0.0845,0.1453
23/11/11,06:31:01,2.69,99.9,2.7,5.591,0.0845,0.1453
23/11/11,07:31:02,5.668,99.1,5.5,6.56,0.0845,0.14473
23/11/11,08:31:03,6.611,94.8,5.8,8.941,0.0845,0.14473
23/11/11,09:31:04,10.516,89.4,8.9,11.977,0.0845,0.14473
23/11/11,10:31:05,11.589,83.3,8.9,13.401,0.0853,0.14473
23/11/11,11:31:06,14.96,74.8,10.5,16.106,0.0845,0.14473
23/11/11,12:31:07,15.915,65.1,9.4,19.484,0.0845,0.14473
23/11/11,13:31:08,18.794,59.8,10.8,24.871,0.0853,0.14473
23/11/11,14:31:09,20.889,57.3,12.2,32.794,0.0867,0.14473
23/11/11,15:31:10,16.939,54.8,7.8,36.796,0.0882,0.1453
23/11/11,16:31:11,19.888,55.3,10.7,37.645,0.0882,0.1453
23/11/11,17:31:12,17.724,54.7,8.5,34.81,0.0882,0.1453
23/11/11,18:31:13,12.219,58,4.2,23.16,0.086,0.1453
23/11/11,19:31:14,6.611,68.5,1.2,15.533,0.0853,0.1453
23/11/11,20:31:15,2.956,90.3,1.5,10.59,0.0853,0.1453
23/11/11,21:31:16,3.301,96.7,2.8,9.608,0.0831,0.1453
23/11/11,22:31:17,2.823,96.6,2.3,9.139,0.0831,0.1453
23/11/11,23:31:18,2.155,97.1,1.7,8.369,0.0824,0.1453
24/11/11,00:31:19,1.832,97.5,1.5,7.242,0.0824,0.1453
24/11/11,01:31:20,1.425,98.7,1.2,7.167,0.0824,0.1453
24/11/11,02:31:21,1.044,98.9,0.9,6.509,0.0816,0.1453
24/11/11,03:31:22,-0.088,99.3,-0.2,5.821,0.0809,0.14473
24/11/11,04:31:23,-2.044,98.3,-2.3,3.749,0.0802,0.14416
24/11/11,05:31:24,-4.499,93.7,-5.4,2.289,0.0802,0.14473
24/11/11,06:31:25,-1.641,96.2,-2.2,1.534,0.0802,0.14416
24/11/11,07:31:26,8.767,85.7,6.5,3.485,0.0802,0.14416
24/11/11,08:31:27,15.963,66.2,9.7,6.357,0.0802,0.14416
24/11/11,09:31:28,19.484,52.3,9.5,9.854,0.0802,0.14359
24/11/11,10:31:29,22.369,50.7,11.7,14.888,0.0802,0.14302
24/11/11,11:31:30,23.617,49.6,12.5,23.569,0.0802,0.14302
24/11/11,12:31:31,26.134,50.3,15,36.661,0.0809,0.14244
24/11/11,13:31:32,25.963,46.9,13.8,44.073,0.0809,0.14359
24/11/11,14:31:33,25.623,48.6,14,46.162,0.0831,0.14302
24/11/11,15:31:34,23.689,49.6,12.5,46.003,0.0845,0.14359
24/11/11,16:31:35,23.064,49.3,11.9,44.534,0.0845,0.14359
24/11/11,17:31:36,22.298,48.7,11,41.883,0.0838,0.14359
24/11/11,18:31:37,13.546,58.7,5.6,26.965,0.0824,0.14359
24/11/11,19:31:38,10.1,73,5.5,18.771,0.0824,0.14359
24/11/11,20:31:39,7.368,85.1,5,14.553,0.0824,0.14359
24/11/11,21:31:40,6.763,91.8,5.5,12.63,0.0795,0.14302
24/11/11,22:31:41,5.616,94.4,4.8,11.127,0.0773,0.14302
24/11/11,23:31:42,4.115,93.8,3.2,9.312,0.0766,0.14302
25/11/11,00:31:43,4.818,98.4,4.6,9.657,0.0758,0.14302
25/11/11,01:31:44,4.298,96.9,3.9,8.693,0.0758,0.14244
25/11/11,02:31:45,5.745,96.8,5.3,8.494,0.0758,0.14244
25/11/11,03:31:46,6.56,97.5,6.2,9.534,0.0751,0.14244
25/11/11,04:31:47,6.99,97,6.6,9.509,0.0751,0.14244
25/11/11,05:31:48,7.167,94.8,6.4,9.731,0.0751,0.14244
25/11/11,06:31:49,8.568,97.1,8.1,9.558,0.0744,0.14244
25/11/11,07:31:50,10.075,99.3,10,11.175,0.0744,0.14244
25/11/11,08:31:51,10.883,98,10.6,12.654,0.0744,0.14187
25/11/11,09:31:52,10.907,97.9,10.6,14.457,0.0736,0.14187
25/11/11,10:31:53,12.243,98.9,12.1,15.318,0.0736,0.14073
25/11/11,11:31:54,11.977,98.9,11.8,16.272,0.0736,0.14073
25/11/11,12:31:55,15.915,98.1,15.6,17.391,0.0736,0.14073
25/11/11,13:31:56,16.225,97.2,15.8,17.653,0.0744,0.14073
25/11/11,14:31:57,12.727,98.1,12.4,18.438,0.0758,0.14016
25/11/11,15:31:58,14.29,99.1,14.2,18.2,0.0766,0.14016
25/11/11,16:31:59,13.666,96.8,13.2,17.724,0.0766,0.14073
25/11/11,17:32:00,12.775,98,12.5,16.225,0.0766,0.1413
25/11/11,18:32:01,11.297,98.8,11.1,15.366,0.078,0.14187
25/11/11,19:32:02,10.834,100,10.8,14.05,0.0802,0.14187
25/11/11,20:32:03,10.394,100,10.4,13.257,0.0816,0.14187
25/11/11,21:32:04,10.247,100,10.3,12.606,0.0824,0.14187
25/11/11,22:32:05,10.173,100,10.2,12.219,0.0845,0.14187
25/11/11,23:32:06,10.051,100,10.1,11.929,0.0867,0.14187
26/11/11,00:32:07,10.001,100,10,11.783,0.0882,0.1413
26/11/11,01:32:08,9.977,100,10,11.637,0.0889,0.1413
26/11/11,02:32:09,9.928,100,9.9,11.394,0.0933,0.14187
26/11/11,03:32:10,9.977,100,10,11.102,0.1012,0.14244
26/11/11,04:32:11,9.756,100,9.8,10.858,0.1049,0.14359
26/11/11,05:32:12,9.632,100,9.6,10.858,0.1056,0.14416
26/11/11,06:32:13,9.657,100,9.7,10.687,0.1085,0.14587
26/11/11,07:32:14,9.485,100,9.5,10.59,0.1114,0.14759
26/11/11,08:32:15,9.977,100,10,10.712,0.1136,0.14987
26/11/11,09:32:16,10.687,100,10.7,12.703,0.1107,0.15044
26/11/11,10:32:17,10.345,100,10.4,14.601,0.11,0.15159
26/11/11,11:32:18,9.534,100,9.5,14.577,0.1114,0.15273
26/11/11,12:32:19,10.736,99.2,10.6,16.987,0.1107,0.15216
26/11/11,13:32:20,8.965,99.8,8.9,15.438,0.11,0.15273
26/11/11,14:32:21,9.089,97,8.6,20.222,0.1114,0.1533
26/11/11,15:32:22,7.041,99.8,7,14.577,0.1121,0.15444
26/11/11,16:32:23,7.494,100,7.5,11.37,0.1209,0.15501
26/11/11,17:32:24,6.585,100,6.6,11.151,0.118,0.15558
26/11/11,18:32:25,5.949,100,6,9.534,0.1223,0.15673
26/11/11,19:32:26,6.102,100,6.1,9.312,0.1194,0.1573
26/11/11,20:32:27,6.204,100,6.2,8.668,0.1165,0.15673
26/11/11,21:32:28,6.433,100,6.4,8.245,0.1158,0.1573
26/11/11,22:32:29,6.408,100,6.4,8.045,0.115,0.15673
26/11/11,23:32:30,6.661,100,6.7,8.045,0.115,0.15673
27/11/11,00:32:31,6.889,100,6.9,8.045,0.1165,0.1573
27/11/11,01:32:32,6.535,100,6.5,7.97,0.1216,0.15787
27/11/11,02:32:33,6.281,100,6.3,7.87,0.1245,0.15958
27/11/11,03:32:34,6.331,100,6.3,7.87,0.1223,0.15901
27/11/11,04:32:35,6.179,100,6.2,7.795,0.1216,0.15901
27/11/11,05:32:36,6.128,100,6.1,7.745,0.1201,0.15901
27/11/11,06:32:37,6.204,100,6.2,7.77,0.1187,0.15844
27/11/11,07:32:38,6.611,100,6.6,8.245,0.1172,0.15844
27/11/11,08:32:39,7.494,100,7.5,9.632,0.1172,0.15787
27/11/11,09:32:40,15.031,98,14.7,11.2,0.1158,0.1573
27/11/11,10:32:41,15.939,90.3,14.4,14.577,0.115,0.15673
27/11/11,11:32:42,20.222,83.3,17.3,21.008,0.1143,0.15616
27/11/11,12:32:43,20.507,68.8,14.6,29.765,0.1136,0.15616
27/11/11,13:32:44,23.304,61.4,15.5,34.466,0.1136,0.15558
27/11/11,14:32:45,17.106,58.5,8.9,33.079,0.1143,0.15616
27/11/11,15:32:46,21.342,66.6,14.9,30.824,0.1136,0.15616
27/11/11,16:32:47,19.318,69.6,13.6,31.331,0.1143,0.15616
27/11/11,17:32:48,14.792,76.2,10.7,26.524,0.1136,0.15673
27/11/11,18:32:49,12.074,84.7,9.6,20.222,0.1114,0.15616
27/11/11,19:32:50,10.638,92.5,9.5,16.272,0.11,0.15616
27/11/11,20:32:51,9.46,96.7,9,13.93,0.1078,0.15616
27/11/11,21:32:52,9.089,98.1,8.8,12.437,0.1063,0.15558
27/11/11,22:32:53,8.344,99.3,8.2,11.224,0.1056,0.15501
27/11/11,23:32:54,8.02,99.6,8,10.345,0.1042,0.15444
28/11/11,00:32:55,8.22,100,8.2,9.952,0.1042,0.15444
28/11/11,01:32:56,7.544,100,7.6,9.46,0.1034,0.15387
28/11/11,02:32:57,7.544,100,7.6,9.064,0.1027,0.15387
28/11/11,03:32:58,7.142,99.6,7.1,8.618,0.1027,0.15387
28/11/11,04:32:59,7.116,99.5,7,8.27,0.102,0.1533
28/11/11,05:33:00,7.645,98.8,7.5,8.668,0.102,0.1533
28/11/11,06:33:01,8.145,98.6,7.9,8.693,0.102,0.15273
28/11/11,07:33:02,8.668,95.3,8,9.632,0.102,0.1533
28/11/11,08:33:03,11.637,94.2,10.7,10.149,0.1012,0.1533
28/11/11,09:33:04,15.414,85,12.9,11.904,0.102,0.1533
28/11/11,10:33:05,16.892,76.3,12.7,14.84,0.102,0.15273
28/11/11,11:33:06,19.08,69.3,13.3,20.531,0.1027,0.15216
28/11/11,12:33:07,19.722,64.5,12.9,28.122,0.1034,0.15216
28/11/11,13:33:08,18.937,62.8,11.7,30.167,0.1042,0.15216
28/11/11,14:33:09,21.509,61.6,13.8,31.052,0.1049,0.15216
28/11/11,15:33:10,18.937,59.2,10.8,31.459,0.1056,0.15273
28/11/11,16:33:11,18.889,57,10.2,33.6,0.1056,0.15216
28/11/11,17:33:12,15.772,57.7,7.5,31.459,0.1049,0.15216
28/11/11,18:33:13,15.939,62.6,8.8,22.25,0.102,0.15216
28/11/11,19:33:14,13.401,73.5,8.8,17.986,0.1005,0.15273
28/11/11,20:33:15,9.731,85.4,7.4,15.199,0.0991,0.15159
28/11/11,21:33:16,10.98,89.6,9.3,13.738,0.0976,0.15159
28/11/11,22:33:17,10.883,85.7,8.6,13.185,0.0962,0.15101
28/11/11,23:33:18,11.54,83,8.8,12.63,0.0954,0.15101
29/11/11,00:33:19,9.879,77.3,6.1,11.904,0.0947,0.15044
29/11/11,01:33:20,10.883,79,7.4,11.321,0.0947,0.15044
29/11/11,02:33:21,12.001,74.2,7.6,10.98,0.094,0.14987
29/11/11,03:33:22,11.734,72.1,6.9,10.785,0.0933,0.14987
29/11/11,04:33:23,11.88,73.2,7.2,10.663,0.0925,0.14987
29/11/11,05:33:24,12.243,72.8,7.5,10.81,0.0918,0.1493
29/11/11,06:33:25,11.904,74.5,7.5,10.956,0.0918,0.1493
29/11/11,07:33:26,13.016,74.9,8.7,11.637,0.0911,0.1493
29/11/11,08:33:27,14.05,73.5,9.4,12.847,0.0911,0.14873
29/11/11,09:33:28,14.505,77.8,10.7,13.425,0.0918,0.1493
29/11/11,10:33:29,20.031,58.8,11.7,16.439,0.0918,0.14873
29/11/11,11:33:30,20.889,58.7,12.5,22.824,0.0918,0.14816
29/11/11,12:33:31,20.46,61,12.7,31.663,0.0925,0.14816
29/11/11,13:33:32,18.771,61.8,11.3,33.131,0.0933,0.14759
29/11/11,14:33:33,21.461,64.8,14.6,31.459,0.0933,0.14816
29/11/11,15:33:34,22.441,58.6,13.9,38.115,0.0954,0.14759
29/11/11,16:33:35,22.417,56.5,13.4,39.375,0.0954,0.14759
29/11/11,17:33:36,22.465,56.1,13.3,35.395,0.0947,0.14759
29/11/11,18:33:37,17.891,58.5,9.7,24.992,0.0925,0.14759
29/11/11,19:33:38,15.151,70.8,9.9,19.841,0.0904,0.14759
29/11/11,20:33:39,12.775,87.1,10.7,16.582,0.0882,0.14759
29/11/11,21:33:40,11.443,89.9,9.9,14.577,0.0874,0.14702
29/11/11,22:33:41,12.025,92.4,10.8,14.17,0.086,0.14702
29/11/11,23:33:42,12.05,95.8,11.4,13.714,0.0853,0.14644
30/11/11,00:33:43,12.122,95.2,11.4,13.546,0.0845,0.14644
30/11/11,01:33:44,11.637,96.5,11.1,12.799,0.0838,0.14644
30/11/11,02:33:45,11.783,97.9,11.5,12.509,0.0838,0.14644
30/11/11,03:33:46,12.292,99.3,12.2,13.016,0.0831,0.14644
30/11/11,04:33:47,12.509,100,12.5,13.257,0.0831,0.14587
30/11/11,05:33:48,12.413,100,12.4,13.209,0.0824,0.1453
30/11/11,06:33:49,12.05,100,12.1,12.968,0.0824,0.1453
30/11/11,07:33:50,11.953,100,12,13.185,0.0816,0.1453
30/11/11,08:33:51,12.413,100,12.4,14.194,0.0824,0.1453
30/11/11,09:33:52,12.558,99.9,12.6,14.122,0.0816,0.1453
30/11/11,10:33:53,11.102,98.8,10.9,14.816,0.0824,0.1453
30/11/11,11:33:54,9.534,99.9,9.5,12.485,0.0816,0.1453
30/11/11,12:33:55,9.879,100,9.9,11.929,0.0816,0.14473
30/11/11,13:33:56,7.82,100,7.8,11.686,0.0824,0.14473
30/11/11,14:33:57,6.965,100,7,10.026,0.0816,0.14473
30/11/11,15:33:58,8.344,99.8,8.3,13.666,0.0816,0.1453
30/11/11,16:33:59,7.091,97.4,6.7,17.938,0.0838,0.14473
30/11/11,17:34:00,4.74,99.6,4.7,12.582,0.0831,0.1453
30/11/11,18:34:01,4.298,100,4.3,11.127,0.0831,0.1453
30/11/11,19:34:02,2.343,99.8,2.3,9.534,0.0824,0.1453
30/11/11,20:34:03,1.371,99.3,1.3,7.293,0.0824,0.1453
30/11/11,21:34:04,-0.004,99.3,-0.1,6.102,0.0824,0.1453
30/11/11,22:34:05,-0.704,99.8,-0.7,5.076,0.0824,0.1453
30/11/11,23:34:06,-1.814,99.1,-1.9,4.141,0.0816,0.1453
01/12/11,00:34:07,-2.654,99.1,-2.8,3.354,0.0816,0.1453
01/12/11,01:34:08,-3.866,97.8,-4.2,2.396,0.0816,0.14473
01/12/11,02:34:09,-4.499,96.4,-5,1.832,0.0824,0.14473
01/12/11,03:34:10,-5.202,96.1,-5.7,1.262,0.0816,0.14473
01/12/11,04:34:11,-5.636,95.3,-6.3,0.88,0.0824,0.14416
01/12/11,05:34:12,-5.605,95.2,-6.3,0.66,0.0824,0.14416
01/12/11,06:34:13,-3.124,96.5,-3.6,0.632,0.0824,0.14359
01/12/11,07:34:14,3.906,90.6,2.5,1.262,0.0831,0.14359
01/12/11,08:34:15,10.1,80.2,6.9,2.85,0.0838,0.14416
01/12/11,09:34:16,14.721,72.4,9.8,6.204,0.0831,0.14416
01/12/11,10:34:17,18.794,61.5,11.3,10.858,0.0838,0.14416
01/12/11,11:34:18,21.676,55.7,12.5,18.319,0.0838,0.14416
01/12/11,12:34:19,20.984,54,11.3,28.122,0.0838,0.14416
01/12/11,13:34:20,30.091,53.2,19.5,31.255,0.0853,0.14473
01/12/11,14:34:21,20.889,54.3,11.3,29.865,0.086,0.1453
01/12/11,15:34:22,18.58,62.6,11.3,25.501,0.0853,0.14587
01/12/11,16:34:23,13.04,65.9,6.8,22.537,0.0845,0.14587
01/12/11,17:34:24,11.443,74.4,7.1,18.961,0.0838,0.14587
01/12/11,18:34:25,7.87,79.8,4.6,16.296,0.0824,0.14644
01/12/11,19:34:26,5.102,85.2,2.8,12.968,0.0816,0.14587
01/12/11,20:34:27,3.221,91.3,1.9,10.394,0.0809,0.14644
01/12/11,21:34:28,2.262,94,1.4,8.941,0.0802,0.14587
01/12/11,22:34:29,1.071,95.3,0.4,7.594,0.0802,0.1453
01/12/11,23:34:30,1.371,97.4,1,6.382,0.0802,0.1453
02/12/11,00:34:31,1.425,97.8,1.1,6.611,0.0802,0.1453
02/12/11,01:34:32,1.044,98,0.8,6.484,0.0802,0.14587
02/12/11,02:34:33,0.715,98.4,0.5,6.179,0.0802,0.14587
02/12/11,03:34:34,0.301,98.4,0.1,5.847,0.0802,0.1453
02/12/11,04:34:35,0.079,97.9,-0.2,5.488,0.0802,0.1453
02/12/11,05:34:36,-0.311,98.2,-0.6,5.205,0.0802,0.1453
02/12/11,06:34:37,-0.143,95.6,-0.8,4.194,0.0802,0.1453
02/12/11,07:34:38,9.46,79.8,6.2,4.584,0.0809,0.1453
02/12/11,08:34:39,16.201,58.7,8.1,6.331,0.0809,0.14473
02/12/11,09:34:40,20.793,51.1,10.3,9.04,0.0809,0.14473
02/12/11,10:34:41,22.106,52.3,11.9,13.377,0.0809,0.14473
02/12/11,11:34:42,22.585,53.6,12.7,21.008,0.0816,0.14416
02/12/11,12:34:43,24.315,55.3,14.8,30.268,0.0816,0.14473
02/12/11,13:34:44,24.026,53.6,14,34.545,0.0831,0.14473
02/12/11,14:34:45,22.968,56.1,13.8,35.022,0.0853,0.1453
02/12/11,15:34:46,20.913,56.1,11.9,35.77,0.086,0.14587
02/12/11,16:34:47,16.558,60.5,8.9,31.281,0.086,0.14587
02/12/11,17:34:48,16.701,63.3,9.7,28.369,0.0845,0.14587
02/12/11,18:34:49,14.122,64.4,7.5,23.256,0.0831,0.14587
02/12/11,19:34:50,10.222,71.1,5.2,18.057,0.0816,0.14644
02/12/11,20:34:51,3.168,81.8,0.4,13.161,0.0816,0.14587
02/12/11,21:34:52,0.632,88.7,-1,9.854,0.0795,0.14644
02/12/11,22:34:53,0.522,92.5,-0.6,8.344,0.0787,0.14587
02/12/11,23:34:54,0.825,95.9,0.2,7.318,0.078,0.1453
03/12/11,00:34:55,-0.199,94.9,-0.9,6.56,0.0773,0.1453
03/12/11,01:34:56,-0.227,95.6,-0.8,5.821,0.0773,0.1453
03/12/11,02:34:57,0.051,98.2,-0.2,5.308,0.0773,0.14473
03/12/11,03:34:58,2.021,99.4,1.9,5.257,0.0773,0.14473
03/12/11,04:34:59,2.956,99.2,2.8,5.411,0.078,0.14416
03/12/11,05:35:00,3.142,98.3,2.9,5.488,0.0773,0.14416
03/12/11,06:35:01,5.77,97.7,5.4,5.642,0.078,0.14473
03/12/11,07:35:02,8.792,90.2,7.3,7.091,0.078,0.14416
03/12/11,08:35:03,9.163,88.7,7.4,8.394,0.078,0.14416
03/12/11,09:35:04,12.437,78.3,8.8,10.247,0.0773,0.14359
