"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818222, LBL: Ambient)","RH, % (SEN S/N: 9818222)","DewPt, ¡C (SEN S/N: 9818222)","Temp, ¡C (SEN S/N: 9824748, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833766, LBL: 10cmBG)"
14-12-2011,15:39:34,13.738,73.000,9.0,16.082,0.2632
14-12-2011,16:39:35,14.050,76.300,10.0,16.201,0.2625
14-12-2011,17:39:36,16.129,72.300,11.2,17.106,0.2625
14-12-2011,18:39:37,9.682,80.000,6.4,16.249,0.2625
14-12-2011,19:39:38,6.281,88.100,4.5,14.266,0.2625
14-12-2011,20:39:39,6.128,96.500,5.6,12.534,0.2618
14-12-2011,21:39:40,5.975,97.800,5.7,11.783,0.2610
14-12-2011,22:39:41,5.565,99.000,5.4,11.273,0.2610
14-12-2011,23:39:42,5.102,99.900,5.1,10.834,0.2610
15-12-2011,00:39:43,4.869,100.000,4.9,10.443,0.2610
15-12-2011,01:39:44,4.246,100.000,4.2,10.100,0.2610
15-12-2011,02:39:45,-1.242,99.200,-1.4,9.139,0.2603
15-12-2011,03:39:46,-2.421,99.300,-2.5,7.544,0.2603
15-12-2011,04:39:47,-3.006,99.300,-3.1,6.535,0.2596
15-12-2011,05:39:48,-4.076,98.500,-4.3,5.770,0.2589
15-12-2011,06:39:49,-2.421,99.400,-2.5,5.231,0.2589
15-12-2011,07:39:50,7.845,100.000,7.9,5.334,0.2596
15-12-2011,08:39:51,12.582,84.600,10.1,6.661,0.2596
15-12-2011,09:39:52,14.936,71.600,9.9,7.995,0.2596
15-12-2011,10:39:53,17.177,66.200,10.8,12.847,0.2596
15-12-2011,11:39:54,19.793,63.400,12.7,17.201,0.2603
15-12-2011,12:39:55,17.843,58.700,9.7,20.936,0.2610
15-12-2011,13:39:56,17.296,63.300,10.3,20.246,0.2618
15-12-2011,14:39:57,12.025,72.400,7.2,18.675,0.2610
15-12-2011,15:39:58,11.248,87.200,9.2,15.986,0.2603
15-12-2011,16:39:59,14.864,95.900,14.2,14.888,0.2603
15-12-2011,17:40:00,16.392,91.800,15.1,16.654,0.2610
15-12-2011,18:40:01,11.492,89.700,9.9,16.320,0.2603
15-12-2011,19:40:02,9.657,95.700,9.0,14.433,0.2603
15-12-2011,20:40:03,8.419,98.400,8.2,12.992,0.2603
15-12-2011,21:40:04,7.970,99.900,8.0,11.904,0.2603
15-12-2011,22:40:05,7.619,100.000,7.6,11.224,0.2596
15-12-2011,23:40:06,5.591,100.000,5.6,10.345,0.2596
16-12-2011,00:40:07,1.724,99.700,1.7,9.238,0.2589
16-12-2011,01:40:08,2.262,99.800,2.2,7.795,0.2589
16-12-2011,02:40:09,2.155,100.000,2.2,7.015,0.2589
16-12-2011,03:40:10,0.962,100.000,1.0,6.382,0.2589
16-12-2011,04:40:11,0.550,100.000,0.5,5.796,0.2581
16-12-2011,05:40:12,0.301,100.000,0.3,5.334,0.2581
16-12-2011,06:40:13,2.530,100.000,2.5,5.360,0.2581
16-12-2011,07:40:14,9.829,99.800,9.8,6.077,0.2581
16-12-2011,08:40:15,13.570,91.800,12.3,7.469,0.2581
16-12-2011,09:40:16,14.385,82.600,11.5,9.188,0.2581
16-12-2011,10:40:17,17.486,76.100,13.2,13.353,0.2589
16-12-2011,11:40:18,19.413,68.400,13.5,18.509,0.2589
16-12-2011,12:40:19,18.081,67.000,11.9,21.079,0.2596
16-12-2011,13:40:20,19.270,66.400,12.9,22.321,0.2603
16-12-2011,14:40:21,7.745,85.800,5.5,19.389,0.2610
16-12-2011,15:40:22,14.625,95.500,13.9,15.438,0.2610
16-12-2011,16:40:23,14.337,89.000,12.6,17.153,0.2610
16-12-2011,17:40:24,12.534,88.300,10.7,16.987,0.2610
16-12-2011,18:40:25,13.570,86.900,11.4,16.392,0.2610
16-12-2011,19:40:26,12.098,87.200,10.0,15.414,0.2610
16-12-2011,20:40:27,5.565,93.300,4.6,13.329,0.2603
16-12-2011,21:40:28,2.930,96.600,2.4,11.151,0.2603
16-12-2011,22:40:29,3.670,100.000,3.7,9.682,0.2603
16-12-2011,23:40:30,4.947,100.000,4.9,8.792,0.2603
17-12-2011,00:40:31,1.044,99.800,1.0,8.095,0.2603
17-12-2011,01:40:32,0.051,99.400,-0.0,7.167,0.2596
17-12-2011,02:40:33,0.412,99.800,0.4,6.560,0.2596
17-12-2011,03:40:34,0.495,100.000,0.5,6.153,0.2596
17-12-2011,04:40:35,0.715,100.000,0.7,5.745,0.2596
17-12-2011,05:40:36,3.433,100.000,3.4,5.462,0.2589
17-12-2011,06:40:37,2.903,100.000,2.9,5.411,0.2589
17-12-2011,07:40:38,11.516,98.700,11.3,5.975,0.2596
17-12-2011,08:40:39,15.342,84.600,12.8,7.845,0.2589
17-12-2011,09:40:40,17.034,73.500,12.3,9.632,0.2596
17-12-2011,10:40:41,18.461,70.200,13.0,13.930,0.2603
17-12-2011,11:40:42,15.867,69.500,10.3,18.010,0.2603
17-12-2011,12:40:43,15.700,72.500,10.8,17.701,0.2610
17-12-2011,13:40:44,16.368,71.300,11.2,18.319,0.2610
17-12-2011,14:40:45,11.005,94.200,10.1,15.247,0.3119
17-12-2011,15:40:46,12.389,97.500,12.0,14.385,0.3119
17-12-2011,16:40:47,13.882,91.600,12.6,15.676,0.3032
17-12-2011,17:40:48,15.772,78.800,12.1,17.772,0.2981
17-12-2011,18:40:49,14.218,88.100,12.3,17.130,0.2952
17-12-2011,19:40:50,10.761,93.500,9.8,15.748,0.2930
17-12-2011,20:40:51,10.124,99.900,10.1,13.954,0.2944
17-12-2011,21:40:52,9.756,100.000,9.8,12.968,0.2944
17-12-2011,22:40:53,8.965,99.400,8.9,12.316,0.2930
17-12-2011,23:40:54,8.618,99.900,8.6,11.467,0.2915
18-12-2011,00:40:55,8.693,100.000,8.7,10.810,0.2901
18-12-2011,01:40:56,8.767,100.000,8.8,10.541,0.2894
18-12-2011,02:40:57,8.568,99.400,8.5,10.369,0.2886
18-12-2011,03:40:58,8.195,98.600,8.0,10.001,0.2879
18-12-2011,04:40:59,8.295,97.800,8.0,9.558,0.2872
18-12-2011,05:41:00,8.270,94.100,7.4,9.410,0.2865
18-12-2011,06:41:01,8.817,91.000,7.4,9.238,0.2857
18-12-2011,07:41:02,9.238,93.100,8.2,9.386,0.2850
18-12-2011,08:41:03,11.321,92.700,10.2,10.149,0.2843
18-12-2011,09:41:04,11.977,83.500,9.3,11.953,0.2843
18-12-2011,10:41:05,12.751,86.300,10.5,12.968,0.2836
18-12-2011,11:41:06,12.920,87.700,10.9,13.618,0.2836
18-12-2011,12:41:07,13.594,86.600,11.4,14.194,0.2828
18-12-2011,13:41:08,12.147,89.100,10.4,14.361,0.2821
18-12-2011,14:41:09,10.761,93.900,9.8,13.906,0.2821
18-12-2011,15:41:10,11.370,91.500,10.0,13.233,0.2814
18-12-2011,16:41:11,12.751,83.500,10.0,13.401,0.2806
18-12-2011,17:41:12,9.756,93.800,8.8,12.703,0.2799
18-12-2011,18:41:13,9.682,99.500,9.6,11.783,0.2799
18-12-2011,19:41:14,9.854,100.000,9.9,11.346,0.2799
18-12-2011,20:41:15,9.977,100.000,10.0,11.078,0.2792
18-12-2011,21:41:16,10.296,100.000,10.3,10.980,0.2792
18-12-2011,22:41:17,10.663,100.000,10.7,11.029,0.2792
18-12-2011,23:41:18,10.345,100.000,10.4,10.932,0.3758
19-12-2011,00:41:19,10.638,100.000,10.7,10.810,0.3235
19-12-2011,01:41:20,10.810,100.000,10.8,10.932,0.3177
19-12-2011,02:41:21,10.834,100.000,10.8,11.005,0.3126
19-12-2011,03:41:22,10.736,100.000,10.7,11.029,0.3213
19-12-2011,04:41:23,10.590,100.000,10.6,10.956,0.3424
19-12-2011,05:41:24,10.345,100.000,10.4,10.858,0.3496
19-12-2011,06:41:25,10.001,100.000,10.0,10.638,0.3431
19-12-2011,07:41:26,10.394,100.000,10.4,10.638,0.3235
19-12-2011,08:41:27,11.297,100.000,11.3,10.980,0.3271
19-12-2011,09:41:28,11.273,100.000,11.3,11.734,0.3206
19-12-2011,10:41:29,10.907,100.000,10.9,12.413,0.3141
19-12-2011,11:41:30,10.247,100.000,10.3,13.040,0.3199
19-12-2011,12:41:31,13.137,99.800,13.1,13.762,0.3315
19-12-2011,13:41:32,17.201,92.900,16.1,17.724,0.3199
19-12-2011,14:41:33,15.867,91.100,14.4,18.889,0.3133
19-12-2011,15:41:34,20.674,80.800,17.3,20.913,0.3090
19-12-2011,16:41:35,15.843,79.100,12.2,20.913,0.3061
19-12-2011,17:41:36,9.040,88.900,7.3,18.343,0.3366
19-12-2011,18:41:37,9.657,99.800,9.6,14.361,0.3417
19-12-2011,19:41:38,12.050,99.800,12.0,13.978,0.3264
19-12-2011,20:41:39,9.188,99.900,9.2,13.786,0.3177
19-12-2011,21:41:40,9.287,100.000,9.3,12.678,0.3119
19-12-2011,22:41:41,9.064,100.000,9.1,12.243,0.3082
19-12-2011,23:41:42,8.767,100.000,8.8,11.832,0.3082
20-12-2011,00:41:43,8.643,100.000,8.7,11.467,0.3082
20-12-2011,01:41:44,8.568,100.000,8.6,11.297,0.3068
20-12-2011,02:41:45,8.319,100.000,8.3,11.127,0.3046
20-12-2011,03:41:46,7.920,100.000,7.9,10.932,0.3032
20-12-2011,04:41:47,7.845,100.000,7.9,10.663,0.3010
20-12-2011,05:41:48,7.619,100.000,7.6,10.516,0.3003
20-12-2011,06:41:49,8.095,100.000,8.1,10.418,0.2988
20-12-2011,07:41:50,9.583,100.000,9.6,10.883,0.2974
20-12-2011,08:41:51,11.589,100.000,11.6,12.098,0.2966
20-12-2011,09:41:52,14.888,96.600,14.4,13.738,0.2966
20-12-2011,10:41:53,14.888,90.700,13.4,16.368,0.2966
20-12-2011,11:41:54,16.796,82.500,13.8,19.865,0.2959
20-12-2011,12:41:55,18.889,80.100,15.4,21.032,0.2952
20-12-2011,13:41:56,20.079,78.400,16.2,21.151,0.2944
20-12-2011,14:41:57,23.280,75.200,18.7,21.963,0.2937
20-12-2011,15:41:58,19.436,75.500,15.0,22.058,0.2923
20-12-2011,16:41:59,15.939,78.600,12.2,21.151,0.2915
20-12-2011,17:42:00,13.449,87.600,11.4,19.008,0.2908
20-12-2011,18:42:01,10.001,93.200,9.0,16.892,0.2901
20-12-2011,19:42:02,9.583,96.400,9.0,15.008,0.2894
20-12-2011,20:42:03,8.419,98.300,8.2,13.834,0.2879
20-12-2011,21:42:04,8.020,99.800,8.0,12.847,0.2872
20-12-2011,22:42:05,7.945,100.000,8.0,12.219,0.2865
20-12-2011,23:42:06,7.795,100.000,7.8,11.807,0.2865
21-12-2011,00:42:07,6.889,100.000,6.9,11.394,0.2857
21-12-2011,01:42:08,6.839,100.000,6.8,10.956,0.2850
21-12-2011,02:42:09,6.484,100.000,6.5,10.638,0.2850
21-12-2011,03:42:10,4.973,100.000,5.0,10.271,0.2843
21-12-2011,04:42:11,4.480,100.000,4.5,9.361,0.2836
21-12-2011,05:42:12,3.722,100.000,3.7,8.717,0.2828
21-12-2011,06:42:13,6.712,100.000,6.7,8.394,0.2828
21-12-2011,07:42:14,8.792,100.000,8.8,9.312,0.2821
21-12-2011,08:42:15,12.654,99.400,12.6,11.029,0.2828
21-12-2011,09:42:16,14.864,93.500,13.8,12.968,0.2836
21-12-2011,10:42:17,11.662,84.000,9.1,15.772,0.2828
21-12-2011,11:42:18,13.858,87.900,11.9,15.843,0.2828
21-12-2011,12:42:19,11.880,91.500,10.6,15.414,0.2821
21-12-2011,13:42:20,16.082,89.400,14.4,15.318,0.2821
21-12-2011,14:42:21,15.581,80.500,12.3,18.794,0.2814
21-12-2011,15:42:22,15.915,82.500,13.0,19.080,0.2814
21-12-2011,16:42:23,11.394,91.000,10.0,17.891,0.2814
21-12-2011,17:42:24,11.297,96.300,10.7,15.963,0.2806
21-12-2011,18:42:25,10.173,97.900,9.9,14.936,0.2806
21-12-2011,19:42:26,9.903,98.800,9.7,13.930,0.2806
21-12-2011,20:42:27,8.568,99.500,8.5,13.040,0.2799
21-12-2011,21:42:28,8.070,100.000,8.1,12.243,0.2799
21-12-2011,22:42:29,7.995,100.000,8.0,11.710,0.2792
21-12-2011,23:42:30,8.045,100.000,8.1,11.370,0.2792
22-12-2011,00:42:31,7.995,100.000,8.0,11.127,0.2785
22-12-2011,01:42:32,7.870,100.000,7.9,10.907,0.2785
22-12-2011,02:42:33,7.770,100.000,7.8,10.736,0.2785
22-12-2011,03:42:34,7.695,100.000,7.7,10.590,0.2785
22-12-2011,04:42:35,4.428,100.000,4.4,10.026,0.2785
22-12-2011,05:42:36,6.990,100.000,7.0,9.163,0.2777
22-12-2011,06:42:37,7.995,100.000,8.0,8.990,0.2777
22-12-2011,07:42:38,10.418,100.000,10.4,9.756,0.2777
22-12-2011,08:42:39,13.978,90.300,12.4,10.858,0.2770
22-12-2011,09:42:40,15.270,77.300,11.3,12.268,0.2770
22-12-2011,10:42:41,15.724,77.400,11.8,14.170,0.2770
22-12-2011,11:42:42,18.889,75.200,14.4,17.653,0.2763
22-12-2011,12:42:43,20.507,72.100,15.3,20.531,0.2763
22-12-2011,13:42:44,16.892,66.900,10.7,23.641,0.2763
22-12-2011,14:42:45,11.953,80.200,8.7,20.341,0.2770
22-12-2011,15:42:46,10.638,96.700,10.1,15.843,0.2857
22-12-2011,16:42:47,11.297,98.600,11.1,14.505,0.3242
22-12-2011,17:42:48,13.161,99.200,13.1,14.098,0.3213
22-12-2011,18:42:49,13.281,92.000,12.0,16.296,0.3148
22-12-2011,19:42:50,11.904,94.900,11.1,15.414,0.3097
22-12-2011,20:42:51,10.883,99.700,10.9,14.266,0.3068
22-12-2011,21:42:52,10.296,100.000,10.3,13.449,0.3039
22-12-2011,22:42:53,6.230,98.900,6.1,12.243,0.3017
22-12-2011,23:42:54,3.459,99.600,3.4,10.638,0.3003
23-12-2011,00:42:55,4.714,99.400,4.6,9.485,0.2981
23-12-2011,01:42:56,4.818,100.000,4.8,9.509,0.2974
23-12-2011,02:42:57,6.611,100.000,6.6,9.064,0.2959
23-12-2011,03:42:58,7.343,100.000,7.3,8.817,0.2952
23-12-2011,04:42:59,7.795,100.000,7.8,8.668,0.2944
23-12-2011,05:43:00,7.645,100.000,7.7,8.543,0.2937
23-12-2011,06:43:01,7.920,99.800,7.9,8.419,0.2930
23-12-2011,07:43:02,11.516,96.300,11.0,8.668,0.2923
23-12-2011,08:43:03,14.361,88.000,12.4,9.854,0.2923
23-12-2011,09:43:04,16.701,82.100,13.7,11.127,0.2915
23-12-2011,10:43:05,18.295,78.500,14.5,15.318,0.2908
23-12-2011,11:43:06,18.913,74.500,14.3,18.913,0.2908
23-12-2011,12:43:07,19.008,73.800,14.2,20.674,0.2901
23-12-2011,13:43:08,21.223,70.800,15.7,21.390,0.2894
23-12-2011,14:43:09,22.417,65.800,15.7,23.905,0.2886
23-12-2011,15:43:10,19.579,65.700,13.0,24.895,0.2879
23-12-2011,16:43:11,23.136,60.000,15.0,26.426,0.2865
23-12-2011,17:43:12,17.558,70.100,12.1,23.761,0.2865
23-12-2011,18:43:13,13.882,88.900,12.1,19.888,0.2857
23-12-2011,19:43:14,9.805,94.300,8.9,16.558,0.2872
23-12-2011,20:43:15,8.965,98.700,8.8,14.242,0.3003
23-12-2011,21:43:16,6.484,98.800,6.3,13.353,0.3017
23-12-2011,22:43:17,5.539,99.200,5.4,11.977,0.3003
23-12-2011,23:43:18,7.217,100.000,7.2,11.053,0.2988
24-12-2011,00:43:19,5.411,99.800,5.4,10.761,0.2974
24-12-2011,01:43:20,2.930,99.100,2.8,9.854,0.2966
24-12-2011,02:43:21,2.690,100.000,2.7,9.089,0.2952
24-12-2011,03:43:22,6.636,99.800,6.6,8.841,0.2944
24-12-2011,04:43:23,4.194,99.600,4.1,8.792,0.2937
24-12-2011,05:43:24,6.331,100.000,6.3,8.270,0.2930
24-12-2011,06:43:25,10.026,99.700,10.0,8.369,0.2923
24-12-2011,07:43:26,12.751,95.400,12.0,9.312,0.2923
24-12-2011,08:43:27,15.318,88.100,13.4,10.320,0.2915
24-12-2011,09:43:28,17.629,79.100,14.0,11.516,0.2915
24-12-2011,10:43:29,18.961,74.700,14.4,15.438,0.2908
24-12-2011,11:43:30,20.770,72.000,15.6,19.674,0.2901
24-12-2011,12:43:31,20.555,68.900,14.7,22.729,0.2894
24-12-2011,13:43:32,23.809,66.100,17.1,24.677,0.2886
24-12-2011,14:43:33,18.985,59.300,10.9,26.158,0.2879
24-12-2011,15:43:34,23.689,60.400,15.6,24.992,0.2865
24-12-2011,16:43:35,20.103,64.700,13.3,25.016,0.2857
24-12-2011,17:43:36,13.546,69.300,8.0,21.700,0.2850
24-12-2011,18:43:37,11.734,92.700,10.6,18.010,0.2850
24-12-2011,19:43:38,10.761,94.900,10.0,16.582,0.2843
24-12-2011,20:43:39,9.361,94.500,8.5,15.270,0.2843
24-12-2011,21:43:40,8.817,94.700,8.0,13.906,0.2836
24-12-2011,22:43:41,10.051,96.400,9.5,13.401,0.2828
24-12-2011,23:43:42,9.336,92.400,8.2,12.727,0.2828
25-12-2011,00:43:43,9.780,92.700,8.7,12.268,0.2821
25-12-2011,01:43:44,9.558,91.900,8.3,11.662,0.2814
25-12-2011,02:43:45,9.386,86.500,7.3,11.102,0.2814
25-12-2011,03:43:46,10.590,84.600,8.1,11.078,0.2806
25-12-2011,04:43:47,9.188,94.800,8.4,11.078,0.2806
25-12-2011,05:43:48,10.785,90.100,9.2,10.932,0.2806
25-12-2011,06:43:49,10.638,82.200,7.7,10.736,0.2799
25-12-2011,07:43:50,9.903,86.600,7.8,11.053,0.2792
25-12-2011,08:43:51,15.629,92.100,14.4,12.001,0.2799
25-12-2011,09:43:52,16.701,81.900,13.6,14.050,0.2792
25-12-2011,10:43:53,10.516,86.100,8.3,15.031,0.2792
25-12-2011,11:43:54,17.368,97.900,17.1,14.266,0.2792
25-12-2011,12:43:55,15.199,87.600,13.2,17.368,0.2799
25-12-2011,13:43:56,10.932,81.600,7.9,17.701,0.2799
25-12-2011,14:43:57,13.906,96.700,13.4,15.461,0.2799
25-12-2011,15:43:58,18.699,82.200,15.6,17.249,0.2806
25-12-2011,16:43:59,15.629,80.300,12.3,17.130,0.2806
25-12-2011,17:44:00,12.775,84.200,10.2,15.509,0.2806
25-12-2011,18:44:01,11.807,89.600,10.2,14.170,0.2806
25-12-2011,19:44:02,13.137,85.400,10.8,13.690,0.2806
25-12-2011,20:44:03,11.200,89.600,9.6,12.678,0.2799
25-12-2011,21:44:04,10.541,95.400,9.8,11.977,0.2799
25-12-2011,22:44:05,10.687,94.700,9.9,11.540,0.2799
25-12-2011,23:44:06,9.829,96.600,9.3,11.419,0.2799
26-12-2011,00:44:07,10.075,98.900,9.9,11.394,0.2799
26-12-2011,01:44:08,10.026,99.900,10.0,11.224,0.2814
26-12-2011,02:44:09,10.124,100.000,10.1,11.175,0.2915
26-12-2011,03:44:10,10.271,100.000,10.3,11.200,0.2944
26-12-2011,04:44:11,10.051,100.000,10.1,11.200,0.2952
26-12-2011,05:44:12,9.952,100.000,10.0,11.053,0.2944
26-12-2011,06:44:13,10.051,100.000,10.1,10.980,0.2937
26-12-2011,07:44:14,9.854,100.000,9.9,11.029,0.2937
26-12-2011,08:44:15,10.296,100.000,10.3,11.102,0.2937
26-12-2011,09:44:16,10.394,100.000,10.4,11.492,0.2930
26-12-2011,10:44:17,11.734,100.000,11.7,12.582,0.2923
26-12-2011,11:44:18,10.810,99.400,10.7,14.266,0.2915
26-12-2011,12:44:19,10.394,100.000,10.4,10.712,0.3620
26-12-2011,13:44:20,15.199,98.800,15.0,14.673,0.3271
26-12-2011,14:44:21,17.653,84.500,15.0,20.698,0.3184
26-12-2011,15:44:22,22.800,86.700,20.5,21.963,0.3141
26-12-2011,16:44:23,15.151,91.900,13.9,20.579,0.3112
26-12-2011,17:44:24,14.122,93.100,13.0,18.319,0.3082
26-12-2011,18:44:25,13.858,91.700,12.5,17.296,0.3061
26-12-2011,19:44:26,11.175,89.100,9.5,16.630,0.3039
26-12-2011,20:44:27,9.188,98.400,9.0,14.553,0.3024
26-12-2011,21:44:28,5.462,98.800,5.3,12.968,0.3003
26-12-2011,22:44:29,6.179,99.200,6.1,11.394,0.2988
26-12-2011,23:44:30,6.357,100.000,6.4,10.883,0.2974
27-12-2011,00:44:31,3.564,99.900,3.6,10.590,0.2966
27-12-2011,01:44:32,0.079,99.200,-0.0,9.015,0.2959
27-12-2011,02:44:33,-0.395,100.000,-0.4,7.594,0.2952
27-12-2011,03:44:34,-0.143,100.000,-0.1,6.839,0.2937
27-12-2011,04:44:35,3.354,100.000,3.4,6.433,0.2930
27-12-2011,05:44:36,4.792,100.000,4.8,6.204,0.2923
27-12-2011,06:44:37,7.343,100.000,7.3,6.636,0.2915
27-12-2011,07:44:38,9.977,100.000,10.0,7.845,0.2915
27-12-2011,08:44:39,11.516,97.300,11.1,9.682,0.2915
27-12-2011,09:44:40,13.425,87.500,11.4,11.175,0.2915
27-12-2011,10:44:41,16.820,80.400,13.4,14.266,0.2908
27-12-2011,11:44:42,17.153,75.900,12.9,17.891,0.2908
27-12-2011,12:44:43,18.200,78.400,14.4,19.841,0.2908
27-12-2011,13:44:44,16.415,78.500,12.7,20.650,0.2908
27-12-2011,14:44:45,17.772,87.200,15.6,18.604,0.2901
27-12-2011,15:44:46,13.882,80.800,10.7,19.651,0.2894
27-12-2011,16:44:47,11.832,90.900,10.4,17.938,0.2886
27-12-2011,17:44:48,10.345,94.200,9.5,15.915,0.2879
27-12-2011,18:44:49,9.361,95.300,8.7,14.697,0.2879
27-12-2011,19:44:50,8.369,97.400,8.0,13.642,0.2872
27-12-2011,20:44:51,7.469,98.700,7.3,12.558,0.2865
27-12-2011,21:44:52,6.535,99.600,6.5,11.710,0.2857
27-12-2011,22:44:53,5.437,99.900,5.4,10.883,0.2857
27-12-2011,23:44:54,4.610,100.000,4.6,10.173,0.2850
28-12-2011,00:44:55,3.301,100.000,3.3,9.460,0.2843
28-12-2011,01:44:56,3.617,100.000,3.6,8.767,0.2836
28-12-2011,02:44:57,3.142,100.000,3.1,8.494,0.2836
28-12-2011,03:44:58,3.617,100.000,3.6,8.145,0.2836
28-12-2011,04:44:59,2.664,99.500,2.6,7.845,0.2836
28-12-2011,05:45:00,-0.423,98.100,-0.7,7.091,0.2836
28-12-2011,06:45:01,0.715,99.200,0.6,6.331,0.2828
28-12-2011,07:45:02,8.717,96.400,8.2,6.484,0.2828
28-12-2011,08:45:03,16.010,72.200,11.0,7.343,0.2821
28-12-2011,09:45:04,18.699,61.400,11.1,8.618,0.2806
28-12-2011,10:45:05,20.770,62.700,13.4,13.762,0.2806
28-12-2011,11:45:06,21.915,50.600,11.2,19.341,0.2806
28-12-2011,12:45:07,22.753,52.800,12.6,23.785,0.2806
28-12-2011,13:45:08,23.545,48.400,12.0,27.456,0.2806
28-12-2011,14:45:09,24.944,47.700,13.1,29.865,0.2814
28-12-2011,15:45:10,26.353,46.200,13.9,31.179,0.2806
28-12-2011,16:45:11,25.331,46.000,12.9,30.900,0.2806
28-12-2011,17:45:12,22.513,49.700,11.5,28.941,0.2799
28-12-2011,18:45:13,19.365,53.300,9.6,25.744,0.2792
28-12-2011,19:45:14,12.606,63.900,6.0,21.867,0.2785
28-12-2011,20:45:15,6.636,88.600,4.9,18.224,0.2777
28-12-2011,21:45:16,3.459,95.400,2.8,15.485,0.2763
28-12-2011,22:45:17,2.155,97.400,1.8,13.353,0.2756
28-12-2011,23:45:18,1.344,98.800,1.2,11.807,0.2756
29-12-2011,00:45:19,0.605,97.600,0.3,10.590,0.2748
29-12-2011,01:45:20,-1.384,97.100,-1.8,9.509,0.2741
29-12-2011,02:45:21,-1.814,93.500,-2.7,8.593,0.2734
29-12-2011,03:45:22,-3.035,92.500,-4.1,7.745,0.2734
29-12-2011,04:45:23,-3.301,90.900,-4.6,6.990,0.2734
29-12-2011,05:45:24,-4.257,91.600,-5.4,6.331,0.2727
29-12-2011,06:45:25,-2.830,92.900,-3.8,5.796,0.2719
29-12-2011,07:45:26,4.766,82.200,2.0,5.770,0.2727
29-12-2011,08:45:27,14.601,48.900,4.0,6.408,0.2719
29-12-2011,09:45:28,19.341,36.600,4.1,7.619,0.2719
29-12-2011,10:45:29,21.008,37.900,6.1,13.161,0.2712
29-12-2011,11:45:30,22.417,40.000,8.2,19.532,0.2719
29-12-2011,12:45:31,24.050,41.400,10.1,24.726,0.2719
29-12-2011,13:45:32,24.629,39.800,10.1,28.295,0.2719
29-12-2011,14:45:33,25.623,42.900,12.1,30.444,0.2719
29-12-2011,15:45:34,25.477,49.000,14.0,31.459,0.2719
29-12-2011,16:45:35,17.962,51.200,7.8,29.665,0.2712
29-12-2011,17:45:36,15.867,50.300,5.6,26.940,0.2712
29-12-2011,18:45:37,19.222,64.600,12.4,23.785,0.2705
29-12-2011,19:45:38,12.678,69.900,7.3,21.175,0.2698
29-12-2011,20:45:39,7.745,92.200,6.6,17.962,0.2690
29-12-2011,21:45:40,7.995,98.600,7.8,16.058,0.2683
29-12-2011,22:45:41,6.611,99.200,6.5,14.936,0.2683
29-12-2011,23:45:42,6.255,99.900,6.2,13.834,0.2683
30-12-2011,00:45:43,2.850,99.200,2.7,12.871,0.2668
30-12-2011,01:45:44,0.412,99.500,0.3,11.394,0.2661
30-12-2011,02:45:45,1.453,99.600,1.4,10.222,0.2661
30-12-2011,03:45:46,1.071,100.000,1.1,10.001,0.2661
30-12-2011,04:45:47,-0.255,100.000,-0.3,9.114,0.2661
30-12-2011,05:45:48,-1.242,100.000,-1.2,8.369,0.2654
30-12-2011,06:45:49,-0.088,100.000,-0.1,7.895,0.2647
30-12-2011,07:45:50,7.015,98.600,6.8,7.945,0.2654
30-12-2011,08:45:51,15.485,70.300,10.1,8.643,0.2654
30-12-2011,09:45:52,19.865,54.300,10.4,9.756,0.2654
30-12-2011,10:45:53,21.819,59.400,13.6,14.888,0.2654
30-12-2011,11:45:54,23.761,56.900,14.7,20.841,0.2661
30-12-2011,12:45:55,20.650,58.600,12.3,25.428,0.2668
30-12-2011,13:45:56,25.283,62.500,17.6,24.315,0.2668
30-12-2011,14:45:57,21.199,59.800,13.1,25.210,0.2668
30-12-2011,15:45:58,21.032,66.000,14.5,24.484,0.2668
30-12-2011,16:45:59,20.627,64.200,13.6,24.146,0.2661
30-12-2011,17:46:00,17.629,73.800,12.9,21.413,0.2668
30-12-2011,18:46:01,14.625,71.700,9.6,20.341,0.2661
30-12-2011,19:46:02,13.209,77.300,9.3,18.390,0.2654
30-12-2011,20:46:03,6.153,85.200,3.9,16.320,0.2654
30-12-2011,21:46:04,3.089,93.600,2.2,14.002,0.2647
30-12-2011,22:46:05,2.877,97.600,2.5,12.509,0.2639
30-12-2011,23:46:06,3.380,99.300,3.3,11.783,0.2639
31-12-2011,00:46:07,0.962,98.200,0.7,10.858,0.2632
31-12-2011,01:46:08,1.643,99.900,1.6,10.026,0.2625
31-12-2011,02:46:09,4.792,100.000,4.8,9.608,0.2625
31-12-2011,03:46:10,4.973,99.800,4.9,9.534,0.2625
31-12-2011,04:46:11,7.167,99.800,7.1,9.509,0.2625
31-12-2011,05:46:12,7.945,99.900,7.9,9.534,0.2625
31-12-2011,06:46:13,8.668,99.400,8.6,9.632,0.2625
31-12-2011,07:46:14,11.321,97.600,11.0,9.952,0.2625
31-12-2011,08:46:15,14.745,87.700,12.7,10.565,0.2625
31-12-2011,09:46:16,17.272,76.800,13.2,11.394,0.2625
31-12-2011,10:46:17,19.770,70.200,14.2,15.223,0.2625
31-12-2011,11:46:18,21.318,64.400,14.3,20.436,0.2632
31-12-2011,12:46:19,21.915,62.700,14.5,24.243,0.2639
