Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)","Temp, ÁC (SEN S/N: 684636)","Temp, ÁC (SEN S/N: 684637)","Temp, ÁC (SEN S/N: 684638)","Temp, ÁC (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ÁC (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)"
10/01/05,21:08:05,0,12.389,11.394,12.992,10.296,10.21,2.75,-34,11.2
10/01/05,22:08:05,0,12.268,11.443,12.534,7.142,9.03,1.25,-42.4,1.2
10/01/05,23:08:05,0,12.098,11.467,12.001,5.36,9.03,1.25,-42.4,1.2
11/01/05,00:08:05,0,11.856,11.443,11.443,5.179,7.43,1.25,-43.4,1.2
11/01/05,01:08:05,0,11.613,11.37,11.005,4.869,6.22,1,-46.2,1.2
11/01/05,02:08:05,0,11.346,11.273,10.638,4.74,7.03,1,-45.7,1.2
11/01/05,03:08:05,0,11.102,11.151,10.345,4.999,9.03,1,-44.5,1.2
11/01/05,04:08:05,0,10.907,11.029,10.124,5.308,9.42,1,-44.2,1.2
11/01/05,05:08:05,0,10.712,10.907,9.977,5.693,9.42,1,-44.2,1.2
11/01/05,06:08:05,0,10.565,10.785,9.879,5.77,9.82,1,-44,1.2
11/01/05,07:08:05,0,10.467,10.687,9.805,6.585,10.99,1,-43.2,141.2
11/01/05,08:08:05,0,10.369,10.59,9.78,8.469,12.93,1,-42.1,598.7
11/01/05,09:08:05,0,10.296,10.516,9.977,13.04,13.7,1,-41.6,1048.7
