Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)",,,"Temp, ÁC (SEN S/N: 684639)","Temp, ÁC (SEN S/N: 2279300)","Temp, ÁC (SEN S/N: 684638)",,,"PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)","Water Content, m?/m? (SEN S/N: 2282783)"
06/03/09,18:00:00,0,,,19.603,17.701,12.92,,,983.7,1.9,4.95,0.1094
06/03/09,19:00:00,0,,,16.368,16.868,12.001,,,488.7,1.9,5.71,0.1094
06/03/09,20:00:00,0,,,12.727,15.366,9.287,,,66.2,1.14,3.81,0.1094
06/03/09,21:00:00,0,,,9.903,13.762,6.788,,,1.2,0.38,2.28,0.1094
06/03/09,22:00:00,0,,,7.77,12.34,5.282,,,1.2,0,1.52,0.1094
06/03/09,23:00:00,0,,,6.281,11.151,4.246,,,1.2,0.38,1.9,0.109
07/03/09,00:00:00,0,,,5.205,10.198,4.61,,,1.2,0.76,2.28,0.109
07/03/09,01:00:00,0,,,4.48,9.41,4.636,,,1.2,0.76,3.81,0.1094
07/03/09,02:00:00,0,,,3.801,8.792,3.089,,,1.2,1.52,3.05,0.109
07/03/09,03:00:00,0,,,3.591,8.295,3.538,,,1.2,3.05,4.57,0.109
07/03/09,04:00:00,0,,,3.749,7.97,5.385,,,1.2,4.19,5.71,0.109
07/03/09,05:00:00,0,,,3.775,7.795,5.924,,,1.2,3.81,5.71,0.109
07/03/09,06:00:00,0,,,3.827,7.619,6.255,,,1.2,4.19,6.85,0.1085
07/03/09,07:00:00,0,,,3.801,7.494,5.77,,,1.2,3.81,6.09,0.1081
07/03/09,08:00:00,0,,,3.906,7.343,6.408,,,196.2,3.43,6.47,0.1081
07/03/09,09:00:00,0,,,6.813,7.494,8.618,,,683.7,3.43,6.09,0.1077
07/03/09,10:00:00,0,,,11.151,8.543,10.1,,,1166.2,3.81,7.23,0.1073
07/03/09,11:00:00,0,,,14.864,10.149,11.273,,,1576.2,4.57,8.38,0.1064
07/03/09,12:00:00,0,,,18.842,12.025,12.485,,,1891.2,4.19,7.99,0.106
07/03/09,13:00:00,0,,,22.393,14.146,13.088,,,2046.2,4.95,8.76,0.1056
07/03/09,14:00:00,0,,,23.184,16.034,13.57,,,1671.2,5.33,10.28,0.1051
07/03/09,15:00:00,0,,,22.561,16.749,14.194,,,1806.2,4.57,8.76,0.1047
07/03/09,16:00:00,0,,,23.521,17.629,14.745,,,1711.2,4.57,8.76,0.1043
07/03/09,17:00:00,0,,,22.513,18.176,14.864,,,1248.7,3.05,7.99,0.1043
07/03/09,18:00:00,0,,,19.912,17.891,14.242,,,686.2,2.66,6.47,0.1043
07/03/09,19:00:00,0,,,16.773,16.915,13.04,,,301.2,2.28,4.57,0.1043
07/03/09,20:00:00,0,,,13.714,15.629,10.32,,,38.7,1.14,3.43,0.1039
07/03/09,21:00:00,0,,,11.2,14.242,7.569,,,1.2,0,2.66,0.1043
07/03/09,22:00:00,0,,,9.41,12.992,6.102,,,1.2,0,0,0.1043
07/03/09,23:00:00,0,,,7.845,11.929,5.024,,,1.2,0,0,0.1043
08/03/09,00:00:00,0,,,6.737,10.98,4.844,,,1.2,0,0,0.1043
08/03/09,01:00:00,0,,,5.847,10.222,3.801,,,1.2,0,0,0.1039
08/03/09,02:00:00,0,,,5.205,9.558,2.343,,,1.2,0.38,2.66,0.1039
08/03/09,03:00:00,0,,,5.872,9.238,2.45,,,1.2,0,1.9,0.1039
08/03/09,04:00:00,0,,,5.282,9.089,2.85,,,1.2,0,1.9,0.1039
08/03/09,05:00:00,0,,,4.402,8.568,5.154,,,1.2,1.14,1.9,0.1039
08/03/09,06:00:00,0,,,3.696,8.095,6.509,,,1.2,0.38,1.52,0.1039
08/03/09,07:00:00,0,,,2.93,7.594,5.847,,,1.2,0,1.14,0.1034
08/03/09,08:00:00,0,,,2.823,7.116,6.94,,,186.2,0,1.52,0.1034
08/03/09,09:00:00,0,,,6.94,7.217,11.005,,,711.2,0,0.76,0.103
08/03/09,10:00:00,0,,,12.001,8.568,12.727,,,1126.2,0.38,3.05,0.1026
08/03/09,11:00:00,0,,,16.796,10.541,13.978,,,1526.2,1.52,4.95,0.1017
08/03/09,12:00:00,0,,,20.674,12.775,14.745,,,1753.7,1.52,4.57,0.1009
08/03/09,13:00:00,0,,,23.232,14.768,14.361,,,1906.2,2.28,6.47,0.1005
08/03/09,14:00:00,0,,,24.629,16.463,14.673,,,1758.7,2.28,6.47,0.1005
08/03/09,15:00:00,0,,,21.318,17.011,13.978,,,1026.2,3.05,5.33,0.1
08/03/09,16:00:00,0,,,20.079,16.582,14.29,,,761.2,3.43,6.47,0.1
08/03/09,17:00:00,0,,,19.175,16.249,14.29,,,1143.7,3.81,6.85,0.1
08/03/09,18:00:00,0,,,18.176,16.034,13.57,,,838.7,4.19,7.23,0.1
08/03/09,19:00:00,0,,,15.796,15.461,12.001,,,451.2,3.81,6.09,0.0996
08/03/09,20:00:00,0,,,12.751,14.433,9.386,,,53.7,1.52,4.19,0.1
08/03/09,21:00:00,0,,,10.247,13.161,7.645,,,1.2,0.38,2.28,0.0996
08/03/09,22:00:00,0,,,8.494,12.001,7.444,,,1.2,0,1.52,0.1
08/03/09,23:00:00,0,,,7.368,11.078,6.99,,,1.2,0,3.05,0.1
09/03/09,00:00:00,0,,,6.509,10.32,7.82,,,1.2,0,2.66,0.0996
09/03/09,01:00:00,0,,,5.924,9.731,7.594,,,1.2,0,1.9,0.0996
09/03/09,02:00:00,0,,,5.128,9.163,8.145,,,1.2,0,1.9,0.1
09/03/09,03:00:00,0,,,4.973,8.693,8.469,,,1.2,1.52,4.19,0.0996
09/03/09,04:00:00,0,,,5.128,8.444,8.02,,,1.2,2.66,6.09,0.0996
09/03/09,05:00:00,0,,,5.488,8.319,8.916,,,1.2,3.81,5.71,0.0996
09/03/09,06:00:00,0,,,5.847,8.295,9.139,,,1.2,4.19,6.47,0.0992
09/03/09,07:00:00,0,,,6.102,8.319,9.336,,,1.2,3.81,7.23,0.0992
09/03/09,08:00:00,0,,,6.788,8.369,9.805,,,181.2,5.33,8.76,0.0992
09/03/09,09:00:00,0,,,9.46,8.717,11.224,,,706.2,5.33,9.14,0.0988
09/03/09,10:00:00,0,,,12.823,9.731,12.292,,,1101.2,6.09,10.66,0.0979
09/03/09,11:00:00,0,,,17.153,11.273,13.401,,,1548.7,5.71,9.14,0.0975
09/03/09,12:00:00,0,,,21.437,13.353,14.314,,,1786.2,4.95,8.76,0.0971
09/03/09,13:00:00,0,,,24.219,15.485,15.055,,,1701.2,3.43,7.61,0.0967
09/03/09,14:00:00,0,,,26.207,16.963,16.01,,,1896.2,2.28,6.09,0.0962
09/03/09,15:00:00,0,,,26.867,18.319,16.892,,,1851.2,1.9,6.85,0.0958
09/03/09,16:00:00,0,,,26.304,18.818,17.32,,,1396.2,2.28,5.33,0.0958
09/03/09,17:00:00,0,,,23.954,18.842,17.177,,,753.7,1.9,5.33,0.0954
09/03/09,18:00:00,0,,,21.103,18.2,17.011,,,846.2,2.28,5.71,0.0954
09/03/09,19:00:00,0,,,19.27,17.534,15.39,,,256.2,3.05,7.23,0.0954
09/03/09,20:00:00,0,,,15.867,16.463,12.606,,,38.7,1.52,4.19,0.0954
09/03/09,21:00:00,0,,,12.944,15.151,10.687,,,1.2,0.38,3.05,0.0954
09/03/09,22:00:00,0,,,10.81,13.858,9.509,,,1.2,0,1.52,0.0954
09/03/09,23:00:00,0,,,9.435,12.775,8.792,,,1.2,0.38,2.28,0.0954
10/03/09,00:00:00,0,,,8.693,11.929,9.435,,,1.2,0.38,3.05,0.0954
10/03/09,01:00:00,0,,,7.594,11.248,8.841,,,1.2,0,1.52,0.0954
10/03/09,02:00:00,0,,,6.839,10.565,8.767,,,1.2,0.76,2.66,0.0954
10/03/09,03:00:00,0,,,6.585,10.051,7.67,,,1.2,2.66,3.81,0.0954
10/03/09,04:00:00,0,,,7.041,9.706,11.151,,,1.2,3.05,4.95,0.0954
10/03/09,05:00:00,0,,,7.167,9.657,10.956,,,1.2,3.05,4.57,0.0954
10/03/09,06:00:00,0,,,6.484,9.435,9.238,,,1.2,3.05,4.19,0.0954
10/03/09,07:00:00,0,,,6.458,9.139,9.632,,,1.2,2.28,5.33,0.095
10/03/09,08:00:00,0,,,6.687,8.941,9.509,,,186.2,0,1.14,0.095
10/03/09,09:00:00,0,,,10.418,9.163,12.485,,,698.7,0.38,3.43,0.0945
10/03/09,10:00:00,0,,,14.433,10.345,14.505,,,1146.2,1.52,4.19,0.0941
10/03/09,11:00:00,0,,,18.866,12.025,16.129,,,1533.7,1.14,4.95,0.0933
10/03/09,12:00:00,0,,,21.199,14.026,16.415,,,1031.2,1.9,5.33,0.0928
10/03/09,13:00:00,0,,,18.675,14.625,15.915,,,548.7,1.9,4.95,0.0928
10/03/09,14:00:00,0,,,16.558,14.529,13.738,,,271.2,3.05,7.99,0.0928
10/03/09,15:00:00,0,,,15.748,14.17,12.799,,,348.7,3.81,7.61,0.0928
10/03/09,16:00:00,0.25,,,15.247,13.978,12.871,,,433.7,3.43,6.09,0.0928
10/03/09,17:00:00,0,,,15.581,13.906,13.834,,,673.7,3.05,7.23,0.0924
10/03/09,18:00:00,0,,,16.606,14.074,15.27,,,858.7,3.05,6.85,0.092
10/03/09,19:00:00,0,,,14.936,14.194,14.026,,,463.7,4.95,8.76,0.092
10/03/09,20:00:00,0,,,12.534,13.642,11.953,,,36.2,4.19,8.76,0.092
10/03/09,21:00:00,0,,,11.759,12.992,11.394,,,1.2,4.95,7.99,0.092
10/03/09,22:00:00,0,,,10.81,12.509,10.443,,,1.2,1.52,7.23,0.092
10/03/09,23:00:00,0,,,10.345,12.025,10.296,,,1.2,1.52,4.19,0.092
11/03/09,00:00:00,0,,,9.928,11.662,10.247,,,1.2,1.9,4.57,0.092
11/03/09,01:00:00,0,,,9.188,11.321,9.706,,,1.2,1.14,4.19,0.092
11/03/09,02:00:00,0,,,8.245,10.883,8.792,,,1.2,0.76,3.05,0.092
11/03/09,03:00:00,0,,,8.494,10.467,9.731,,,1.2,1.9,4.57,0.0916
11/03/09,04:00:00,0,,,9.064,10.418,9.854,,,1.2,1.52,3.43,0.0916
11/03/09,05:00:00,0,,,8.792,10.394,9.139,,,1.2,0,1.52,0.0916
11/03/09,06:00:00,0,,,7.469,10.124,8.469,,,1.2,0.76,2.66,0.0916
11/03/09,07:00:00,0,,,7.368,9.731,8.07,,,1.2,0.38,1.52,0.0916
11/03/09,08:00:00,0,,,7.619,9.509,8.295,,,71.2,0,0.76,0.0911
11/03/09,09:00:00,0,,,10.198,9.657,10.296,,,523.7,0,2.66,0.0911
11/03/09,10:00:00,0,,,14.194,10.638,12.751,,,858.7,1.52,4.19,0.0907
11/03/09,11:00:00,0,,,18.2,11.929,14.385,,,1693.7,3.43,6.85,0.0903
11/03/09,12:00:00,0,,,21.175,13.762,14.553,,,1458.7,2.66,7.23,0.0899
11/03/09,13:00:00,0,,,21.963,15.008,15.031,,,1233.7,1.9,5.71,0.0894
11/03/09,14:00:00,0,,,21.437,15.676,14.984,,,746.2,1.14,5.33,0.0894
11/03/09,15:00:00,0,,,21.533,15.963,15.27,,,751.2,0.76,4.57,0.089
11/03/09,16:00:00,0,,,20.246,16.177,15.39,,,501.2,0.76,4.57,0.089
11/03/09,17:00:00,0,,,19.484,15.963,15.533,,,523.7,1.52,3.81,0.089
11/03/09,18:00:00,0,,,17.962,15.676,15.342,,,258.7,1.9,4.57,0.0886
11/03/09,19:00:00,1.27,,,16.32,15.199,14.553,,,123.7,1.52,4.95,0.089
11/03/09,20:00:00,0,,,14.17,14.577,12.243,,,6.2,0,0,0.0886
11/03/09,21:00:00,0,,,12.896,13.81,11.297,,,1.2,0,0,0.0886
11/03/09,22:00:00,0,,,12.074,13.233,10.124,,,1.2,0,0,0.0886
11/03/09,23:00:00,0,,,11.248,12.727,8.916,,,1.2,0,0,0.089
12/03/09,00:00:00,0,,,10.785,12.292,8.99,,,1.2,0,0,0.0886
12/03/09,01:00:00,0,,,10.32,11.929,9.163,,,1.2,0,0,0.0886
12/03/09,02:00:00,0,,,10.1,11.637,9.829,,,1.2,0,0,0.0886
12/03/09,03:00:00,0,,,10.075,11.443,10.492,,,1.2,0,0,0.0886
12/03/09,04:00:00,0,,,9.608,11.248,10.296,,,1.2,0,0,0.0882
12/03/09,05:00:00,0,,,9.805,11.053,10.712,,,1.2,0,0,0.0882
12/03/09,06:00:00,0,,,10.026,11.029,10.418,,,1.2,0,0,0.0882
12/03/09,07:00:00,0,,,9.903,10.98,10.271,,,1.2,0,0,0.0882
12/03/09,08:00:00,0,,,10.149,10.932,10.467,,,23.7,0,0,0.0882
12/03/09,09:00:00,0,,,12.413,11.127,12.437,,,261.2,0,0,0.0877
12/03/09,10:00:00,0,,,15.127,11.929,13.401,,,433.7,0,0,0.0877
12/03/09,11:00:00,0,,,17.463,12.944,14.242,,,411.2,0,0,0.0869
12/03/09,12:00:00,0,,,19.698,13.978,15.557,,,443.7,0,0,0.0869
12/03/09,13:00:00,0,,,21.795,15.055,16.963,,,416.2,0,0,0.0865
12/03/09,14:00:00,0,,,22.633,16.177,15.629,,,263.7,0,0,0.086
12/03/09,15:00:00,0,,,18.557,16.129,12.389,,,88.7,0,0,0.0865
12/03/09,16:00:00,0,,,16.344,15.438,11.005,,,68.7,0,0,0.1064
12/03/09,17:00:00,0,,,14.385,14.768,10.565,,,46.2,0,0,0.1696
12/03/09,18:00:00,0,,,13.738,14.242,10.81,,,58.7,0,0,0.1565
12/03/09,19:00:00,0,,,13.618,13.954,11.419,,,51.2,0,0,0.1577
12/03/09,20:00:00,0,,,11.904,13.546,10.1,,,6.2,0,0,0.1514
12/03/09,21:00:00,0,,,10.467,12.799,9.928,,,1.2,0,0,0.1476
12/03/09,22:00:00,0,,,9.805,12.219,10.051,,,1.2,0,0,0.145
12/03/09,23:00:00,0,,,9.41,11.783,10.394,,,1.2,0,0,0.1433
13/03/09,00:00:00,0,,,9.977,11.589,11.175,,,1.2,0,0,0.1416
13/03/09,01:00:00,0,,,10.296,11.589,10.712,,,1.2,0,0,0.1471
13/03/09,02:00:00,0,,,10.394,11.565,10.345,,,1.2,0,0,0.2065
13/03/09,03:00:00,0,,,10.345,11.54,9.952,,,1.2,0,0,0.2379
13/03/09,04:00:00,0,,,10.296,11.467,9.977,,,1.2,0,0,0.2392
13/03/09,05:00:00,0,,,10.418,11.443,10.051,,,1.2,0,0,0.2235
13/03/09,06:00:00,0,,,10.516,11.419,10.222,,,1.2,0,0,0.2125
13/03/09,07:00:00,0,,,10.614,11.394,10.247,,,1.2,0,0,0.2057
13/03/09,08:00:00,0,,,10.687,11.37,10.345,,,6.2,0,0,0.2006
13/03/09,09:00:00,0,,,11.904,11.467,11.273,,,211.2,0,0,0.1963
13/03/09,10:00:00,0,,,15.533,12.243,13.016,,,498.7,0,0,0.1929
13/03/09,11:00:00,0,,,17.772,13.425,14.409,,,386.2,0,0,0.1896
13/03/09,12:00:00,0,,,20.079,14.745,15.414,,,441.2,0,0,0.1866
13/03/09,13:00:00,0,,,21.795,15.939,16.773,,,338.7,0,0,0.184
13/03/09,14:00:00,0,,,21.509,16.606,16.606,,,286.2,0,0,0.1819
13/03/09,15:00:00,0,,,23.184,17.296,18.01,,,291.2,0,0,0.1794
13/03/09,16:00:00,0,,,22.298,18.01,16.701,,,268.7,0,0,0.1781
13/03/09,17:00:00,0,,,20.627,17.891,15.652,,,188.7,0,0,0.1764
13/03/09,18:00:00,0,,,18.557,17.344,14.194,,,126.2,0,0,0.1751
13/03/09,19:00:00,0,,,16.201,16.511,12.582,,,31.2,0,0,0.1743
13/03/09,20:00:00,0,,,14.697,15.605,11.953,,,3.7,0,0,0.173
13/03/09,21:00:00,0,,,13.594,14.888,11.053,,,1.2,0,0,0.1717
13/03/09,22:00:00,0,,,12.606,14.242,10.369,,,1.2,0,0,0.187
13/03/09,23:00:00,0,,,11.783,13.738,9.706,,,1.2,0,0,0.226
14/03/09,00:00:00,0,,,10.516,13.161,8.941,,,1.2,0,0,0.215
14/03/09,01:00:00,0,,,9.509,12.461,9.534,,,1.2,0,0,0.2095
14/03/09,02:00:00,0,,,9.114,11.904,10.124,,,1.2,0,0,0.2057
14/03/09,03:00:00,0,,,9.903,11.686,10.834,,,1.2,0,0,0.2027
14/03/09,04:00:00,0,,,10.467,11.759,10.858,,,1.2,0,0,0.2002
14/03/09,05:00:00,0,,,10.907,11.832,10.834,,,1.2,0,0,0.198
14/03/09,06:00:00,0,,,11.102,11.904,10.81,,,1.2,0,0,0.1959
14/03/09,07:00:00,0,,,11.175,11.904,10.712,,,1.2,0,0,0.1938
14/03/09,08:00:00,0,,,11.2,11.904,10.59,,,6.2,0,0,0.1921
14/03/09,09:00:00,0,,,11.71,11.929,10.761,,,53.7,0,0,0.1908
14/03/09,10:00:00,0,,,12.389,12.147,10.687,,,68.7,0,0,0.1891
14/03/09,11:00:00,0,,,12.389,12.34,10.198,,,43.7,0,0,0.1879
14/03/09,12:00:00,0,,,12.219,12.34,10.247,,,53.7,0,0,0.1862
14/03/09,13:00:00,0,,,13.112,12.389,11.029,,,218.7,0,0,0.1849
14/03/09,14:00:00,0,,,14.505,12.92,11.565,,,188.7,0,0,0.1836
14/03/09,15:00:00,0,,,13.81,13.209,11.078,,,66.2,0,0,0.1828
14/03/09,16:00:00,0,,,11.443,12.944,9.015,,,26.2,0,0,0.2998
14/03/09,17:00:00,0,,,11.053,12.437,9.756,,,46.2,0,0,0.2863
14/03/09,18:00:00,0,,,12.896,12.437,10.687,,,108.7,0,0,0.2621
14/03/09,19:00:00,0,,,11.734,12.485,9.952,,,16.2,0,0,0.2638
14/03/09,20:00:00,0,,,11.078,12.195,9.903,,,3.7,0,0,0.2604
14/03/09,21:00:00,0,,,10.394,11.904,9.336,,,1.2,0,0,0.2536
14/03/09,22:00:00,0,,,9.731,11.589,8.344,,,1.2,0,0,0.2498
14/03/09,23:00:00,0,,,8.369,11.2,6.179,,,1.2,0,0,0.2451
15/03/09,00:00:00,0,,,7.293,10.59,5.205,,,1.2,0,0,0.2409
15/03/09,01:00:00,0,,,6.509,10.124,4.011,,,1.2,0,0,0.2375
15/03/09,02:00:00,0,,,5.693,9.632,3.168,,,1.2,0,0,0.2345
15/03/09,03:00:00,0,,,4.063,9.064,1.153,,,1.2,0,0,0.2324
15/03/09,04:00:00,0,,,3.168,8.469,0.412,,,1.2,0,0,0.2299
15/03/09,05:00:00,0,,,2.584,8.02,0.051,,,1.2,0,0,0.2273
15/03/09,06:00:00,0,,,2.128,7.619,-0.704,,,1.2,0,0,0.2252
15/03/09,07:00:00,0,,,1.886,7.192,-0.845,,,1.2,0,0,0.2231
15/03/09,08:00:00,0,,,1.751,6.813,-0.76,,,28.7,0,0,0.2214
15/03/09,09:00:00,0,,,2.074,6.56,0.467,,,383.7,0,0,0.2197
15/03/09,10:00:00,0,,,3.88,6.509,1.453,,,251.2,0,0,0.218
15/03/09,11:00:00,0,,,6.306,6.889,2.477,,,208.7,0,0,0.2163
15/03/09,12:00:00,0,,,7.82,7.72,3.195,,,171.2,0,0,0.215
15/03/09,13:00:00,0,,,8.792,8.543,3.354,,,178.7,0,0,0.2137
15/03/09,14:00:00,0,,,9.928,9.163,4.48,,,178.7,0,0,0.212
15/03/09,15:00:00,0,,,11.686,9.928,5.847,,,226.2,0,0,0.2108
15/03/09,16:00:00,0,,,11.54,10.614,4.999,,,126.2,0,0,0.2095
15/03/09,17:00:00,0,,,9.682,10.492,3.985,,,91.2,0,0,0.2086
15/03/09,18:00:00,0,,,9.139,10.1,4.454,,,98.7,0,0,0.2078
15/03/09,19:00:00,0,,,7.645,9.78,3.195,,,41.2,0,0,0.2069
15/03/09,20:00:00,0,,,5.591,9.064,2.155,,,3.7,0,0,0.2061
15/03/09,21:00:00,0,,,4.61,8.319,1.994,,,1.2,0,0,0.2057
15/03/09,22:00:00,0,,,4.298,7.795,2.182,,,1.2,0,0,0.2048
15/03/09,23:00:00,0,,,4.428,7.544,2.343,,,1.2,0,0,0.204
16/03/09,00:00:00,0,,,4.089,7.343,2.128,,,1.2,0,0,0.2036
16/03/09,01:00:00,0,,,3.749,7.142,1.805,,,1.2,0,0,0.2027
16/03/09,02:00:00,0,,,3.168,6.864,1.48,,,1.2,0,0,0.2023
16/03/09,03:00:00,0,,,2.85,6.56,1.67,,,1.2,0,0,0.2019
16/03/09,04:00:00,0,,,3.089,6.382,2.128,,,1.2,0,0,0.201
16/03/09,05:00:00,0,,,3.617,6.433,1.94,,,1.2,0,0,0.2002
16/03/09,06:00:00,0,,,3.643,6.458,1.967,,,1.2,0,0,0.1997
16/03/09,07:00:00,0,,,3.906,6.458,2.236,,,1.2,0,0,0.1989
16/03/09,08:00:00,0,,,3.958,6.509,2.289,,,16.2,0,0,0.1985
16/03/09,09:00:00,0,,,4.506,6.535,2.823,,,161.2,0,0,0.1976
16/03/09,10:00:00,0,,,5.488,6.839,3.009,,,141.2,0,0,0.1968
16/03/09,11:00:00,0,,,7.167,7.217,4.792,,,468.7,0,0,0.1959
16/03/09,12:00:00,0,,,10.785,8.17,6.687,,,588.7,0,0,0.1951
16/03/09,13:00:00,0,,,13.353,9.682,7.619,,,403.7,0,0,0.1938
16/03/09,14:00:00,0,,,15.461,10.98,9.361,,,218.7,0,0,0.1929
16/03/09,15:00:00,0.51,,,16.82,12.268,9.756,,,248.7,0,10.66,0.1921
16/03/09,16:00:00,0,,,14.314,12.823,6.763,,,168.7,0,0,0.1917
16/03/09,17:00:00,0,,,11.71,12.05,6.255,,,111.2,0,0,0.1917
16/03/09,18:00:00,0,,,10.1,11.248,6.051,,,78.7,0,0,0.1912
16/03/09,19:00:00,0,,,8.891,10.59,5.179,,,46.2,0,0,0.1908
16/03/09,20:00:00,0,,,7.569,9.928,3.749,,,3.7,0,0,0.1908
16/03/09,21:00:00,0,,,6.509,9.262,3.301,,,1.2,0,0,0.1904
16/03/09,22:00:00,0,,,5.745,8.693,3.195,,,1.2,0,0,0.19
16/03/09,23:00:00,0,,,5.462,8.27,3.433,,,1.2,0,0,0.1896
17/03/09,00:00:00,0,,,4.662,7.945,2.236,,,1.2,0,0,0.1896
17/03/09,01:00:00,0,,,3.617,7.444,1.317,,,1.2,0,0,0.1891
17/03/09,02:00:00,0,,,2.744,6.889,0.605,,,1.2,0,0,0.1891
17/03/09,03:00:00,0,,,2.584,6.458,2.343,,,1.2,0,0,0.1887
17/03/09,04:00:00,0,,,2.503,6.255,2.074,,,1.2,0,0,0.1883
17/03/09,05:00:00,0,,,1.886,6,-0.143,,,1.2,0,0,0.1879
17/03/09,06:00:00,0,,,1.615,5.642,0.742,,,1.2,0,0,0.1879
17/03/09,07:00:00,0,,,1.615,5.437,1.071,,,1.2,0,0,0.1874
17/03/09,08:00:00,0,,,2.182,5.334,2.477,,,28.7,0,0,0.187
17/03/09,09:00:00,0,,,4.298,5.668,4.714,,,153.7,0,0,0.1866
17/03/09,10:00:00,0,,,7.494,6.382,7.419,,,253.7,0,0,0.1857
17/03/09,11:00:00,0,,,11.613,7.67,10.785,,,1913.7,0,0,0.1849
17/03/09,12:00:00,0,,,15.247,9.485,13.377,,,1713.7,0,0,0.184
17/03/09,13:00:00,0,,,18.319,11.394,15.103,,,1336.2,0,0,0.1828
17/03/09,14:00:00,0,,,20.65,13.233,16.63,,,848.7,0,0,0.1823
17/03/09,15:00:00,0,,,21.223,14.673,17.748,,,301.2,0,0,0.1815
17/03/09,16:00:00,0,,,20.77,15.461,18.081,,,166.2,0,0,0.1811
17/03/09,17:00:00,0,,,19.318,15.724,17.653,,,143.7,0,0,0.1811
17/03/09,18:00:00,0,,,16.796,15.175,14.529,,,116.2,0,0,0.1806
17/03/09,19:00:00,0,,,13.882,14.074,11.321,,,58.7,0,0,0.1806
17/03/09,20:00:00,0,,,10.712,12.703,6.585,,,6.2,0,0,0.1806
17/03/09,21:00:00,0,,,8.245,11.297,3.063,,,1.2,0,0,0.1806
17/03/09,22:00:00,0,,,6.458,10.1,0.962,,,1.2,0,0,0.1806
17/03/09,23:00:00,0,,,5.154,9.064,0.934,,,1.2,0,0,0.1802
18/03/09,00:00:00,0,,,4.168,8.245,0.852,,,1.2,0,0,0.1802
18/03/09,01:00:00,0,,,3.696,7.619,1.805,,,1.2,0,0,0.1802
18/03/09,02:00:00,0,,,3.406,7.192,2.101,,,1.2,0,0,0.1798
18/03/09,03:00:00,0,,,3.327,6.839,3.722,,,1.2,0,0,0.1798
18/03/09,04:00:00,0,,,3.538,6.712,5.308,,,1.2,0,0,0.1794
18/03/09,05:00:00,0,,,3.617,6.661,5.488,,,1.2,0,0,0.1794
18/03/09,06:00:00,0,,,3.38,6.535,4.428,,,1.2,0,0,0.1789
18/03/09,07:00:00,0,,,3.142,6.281,5.36,,,1.2,0,0,0.1785
18/03/09,08:00:00,0,,,3.38,6.204,6.026,,,18.7,0,0,0.1785
18/03/09,09:00:00,0,,,5.872,6.357,8.817,,,46.2,0,0,0.1777
18/03/09,10:00:00,0,,,10.001,7.343,11.443,,,173.7,0,0,0.1773
18/03/09,11:00:00,0,,,14.218,8.99,14.218,,,1906.2,0,0,0.1764
18/03/09,12:00:00,0,,,18.485,11.127,16.773,,,1713.7,0,0,0.1756
18/03/09,13:00:00,0,,,21.199,13.305,17.701,,,1338.7,0,0,0.1747
18/03/09,14:00:00,0,,,22.561,15.103,18.295,,,858.7,0,0,0.1739
18/03/09,15:00:00,0,,,22.776,16.368,18.438,,,308.7,0,0,0.1734
18/03/09,16:00:00,0,,,22.298,17.082,18.961,,,166.2,0,0,0.173
18/03/09,17:00:00,0,,,20.817,17.272,18.152,,,138.7,0,0,0.1734
18/03/09,18:00:00,0,,,18.176,16.534,16.225,,,101.2,0,0,0.173
18/03/09,19:00:00,0,,,15.008,15.27,12.871,,,53.7,0,0,0.173
18/03/09,20:00:00,0,,,11.904,13.786,9.336,,,1.2,0,0,0.173
18/03/09,21:00:00,0,,,10.149,12.485,8.618,,,1.2,0,0,0.173
18/03/09,22:00:00,0,,,8.965,11.565,8.419,,,1.2,0,0,0.1726
18/03/09,23:00:00,0,,,7.97,10.834,7.393,,,1.2,0,0,0.1726
19/03/09,00:00:00,0,,,7.268,10.198,6.535,,,1.2,0,0,0.1726
19/03/09,01:00:00,0,,,6.839,9.682,7.895,,,1.2,0,0,0.1726
19/03/09,02:00:00,0,,,6.661,9.361,8.543,,,1.2,0,0,0.1722
19/03/09,03:00:00,0,,,6.509,9.139,8.27,,,1.2,0,0,0.1722
19/03/09,04:00:00,0,,,6.179,8.891,7.995,,,1.2,0,0,0.1717
19/03/09,05:00:00,0,,,6.306,8.693,8.593,,,1.2,0,0,0.1717
19/03/09,06:00:00,0,,,6.331,8.618,8.817,,,1.2,0,0,0.1713
19/03/09,07:00:00,0,,,6.23,8.519,8.444,,,1.2,0,0,0.1713
19/03/09,08:00:00,0,,,5.975,8.369,8.145,,,18.7,0,0,0.1713
19/03/09,09:00:00,0,,,6.636,8.295,8.494,,,68.7,0,0,0.1709
19/03/09,10:00:00,0,,,7.444,8.419,9.312,,,236.2,0,0,0.1705
19/03/09,11:00:00,0,,,11.516,9.089,13.954,,,1281.2,0,0,0.1696
19/03/09,12:00:00,0,,,16.463,10.81,17.368,,,1633.7,0,0,0.1688
19/03/09,13:00:00,0,,,19.651,12.847,18.319,,,1331.2,0,0,0.1679
19/03/09,14:00:00,0,,,22.154,14.649,19.603,,,856.2,0,0,0.1671
19/03/09,15:00:00,0,,,23.424,16.177,20.317,,,308.7,0,0,0.1666
19/03/09,16:00:00,0,,,23.28,17.106,20.674,,,166.2,0,0,0.1666
