"Date","Time, GMT+11:00","Water Content, m^3/m^3 (LGR S/N: 9832560, SEN S/N: 0)","Temp, °C (LGR S/N: 9832560, SEN S/N: 9818210)","RH, % (LGR S/N: 9832560, SEN S/N: 9818210)","Temp, °C (LGR S/N: 9832560, SEN S/N: 9824742)","Water Content, m³/m³ (LGR S/N: 9832560, SEN S/N: 9833751)","DewPt, °C (LGR S/N: 9832560, SEN S/N: 9818210)"
22/01/20,09:00:01,0.11845,11.005,89.200,10.980,0.1165,9.3
22/01/20,10:00:01,0.11788,12.364,88.600,11.540,0.1150,10.5
22/01/20,11:00:01,0.11788,12.823,88.000,11.710,0.1136,10.9
22/01/20,12:00:01,0.11788,20.579,82.700,12.751,0.1143,17.6
22/01/20,13:00:01,0.11788,23.593,60.700,16.487,0.1056,15.6
22/01/20,14:00:01,0.11788,23.713,56.800,17.819,0.0983,14.7
22/01/20,15:00:01,0.11731,22.154,58.600,17.986,0.0940,13.7
22/01/20,16:00:01,0.11617,21.819,56.600,17.058,0.0904,12.8
22/01/20,17:00:01,0.11559,19.651,55.500,16.415,0.0882,10.5
22/01/20,18:00:01,0.11502,17.249,59.300,15.031,0.0860,9.3
22/01/20,19:00:01,0.11445,14.098,63.500,14.194,0.0845,7.3
22/01/20,20:00:01,0.11388,13.594,68.600,12.727,0.0838,7.9
22/01/20,21:00:01,0.11388,12.799,67.100,12.534,0.0838,6.9
22/01/20,22:00:01,0.11274,12.509,70.700,12.098,0.0831,7.3
22/01/20,23:00:01,0.11217,11.759,68.800,11.807,0.0831,6.2
23/01/20,00:00:01,0.11217,12.219,68.400,11.492,0.0831,6.6
23/01/20,01:00:01,0.11160,12.871,65.100,11.516,0.0824,6.5
23/01/20,02:00:01,0.11160,12.582,65.000,11.516,0.0824,6.2
23/01/20,03:00:01,0.11160,13.810,60.700,11.492,0.0816,6.4
23/01/20,04:00:01,0.11102,13.978,55.800,11.613,0.0802,5.3
23/01/20,05:00:01,0.11102,14.266,53.500,11.589,0.0795,5.0
23/01/20,06:00:01,0.11045,13.016,56.700,11.540,0.0780,4.6
23/01/20,07:00:01,0.11045,10.736,71.200,11.224,0.0780,5.7
23/01/20,08:00:01,0.11102,9.879,87.900,10.761,0.0809,8.0
23/01/20,09:00:01,0.11160,10.443,85.200,10.785,0.0845,8.1
23/01/20,10:00:01,0.11102,9.780,85.200,10.785,0.1448,7.4
23/01/20,11:00:01,0.16473,9.558,85.800,10.345,0.2923,7.3
23/01/20,12:00:01,0.15958,8.965,86.300,9.977,0.2400,6.8
23/01/20,13:00:01,0.15273,8.593,86.600,9.410,0.2000,6.5
23/01/20,14:00:01,0.14587,8.817,86.900,9.361,0.1797,6.8
23/01/20,15:00:01,0.14187,8.618,86.900,9.608,0.1695,6.6
23/01/20,16:00:01,0.13959,8.070,86.900,9.139,0.1630,6.0
23/01/20,17:00:01,0.13787,8.394,87.000,8.990,0.1586,6.4
23/01/20,18:00:01,0.13673,8.145,87.000,9.139,0.1550,6.1
23/01/20,19:00:01,0.13559,8.095,87.300,8.990,0.1528,6.1
23/01/20,20:00:01,0.13502,8.145,87.500,9.064,0.1528,6.2
23/01/20,21:00:01,0.13388,7.619,87.600,8.866,0.1514,5.7
23/01/20,22:00:01,0.13330,7.242,87.600,8.643,0.1506,5.3
23/01/20,23:00:01,0.13273,6.661,87.500,8.319,0.1485,4.7
24/01/20,00:00:01,0.13216,5.231,87.500,7.720,0.1470,3.3
24/01/20,01:00:01,0.13159,4.714,87.600,7.142,0.1456,2.8
24/01/20,02:00:01,0.13102,3.985,87.800,6.687,0.1448,2.1
24/01/20,03:00:01,0.12988,3.380,87.900,6.408,0.1434,1.6
24/01/20,04:00:01,0.12988,2.983,88.000,6.179,0.1426,1.2
24/01/20,05:00:01,0.12931,2.664,88.100,5.796,0.1419,0.9
24/01/20,06:00:01,0.12873,2.610,88.200,5.616,0.1412,0.9
24/01/20,07:00:01,0.12873,2.744,88.200,5.462,0.1412,1.0
24/01/20,08:00:01,0.12873,5.462,88.200,6.026,0.1419,3.7
24/01/20,09:00:01,0.12873,10.271,88.700,7.116,0.1434,8.5
24/01/20,10:00:01,0.12931,14.385,80.300,8.742,0.1426,11.1
24/01/20,11:00:01,0.12931,17.320,68.900,10.663,0.1383,11.6
24/01/20,12:00:01,0.12931,19.413,63.600,12.534,0.1332,12.4
24/01/20,13:00:01,0.12931,20.913,60.100,14.194,0.1259,12.9
24/01/20,14:00:01,0.12816,20.793,62.500,16.082,0.1209,13.4
24/01/20,15:00:01,0.12759,20.770,62.400,16.987,0.1158,13.3
24/01/20,16:00:01,0.12588,19.151,61.900,16.249,0.1136,11.7
24/01/20,17:00:01,0.12531,16.654,63.000,15.294,0.1114,9.6
24/01/20,18:00:01,0.12416,14.864,67.400,14.409,0.1100,8.9
24/01/20,19:00:01,0.12359,12.268,72.600,13.497,0.1085,7.5
24/01/20,20:00:01,0.12359,10.051,77.600,11.807,0.1085,6.3
24/01/20,21:00:01,0.12245,6.965,82.800,9.583,0.1078,4.2
24/01/20,22:00:01,0.12188,5.334,85.000,7.619,0.1078,3.0
24/01/20,23:00:01,0.12188,4.194,85.900,6.281,0.1078,2.0
25/01/20,00:00:01,0.12131,3.591,86.800,5.949,0.1078,1.6
25/01/20,01:00:01,0.12074,3.274,88.100,5.411,0.1078,1.5
25/01/20,02:00:01,0.12016,4.428,90.700,6.737,0.1078,3.0
25/01/20,03:00:01,0.12016,4.947,89.200,7.041,0.1085,3.3
25/01/20,04:00:01,0.12016,5.205,89.300,7.066,0.1085,3.6
25/01/20,05:00:01,0.11959,4.973,90.100,7.015,0.1085,3.5
25/01/20,06:00:01,0.11959,5.179,90.300,6.839,0.1092,3.7
25/01/20,07:00:01,0.11959,5.898,87.700,6.737,0.1092,4.0
25/01/20,08:00:01,0.11959,10.687,75.500,7.419,0.1100,6.5
25/01/20,09:00:01,0.12016,16.153,61.600,8.742,0.1107,8.8
25/01/20,10:00:01,0.12016,21.413,51.400,10.320,0.1085,11.0
25/01/20,11:00:01,0.12074,26.426,45.700,12.751,0.1049,13.8
25/01/20,12:00:01,0.12131,28.419,43.100,15.294,0.0983,14.7
25/01/20,13:00:01,0.12074,29.340,43.900,17.368,0.0882,15.8
25/01/20,14:00:01,0.12016,29.090,45.000,18.842,0.0816,16.0
25/01/20,15:00:01,0.11902,27.677,45.200,19.722,0.0780,14.8
25/01/20,16:00:01,0.11845,24.460,50.200,19.318,0.0758,13.4
25/01/20,17:00:01,0.11731,21.103,55.400,18.295,0.0751,11.8
25/01/20,18:00:01,0.11674,18.818,61.500,17.368,0.0736,11.3
25/01/20,19:00:01,0.11617,16.439,68.200,16.487,0.0729,10.6
25/01/20,20:00:01,0.11559,14.002,74.300,14.912,0.0722,9.5
25/01/20,21:00:01,0.11559,10.271,79.200,12.413,0.0722,6.8
25/01/20,22:00:01,0.11445,8.742,81.400,10.026,0.0729,5.7
25/01/20,23:00:01,0.11502,7.469,86.500,9.829,0.0722,5.4
26/01/20,00:00:01,0.11388,6.000,84.600,8.295,0.0722,3.6
26/01/20,01:00:01,0.11388,5.076,86.000,7.720,0.0722,2.9
26/01/20,02:00:01,0.11331,6.763,90.500,8.618,0.0729,5.3
26/01/20,03:00:01,0.11331,7.444,89.800,9.064,0.0729,5.9
26/01/20,04:00:01,0.11331,7.619,89.000,9.287,0.0729,5.9
26/01/20,05:00:01,0.11331,7.995,89.800,9.213,0.0736,6.4
26/01/20,06:00:01,0.11331,7.920,90.200,9.114,0.0736,6.4
26/01/20,07:00:01,0.11274,8.369,89.800,9.114,0.0744,6.8
26/01/20,08:00:01,0.11274,12.630,83.600,9.780,0.0744,9.9
26/01/20,09:00:01,0.11331,18.461,62.800,10.834,0.0736,11.3
26/01/20,10:00:01,0.11331,23.376,50.400,12.485,0.0722,12.5
26/01/20,11:00:01,0.11445,26.989,44.000,14.050,0.0678,13.7
26/01/20,12:00:01,0.11445,29.540,42.100,16.368,0.0613,15.3
26/01/20,13:00:01,0.11445,28.766,40.500,18.200,0.0533,14.0
26/01/20,14:00:01,0.11331,29.640,41.600,19.484,0.0490,15.2
26/01/20,15:00:01,0.11217,28.196,41.800,20.579,0.0453,14.0
26/01/20,16:00:01,0.11160,25.817,44.800,20.341,0.0439,12.9
26/01/20,17:00:01,0.11045,22.705,48.800,19.270,0.0424,11.4
26/01/20,18:00:01,0.10988,20.150,54.100,18.224,0.0424,10.6
26/01/20,19:00:01,0.10988,17.320,58.000,17.320,0.0417,9.0
26/01/20,20:00:01,0.10931,14.721,64.600,15.605,0.0417,8.1
26/01/20,21:00:01,0.10874,12.968,69.200,14.170,0.0424,7.5
26/01/20,22:00:01,0.10874,11.565,74.700,12.968,0.0424,7.2
26/01/20,23:00:01,0.10817,9.903,77.800,11.492,0.0424,6.2
27/01/20,00:00:01,0.10817,7.242,78.000,9.706,0.0424,3.7
27/01/20,01:00:01,0.10817,6.026,80.000,8.369,0.0424,2.8
27/01/20,02:00:01,0.10760,7.419,85.300,8.693,0.0424,5.1
27/01/20,03:00:01,0.10760,7.419,88.700,9.682,0.0424,5.7
27/01/20,04:00:01,0.10760,8.020,90.000,9.657,0.0424,6.5
27/01/20,05:00:01,0.10702,8.145,90.500,9.805,0.0431,6.7
27/01/20,06:00:01,0.10760,9.213,87.500,10.149,0.0431,7.3
27/01/20,07:00:01,0.10760,10.369,88.700,10.345,0.0439,8.6
27/01/20,08:00:01,0.10702,14.649,85.000,11.273,0.0431,12.2
27/01/20,09:00:01,0.10702,20.055,67.300,12.461,0.0417,13.8
27/01/20,10:00:01,0.10760,24.992,53.500,13.834,0.0402,14.9
27/01/20,11:00:01,0.10760,28.617,45.500,15.676,0.0359,15.7
27/01/20,12:00:01,0.10760,29.840,43.000,17.843,0.0308,15.9
27/01/20,13:00:01,0.10702,31.408,40.900,19.246,0.0257,16.5
27/01/20,14:00:01,0.10645,31.255,38.900,20.889,0.0214,15.6
27/01/20,15:00:01,0.10531,28.791,40.500,21.915,0.0177,14.1
27/01/20,16:00:01,0.10417,26.451,43.600,21.032,0.0163,13.1
27/01/20,17:00:01,0.10303,23.232,46.600,20.222,0.0155,11.2
27/01/20,18:00:01,0.10245,20.531,49.500,19.032,0.0148,9.6
27/01/20,19:00:01,0.10188,18.319,52.600,17.391,0.0148,8.5
27/01/20,20:00:01,0.10188,15.700,56.000,16.082,0.0148,7.0
27/01/20,21:00:01,0.10188,13.281,62.000,14.433,0.0155,6.2
27/01/20,22:00:01,0.10131,11.029,68.000,12.727,0.0170,5.4
27/01/20,23:00:01,0.10074,7.970,70.000,10.785,0.0177,2.8
28/01/20,00:00:01,0.10074,6.179,73.300,8.916,0.0184,1.8
28/01/20,01:00:01,0.10074,6.000,76.400,8.095,0.0184,2.2
28/01/20,02:00:01,0.10017,5.128,77.900,7.745,0.0192,1.6
28/01/20,03:00:01,0.10017,5.102,79.900,7.619,0.0192,1.9
28/01/20,04:00:01,0.10017,7.293,80.100,8.668,0.0192,4.1
28/01/20,05:00:01,0.10017,8.444,72.200,9.163,0.0192,3.7
28/01/20,06:00:01,0.09960,8.070,66.000,9.287,0.0192,2.1
28/01/20,07:00:01,0.10017,8.145,63.500,9.163,0.0192,1.6
28/01/20,08:00:01,0.09960,11.710,66.500,9.928,0.0184,5.7
28/01/20,09:00:01,0.09960,19.627,50.800,11.321,0.0170,9.2
28/01/20,10:00:01,0.09960,26.256,38.900,13.040,0.0155,11.2
28/01/20,11:00:01,0.09960,29.665,34.200,15.199,0.0119,12.2
28/01/20,12:00:01,0.09903,32.872,29.700,17.558,0.0061,12.9
28/01/20,13:00:01,0.09846,32.949,31.000,19.770,-0.0019,13.6
28/01/20,14:00:01,0.09731,30.545,35.300,20.507,-0.0062,13.5
28/01/20,15:00:01,0.09674,27.604,37.100,21.437,-0.0084,11.7
28/01/20,16:00:01,0.09503,26.012,39.300,20.889,-0.0092,11.1
28/01/20,17:00:01,0.09389,23.232,42.900,19.912,-0.0092,9.9
28/01/20,18:00:01,0.09331,20.412,45.300,18.771,-0.0084,8.2
28/01/20,19:00:01,0.09331,18.247,50.600,17.486,-0.0084,7.8
28/01/20,20:00:01,0.09274,15.796,68.300,15.796,-0.0077,10.0
28/01/20,21:00:01,0.09274,12.050,74.600,13.618,-0.0062,7.7
28/01/20,22:00:01,0.09274,9.386,74.700,11.346,-0.0048,5.1
28/01/20,23:00:01,0.09217,7.268,76.400,9.756,-0.0041,3.4
29/01/20,00:00:01,0.09217,6.990,81.000,9.534,-0.0033,4.0
29/01/20,01:00:01,0.09217,5.642,79.900,8.344,-0.0026,2.5
29/01/20,02:00:01,0.09160,4.999,81.000,7.745,-0.0019,2.0
29/01/20,03:00:01,0.09160,4.636,82.200,7.318,-0.0012,1.9
29/01/20,04:00:01,0.09160,4.194,82.500,7.041,-0.0004,1.5
29/01/20,05:00:01,0.09160,3.932,83.600,6.839,0.0003,1.4
29/01/20,06:00:01,0.09103,4.141,85.300,7.015,0.0003,1.9
29/01/20,07:00:01,0.09103,3.854,84.700,6.306,0.0010,1.5
29/01/20,08:00:01,0.09103,12.074,87.000,8.693,0.0017,10.0
29/01/20,09:00:01,0.09160,21.223,63.900,11.419,0.0010,14.1
29/01/20,10:00:01,0.09103,25.793,50.800,15.366,-0.0012,14.8
29/01/20,11:00:01,0.09103,27.628,37.000,17.272,-0.0055,11.6
29/01/20,12:00:01,0.09103,28.419,38.500,19.722,-0.0113,12.9
29/01/20,13:00:01,0.09046,32.484,35.400,21.581,-0.0179,15.2
29/01/20,14:00:01,0.08874,29.916,35.000,23.160,-0.0215,12.8
29/01/20,15:00:01,0.08703,29.640,37.200,23.954,-0.0237,13.5
29/01/20,16:00:01,0.08589,26.891,41.300,23.184,-0.0222,12.7
29/01/20,17:00:01,0.08474,24.532,45.300,21.294,-0.0222,11.9
29/01/20,18:00:01,0.08360,21.843,47.200,20.674,-0.0222,10.1
29/01/20,19:00:01,0.08303,19.555,51.100,19.103,-0.0208,9.2
29/01/20,20:00:01,0.08303,16.606,59.100,16.677,-0.0208,8.6
29/01/20,21:00:01,0.08246,13.185,69.100,14.314,-0.0193,7.7
29/01/20,22:00:01,0.08246,9.879,74.400,12.292,-0.0179,5.6
29/01/20,23:00:01,0.08246,7.670,74.900,10.075,-0.0171,3.5
30/01/20,00:00:01,0.08246,9.114,82.600,10.149,-0.0157,6.3
30/01/20,01:00:01,0.08246,6.712,81.300,9.410,-0.0164,3.7
30/01/20,02:00:01,0.08246,5.514,79.900,7.920,-0.0157,2.3
30/01/20,03:00:01,0.08189,8.145,84.500,7.945,-0.0150,5.7
30/01/20,04:00:01,0.08189,9.435,88.200,10.247,-0.0150,7.6
30/01/20,05:00:01,0.08189,9.829,88.300,10.173,-0.0142,8.0
30/01/20,06:00:01,0.08189,10.320,88.200,10.712,-0.0135,8.5
30/01/20,07:00:01,0.08189,10.712,85.400,10.932,-0.0135,8.4
30/01/20,08:00:01,0.08246,15.819,80.000,11.832,-0.0128,12.4
30/01/20,09:00:01,0.08189,21.270,57.400,13.449,-0.0135,12.5
30/01/20,10:00:01,0.08189,25.331,44.800,15.199,-0.0142,12.5
30/01/20,11:00:01,0.08189,28.866,40.000,17.439,-0.0171,13.9
30/01/20,12:00:01,0.08189,32.381,36.300,19.817,-0.0237,15.5
30/01/20,13:00:01,0.08075,32.021,34.300,21.628,-0.0295,14.3
30/01/20,14:00:01,0.07903,32.484,36.300,23.352,-0.0338,15.6
30/01/20,15:00:01,0.07732,31.765,39.200,24.315,-0.0346,16.2
30/01/20,16:00:01,0.07618,29.365,41.700,23.713,-0.0346,15.0
30/01/20,17:00:01,0.07560,26.085,45.000,22.345,-0.0338,13.2
30/01/20,18:00:01,0.07446,23.376,50.700,21.318,-0.0317,12.6
30/01/20,19:00:01,0.07389,20.222,54.300,19.770,-0.0309,10.7
30/01/20,20:00:01,0.07389,17.272,62.400,17.843,-0.0295,10.0
30/01/20,21:00:01,0.07332,14.074,67.900,15.700,-0.0295,8.3
30/01/20,22:00:01,0.07332,11.127,69.800,13.088,-0.0273,5.8
30/01/20,23:00:01,0.07275,9.262,73.100,11.078,-0.0266,4.7
31/01/20,00:00:01,0.07275,8.220,76.500,10.443,-0.0251,4.3
31/01/20,01:00:01,0.07275,7.594,78.300,9.312,-0.0237,4.1
31/01/20,02:00:01,0.07275,8.295,82.700,9.435,-0.0237,5.5
31/01/20,03:00:01,0.07275,9.386,85.000,9.780,-0.0222,7.0
31/01/20,04:00:01,0.07275,13.185,73.100,11.565,-0.0230,8.5
31/01/20,05:00:01,0.07218,10.810,67.500,11.929,-0.0237,5.0
31/01/20,06:00:01,0.07218,9.903,77.800,11.200,-0.0230,6.2
31/01/20,07:00:01,0.07218,10.320,82.800,11.029,-0.0230,7.5
31/01/20,08:00:01,0.07275,17.915,74.000,12.630,-0.0230,13.2
31/01/20,09:00:01,0.07218,24.677,47.800,14.577,-0.0230,12.9
31/01/20,10:00:01,0.07218,29.615,38.500,16.582,-0.0222,14.0
31/01/20,11:00:01,0.07160,31.919,33.900,18.723,-0.0280,14.1
31/01/20,12:00:01,0.06989,33.940,34.100,21.270,-0.0331,15.9
31/01/20,13:00:01,0.06932,34.942,34.700,23.304,-0.0375,17.1
31/01/20,14:00:01,0.06875,33.652,35.300,24.798,-0.0404,16.2
31/01/20,15:00:01,0.06589,33.443,38.600,25.768,-0.0411,17.4
31/01/20,16:00:01,0.06475,31.459,41.900,25.186,-0.0411,17.0
31/01/20,17:00:01,0.06418,28.394,44.700,23.376,-0.0404,15.2
31/01/20,18:00:01,0.06361,25.817,46.700,22.417,-0.0397,13.6
31/01/20,19:00:01,0.06189,24.219,44.700,21.223,-0.0375,11.5
31/01/20,20:00:01,0.06132,21.867,47.800,19.888,-0.0368,10.3
31/01/20,21:00:01,0.06132,21.175,53.300,18.889,-0.0360,11.3
31/01/20,22:00:01,0.06132,21.915,55.000,18.771,-0.0368,12.5
31/01/20,23:00:01,0.06132,21.342,56.700,19.032,-0.0353,12.4
01/02/20,00:00:01,0.06075,20.913,61.200,18.961,-0.0368,13.2
01/02/20,01:00:01,0.06075,20.770,63.600,18.818,-0.0368,13.6
01/02/20,02:00:01,0.06075,21.079,63.900,19.008,-0.0360,14.0
01/02/20,03:00:01,0.06075,20.984,64.600,18.985,-0.0360,14.1
01/02/20,04:00:01,0.06075,20.841,63.700,18.937,-0.0353,13.7
01/02/20,05:00:01,0.06075,20.103,64.500,18.652,-0.0338,13.2
01/02/20,06:00:01,0.06075,18.889,70.400,18.105,-0.0331,13.4
01/02/20,07:00:01,0.06018,19.080,76.600,17.772,-0.0338,14.9
01/02/20,08:00:01,0.06018,21.963,75.500,18.866,-0.0317,17.5
01/02/20,09:00:01,0.06018,24.919,65.500,20.150,-0.0338,18.0
01/02/20,10:00:01,0.06018,27.358,63.600,20.841,-0.0338,19.9
01/02/20,11:00:01,0.06018,27.974,59.600,21.915,-0.0353,19.4
01/02/20,12:00:01,0.06018,31.255,55.200,22.609,-0.0368,21.2
01/02/20,13:00:01,0.05904,31.842,48.100,24.484,-0.0404,19.5
01/02/20,14:00:01,0.05847,29.365,52.300,24.026,-0.0418,18.6
01/02/20,15:00:01,0.05732,28.941,54.000,24.339,-0.0426,18.7
01/02/20,16:00:01,0.05618,28.147,53.700,24.315,-0.0426,17.9
01/02/20,17:00:01,0.05561,24.919,57.900,23.136,-0.0418,16.1
01/02/20,18:00:01,0.05504,24.581,62.600,21.867,-0.0418,17.0
01/02/20,19:00:01,0.05504,21.270,67.000,20.770,-0.0411,14.9
01/02/20,20:00:01,0.05675,17.724,86.800,18.913,-0.0397,15.5
01/02/20,21:00:01,0.05618,16.463,87.500,17.296,-0.0382,14.4
01/02/20,22:00:01,0.05618,16.654,88.900,16.677,-0.0375,14.8
01/02/20,23:00:01,0.05561,16.487,89.200,16.511,-0.0368,14.7
02/02/20,00:00:01,0.05561,16.749,89.600,16.368,-0.0360,15.1
02/02/20,01:00:01,0.05561,16.701,89.400,16.392,-0.0346,15.0
02/02/20,02:00:01,0.05561,16.654,87.400,16.463,-0.0338,14.6
02/02/20,03:00:01,0.05561,16.249,85.700,16.392,-0.0346,13.9
02/02/20,04:00:01,0.05561,16.749,83.600,16.487,-0.0338,14.0
02/02/20,05:00:01,0.05561,16.654,83.700,16.630,-0.0331,13.9
02/02/20,06:00:01,0.05561,16.606,83.900,16.582,-0.0331,13.9
02/02/20,07:00:01,0.05732,16.439,84.400,16.582,-0.0331,13.8
02/02/20,08:00:01,0.05732,16.225,84.900,16.487,-0.0309,13.7
02/02/20,09:00:01,0.05789,15.652,85.000,16.201,-0.0324,13.2
02/02/20,10:00:01,0.05847,15.939,84.900,15.557,-0.0324,13.4
02/02/20,11:00:01,0.05904,19.270,86.800,15.796,-0.0309,17.0
02/02/20,12:00:01,0.05847,18.271,81.500,15.676,-0.0309,15.1
02/02/20,13:00:01,0.05847,25.793,71.800,16.915,-0.0324,20.3
02/02/20,14:00:01,0.05847,20.674,56.500,17.724,-0.0368,11.7
02/02/20,15:00:01,0.05789,25.065,55.400,18.081,-0.0375,15.5
02/02/20,16:00:01,0.05732,23.304,54.300,19.151,-0.0375,13.6
02/02/20,17:00:01,0.05675,19.722,56.100,18.628,-0.0382,10.7
02/02/20,18:00:01,0.05618,17.106,60.200,17.130,-0.0375,9.3
02/02/20,19:00:01,0.05561,14.457,69.100,16.034,-0.0375,8.9
02/02/20,20:00:01,0.05561,11.467,77.700,14.146,-0.0360,7.7
02/02/20,21:00:01,0.05504,9.756,84.500,12.461,-0.0353,7.3
02/02/20,22:00:01,0.05504,9.336,86.400,11.589,-0.0346,7.2
02/02/20,23:00:01,0.05504,8.792,88.000,11.224,-0.0338,6.9
03/02/20,00:00:01,0.05504,8.020,89.400,10.590,-0.0338,6.4
03/02/20,01:00:01,0.05447,7.419,90.800,10.124,-0.0331,6.0
03/02/20,02:00:01,0.05504,6.990,91.300,9.558,-0.0324,5.7
03/02/20,03:00:01,0.05504,6.864,91.600,9.287,-0.0317,5.6
03/02/20,04:00:01,0.05447,6.687,91.500,9.114,-0.0317,5.4
03/02/20,05:00:01,0.05447,6.204,90.800,8.941,-0.0309,4.8
03/02/20,06:00:01,0.05447,5.770,90.500,8.494,-0.0302,4.3
03/02/20,07:00:01,0.05447,5.102,89.200,7.519,-0.0302,3.5
03/02/20,08:00:01,0.05504,8.519,75.300,7.242,-0.0288,4.4
03/02/20,09:00:01,0.05447,15.055,57.900,8.693,-0.0288,6.8
03/02/20,10:00:01,0.05390,23.256,45.900,11.175,-0.0295,11.0
03/02/20,11:00:01,0.05447,27.751,40.200,13.858,-0.0295,13.0
03/02/20,12:00:01,0.05447,24.871,37.900,16.511,-0.0375,9.6
03/02/20,13:00:01,0.05447,21.867,46.300,16.153,-0.0389,9.8
03/02/20,14:00:01,0.05390,26.769,40.100,18.319,-0.0404,12.1
03/02/20,15:00:01,0.05332,25.113,41.700,19.460,-0.0418,11.2
03/02/20,16:00:01,0.05218,19.365,43.700,18.081,-0.0418,6.7
03/02/20,17:00:01,0.05161,15.986,46.700,14.864,-0.0418,4.6
03/02/20,18:00:01,0.05104,11.929,54.000,11.953,-0.0418,2.9
03/02/20,19:00:01,0.05047,9.805,58.600,9.312,-0.0411,2.1
03/02/20,20:00:01,0.04990,6.661,65.000,6.026,-0.0404,0.6
03/02/20,21:00:01,0.04932,4.246,72.800,3.749,-0.0397,-0.2
03/02/20,22:00:01,0.04990,3.036,77.000,2.128,-0.0382,-0.6
03/02/20,23:00:01,0.04990,2.021,80.900,1.615,-0.0375,-0.9
04/02/20,00:00:01,0.04990,1.289,83.400,1.071,-0.0368,-1.2
04/02/20,01:00:01,0.04990,0.715,85.800,0.605,-0.0360,-1.4
04/02/20,02:00:01,0.04990,-0.451,86.400,-0.116,-0.0353,-2.4
04/02/20,03:00:01,0.04990,-0.902,87.500,-0.032,-0.0346,-2.7
04/02/20,04:00:01,0.04990,-0.032,89.300,0.301,-0.0338,-1.6
04/02/20,05:00:01,0.04990,-0.479,89.600,-0.311,-0.0331,-2.0
04/02/20,06:00:01,0.04990,-0.367,91.100,-0.088,-0.0331,-1.6
04/02/20,07:00:01,0.04990,0.412,91.600,0.439,-0.0317,-0.8
04/02/20,08:00:01,0.04990,4.818,91.200,2.423,-0.0309,3.5
04/02/20,09:00:01,0.04990,15.867,59.000,5.591,-0.0317,7.9
04/02/20,10:00:01,0.04932,23.376,31.800,8.519,-0.0324,5.7
04/02/20,11:00:01,0.04932,26.524,28.600,11.467,-0.0338,6.9
04/02/20,12:00:01,0.04932,28.171,29.800,13.882,-0.0368,8.9
04/02/20,13:00:01,0.04932,27.702,30.900,17.106,-0.0411,9.0
04/02/20,14:00:01,0.04932,25.768,32.700,19.270,-0.0440,8.2
04/02/20,15:00:01,0.04818,23.184,36.900,19.793,-0.0447,7.7
04/02/20,16:00:01,0.04761,20.913,40.400,18.794,-0.0447,7.0
04/02/20,17:00:01,0.04704,18.866,43.000,17.439,-0.0447,6.0
04/02/20,18:00:01,0.04647,16.534,45.500,16.201,-0.0440,4.7
04/02/20,19:00:01,0.04590,14.314,48.600,14.457,-0.0440,3.6
04/02/20,20:00:01,0.04590,11.394,56.800,12.025,-0.0418,3.1
04/02/20,21:00:01,0.04533,7.494,62.400,9.608,-0.0426,0.8
04/02/20,22:00:01,0.04475,4.089,64.200,6.509,-0.0418,-2.1
04/02/20,23:00:01,0.04533,3.116,69.000,5.488,-0.0411,-2.0
05/02/20,00:00:01,0.04533,2.423,71.300,4.921,-0.0397,-2.2
05/02/20,01:00:01,0.04533,2.289,73.300,4.168,-0.0389,-2.0
05/02/20,02:00:01,0.04533,4.532,82.900,5.872,-0.0375,1.9
05/02/20,03:00:01,0.04533,6.763,75.200,7.343,-0.0375,2.7
05/02/20,04:00:01,0.04533,7.066,66.800,7.770,-0.0375,1.3
05/02/20,05:00:01,0.04475,5.488,66.600,7.820,-0.0368,-0.2
05/02/20,06:00:01,0.04475,4.792,73.000,7.343,-0.0368,0.4
05/02/20,07:00:01,0.04475,5.616,78.500,7.343,-0.0360,2.2
05/02/20,08:00:01,0.04533,10.369,78.000,8.220,-0.0346,6.7
05/02/20,09:00:01,0.04533,18.937,57.100,10.271,-0.0346,10.3
05/02/20,10:00:01,0.04533,23.208,46.400,12.534,-0.0346,11.1
05/02/20,11:00:01,0.04590,27.653,40.500,14.816,-0.0360,13.0
05/02/20,12:00:01,0.04590,31.944,36.200,17.558,-0.0404,15.1
05/02/20,13:00:01,0.04590,33.521,33.200,19.603,-0.0440,15.1
05/02/20,14:00:01,0.04533,32.484,34.600,21.366,-0.0469,14.9
05/02/20,15:00:01,0.04475,29.439,36.000,21.963,-0.0476,12.8
05/02/20,16:00:01,0.04418,26.965,40.500,22.106,-0.0476,12.4
05/02/20,17:00:01,0.04418,20.365,45.500,19.960,-0.0469,8.2
05/02/20,18:00:01,0.04304,19.008,55.500,18.129,-0.0455,9.9
05/02/20,19:00:01,0.04304,15.652,64.500,15.963,-0.0440,9.0
05/02/20,20:00:01,0.04247,13.522,73.400,13.834,-0.0440,8.9
05/02/20,21:00:01,0.04190,10.687,80.300,11.686,-0.0447,7.4
05/02/20,22:00:01,0.04190,9.952,86.300,11.224,-0.0440,7.8
05/02/20,23:00:01,0.04190,8.941,87.000,10.712,-0.0433,6.9
06/02/20,00:00:01,0.04190,8.394,88.100,10.075,-0.0418,6.5
06/02/20,01:00:01,0.04133,7.895,89.300,9.657,-0.0411,6.3
06/02/20,02:00:01,0.04133,7.745,88.300,9.213,-0.0404,5.9
06/02/20,03:00:01,0.04133,8.120,90.500,9.928,-0.0404,6.7
06/02/20,04:00:01,0.04190,9.558,88.800,10.149,-0.0389,7.8
