"Date","Time, GMT+11:00","Water Content, m³/m³ (LGR S/N: 9832566, SEN S/N: 9833752, LBL: 10cmBG)","Temp, °C (LGR S/N: 9832566, SEN S/N: 10284205)","RH, % (LGR S/N: 9832566, SEN S/N: 10284205)","DewPt, °C (LGR S/N: 9832566, SEN S/N: 10284205)"
09/12/17,03:14:06,0.2857,6.204,90.600,4.8
09/12/17,04:14:07,0.2850,5.898,90.000,4.4
09/12/17,05:14:08,0.2843,5.591,89.500,4.0
09/12/17,06:14:09,0.2836,5.282,89.100,3.6
09/12/17,07:14:10,0.2828,5.975,91.600,4.7
09/12/17,08:14:11,0.2821,7.318,93.000,6.3
09/12/17,09:14:12,0.2814,9.040,93.300,8.0
09/12/17,10:14:13,0.2806,9.608,91.200,8.3
09/12/17,11:14:14,0.2799,11.394,92.500,10.2
09/12/17,12:14:15,0.2792,14.625,94.700,13.8
09/12/17,13:14:16,0.2777,16.606,95.500,15.9
09/12/17,14:14:17,0.2763,17.320,94.700,16.5
09/12/17,15:14:18,0.2748,17.938,94.700,17.1
09/12/17,16:14:19,0.2734,17.011,94.200,16.1
09/12/17,17:14:20,0.2719,16.058,94.500,15.2
09/12/17,18:14:21,0.2705,15.318,94.200,14.4
09/12/17,19:14:22,0.2690,14.074,92.700,12.9
09/12/17,20:14:23,0.2683,12.727,91.600,11.4
09/12/17,21:14:24,0.2676,11.734,91.000,10.3
09/12/17,22:14:25,0.2668,10.687,90.300,9.2
09/12/17,23:14:26,0.2661,9.238,86.400,7.1
10/12/17,00:14:27,0.2661,9.139,87.600,7.2
10/12/17,01:14:28,0.2654,8.220,86.800,6.2
10/12/17,02:14:29,0.2654,7.820,86.100,5.6
10/12/17,03:14:30,0.2647,7.469,86.600,5.4
10/12/17,04:14:31,0.2647,7.393,88.300,5.6
10/12/17,05:14:32,0.2647,7.167,89.000,5.5
10/12/17,06:14:33,0.2647,7.066,89.200,5.4
10/12/17,07:14:34,0.2639,8.519,93.400,7.5
10/12/17,08:14:35,0.2647,10.516,98.400,10.3
10/12/17,09:14:36,0.2639,12.944,95.900,12.3
10/12/17,10:14:37,0.2625,15.509,88.800,13.7
10/12/17,11:14:38,0.2610,17.058,87.800,15.0
10/12/17,12:14:39,0.2603,18.081,84.900,15.5
10/12/17,13:14:40,0.2581,18.889,84.500,16.2
10/12/17,14:14:41,0.2560,19.127,84.500,16.5
10/12/17,15:14:42,0.2538,18.675,84.800,16.1
10/12/17,16:14:43,0.2523,18.247,86.500,16.0
10/12/17,17:14:44,0.2509,16.987,87.000,14.8
10/12/17,18:14:45,0.2494,16.201,87.000,14.1
10/12/17,19:14:46,0.2480,15.127,87.200,13.0
10/12/17,20:14:47,0.2472,13.930,86.900,11.8
10/12/17,21:14:48,0.2465,12.147,84.000,9.5
10/12/17,22:14:49,0.2458,10.883,82.700,8.1
10/12/17,23:14:50,0.2458,10.296,84.200,7.8
11/12/17,00:14:51,0.2458,9.262,81.800,6.3
11/12/17,01:14:52,0.2451,8.841,82.600,6.1
11/12/17,02:14:53,0.2451,8.270,82.500,5.5
11/12/17,03:14:54,0.2451,8.245,84.400,5.8
11/12/17,04:14:55,0.2443,7.745,84.300,5.3
11/12/17,05:14:56,0.2443,7.544,84.400,5.1
11/12/17,06:14:57,0.2443,7.920,88.300,6.1
11/12/17,07:14:58,0.2443,9.485,94.200,8.6
11/12/17,08:14:59,0.2443,11.127,96.400,10.6
11/12/17,09:15:00,0.2436,13.497,92.300,12.3
11/12/17,10:15:01,0.2422,15.939,85.400,13.5
11/12/17,11:15:02,0.2407,17.962,83.700,15.2
11/12/17,12:15:03,0.2392,19.222,77.800,15.3
11/12/17,13:15:04,0.2371,20.293,78.500,16.5
11/12/17,14:15:05,0.2356,21.270,82.600,18.2
11/12/17,15:15:06,0.2327,21.509,86.900,19.3
11/12/17,16:15:07,0.2305,20.341,83.100,17.4
11/12/17,17:15:08,0.2284,19.460,81.500,16.2
11/12/17,18:15:09,0.2269,17.962,80.000,14.5
11/12/17,19:15:10,0.2254,16.630,81.000,13.4
11/12/17,20:15:11,0.2247,14.984,83.500,12.2
11/12/17,21:15:12,0.2240,13.016,81.400,9.9
11/12/17,22:15:13,0.2240,11.637,79.200,8.2
11/12/17,23:15:14,0.2233,10.247,78.400,6.7
12/12/17,00:15:15,0.2233,9.040,76.900,5.2
12/12/17,01:15:16,0.2225,8.693,78.700,5.2
12/12/17,02:15:17,0.2225,8.543,81.400,5.5
12/12/17,03:15:18,0.2225,8.568,84.000,6.0
12/12/17,04:15:19,0.2225,8.841,84.900,6.4
12/12/17,05:15:20,0.2225,8.519,82.400,5.7
12/12/17,06:15:21,0.2218,8.295,82.900,5.6
12/12/17,07:15:22,0.2218,9.780,82.000,6.9
12/12/17,08:15:23,0.2211,11.783,77.700,8.0
12/12/17,09:15:24,0.2196,13.978,70.200,8.7
12/12/17,10:15:25,0.2182,16.225,68.400,10.4
12/12/17,11:15:26,0.2175,17.605,65.800,11.1
12/12/17,12:15:27,0.2160,19.222,67.500,13.1
12/12/17,13:15:28,0.2146,20.150,67.200,13.9
12/12/17,14:15:29,0.2131,19.579,63.300,12.4
12/12/17,15:15:30,0.2109,19.365,63.800,12.4
12/12/17,16:15:31,0.2087,18.818,65.500,12.2
12/12/17,17:15:32,0.2066,18.366,69.500,12.7
12/12/17,18:15:33,0.2058,17.272,73.700,12.6
12/12/17,19:15:34,0.2051,15.557,72.800,10.7
12/12/17,20:15:35,0.2044,13.882,70.300,8.6
12/12/17,21:15:36,0.2037,12.437,72.500,7.6
12/12/17,22:15:37,0.2037,11.224,74.200,6.8
12/12/17,23:15:38,0.2029,10.565,76.400,6.6
13/12/17,00:15:39,0.2029,9.756,77.200,6.0
13/12/17,01:15:40,0.2022,10.516,78.200,6.9
13/12/17,02:15:41,0.2022,10.296,76.100,6.3
13/12/17,03:15:42,0.2022,10.075,72.100,5.3
13/12/17,04:15:43,0.2015,10.075,69.500,4.8
13/12/17,05:15:44,0.2015,10.001,68.300,4.4
13/12/17,06:15:45,0.2015,9.879,68.600,4.4
13/12/17,07:15:46,0.2008,10.932,68.200,5.3
13/12/17,08:15:47,0.2000,12.630,65.700,6.4
13/12/17,09:15:48,0.1993,14.864,64.900,8.3
13/12/17,10:15:49,0.1978,17.225,63.700,10.3
13/12/17,11:15:50,0.1964,19.270,63.100,12.1
13/12/17,12:15:51,0.1957,20.388,59.300,12.2
13/12/17,13:15:52,0.1942,21.342,62.400,13.9
13/12/17,14:15:53,0.1928,21.127,61.700,13.5
13/12/17,15:15:54,0.1906,20.627,61.200,12.9
13/12/17,16:15:55,0.1891,20.174,65.100,13.4
13/12/17,17:15:56,0.1877,18.842,62.100,11.4
13/12/17,18:15:57,0.1862,17.415,59.700,9.5
13/12/17,19:15:58,0.1855,16.058,58.600,8.0
13/12/17,20:15:59,0.1855,14.625,64.500,8.0
13/12/17,21:16:00,0.1848,12.606,68.300,6.9
13/12/17,22:16:01,0.1848,12.050,69.400,6.6
13/12/17,23:16:02,0.1848,11.443,70.900,6.4
14/12/17,00:16:03,0.1840,11.953,66.600,5.9
14/12/17,01:16:04,0.1840,12.703,62.300,5.7
14/12/17,02:16:05,0.1840,12.751,61.800,5.6
14/12/17,03:16:06,0.1833,12.944,61.200,5.7
14/12/17,04:16:07,0.1833,13.257,58.800,5.4
14/12/17,05:16:08,0.1833,12.992,60.100,5.4
14/12/17,06:16:09,0.1833,13.064,63.900,6.4
14/12/17,07:16:10,0.1833,12.534,72.900,7.8
14/12/17,08:16:11,0.1833,13.666,76.700,9.7
14/12/17,09:16:12,0.1826,15.390,74.700,10.9
14/12/17,10:16:13,0.1826,16.701,75.400,12.3
14/12/17,11:16:14,0.1819,17.701,73.000,12.8
14/12/17,12:16:15,0.1819,16.749,74.500,12.2
14/12/17,13:16:16,0.1811,16.368,75.500,12.0
14/12/17,14:16:17,0.1804,15.390,78.500,11.7
14/12/17,15:16:18,0.1804,16.582,75.900,12.3
14/12/17,16:16:19,0.1797,16.725,72.100,11.7
14/12/17,17:16:20,0.1790,16.439,76.000,12.2
14/12/17,18:16:21,0.1790,15.939,77.100,11.9
14/12/17,19:16:22,0.1782,14.745,77.000,10.8
14/12/17,20:16:23,0.1790,14.002,80.100,10.6
14/12/17,21:16:24,0.1782,13.546,82.100,10.6
14/12/17,22:16:25,0.1782,13.425,84.700,10.9
14/12/17,23:16:26,0.1782,13.185,86.400,11.0
15/12/17,00:16:27,0.1775,13.064,88.200,11.2
15/12/17,01:16:28,0.1775,12.871,89.300,11.2
15/12/17,02:16:29,0.1775,12.316,89.000,10.6
15/12/17,03:16:30,0.1775,12.147,90.100,10.6
15/12/17,04:16:31,0.1775,12.316,92.500,11.1
15/12/17,05:16:32,0.1775,12.316,93.500,11.3
15/12/17,06:16:33,0.1775,12.098,93.800,11.1
15/12/17,07:16:34,0.1775,12.389,94.600,11.6
15/12/17,08:16:35,0.1775,13.401,95.000,12.6
15/12/17,09:16:36,0.1768,15.390,89.200,13.6
15/12/17,10:16:37,0.1768,17.130,81.100,13.9
15/12/17,11:16:38,0.1761,18.390,77.100,14.3
15/12/17,12:16:39,0.1753,19.770,71.900,14.6
15/12/17,13:16:40,0.1739,20.126,68.900,14.3
15/12/17,14:16:41,0.1724,20.246,66.100,13.7
15/12/17,15:16:42,0.1710,19.532,66.600,13.2
15/12/17,16:16:43,0.1695,19.151,67.200,12.9
15/12/17,17:16:44,0.1688,18.414,68.100,12.4
15/12/17,18:16:45,0.1681,17.130,68.300,11.3
15/12/17,19:16:46,0.1673,15.414,69.000,9.8
15/12/17,20:16:47,0.1673,14.170,71.600,9.1
15/12/17,21:16:48,0.1666,13.329,74.700,8.9
15/12/17,22:16:49,0.1666,12.896,76.800,8.9
15/12/17,23:16:50,0.1659,12.558,76.900,8.6
16/12/17,00:16:51,0.1659,12.364,78.000,8.7
16/12/17,01:16:52,0.1659,12.243,78.800,8.7
16/12/17,02:16:53,0.1659,12.074,79.300,8.6
16/12/17,03:16:54,0.1659,12.025,80.200,8.7
16/12/17,04:16:55,0.1659,11.977,80.600,8.8
16/12/17,05:16:56,0.1659,11.929,81.100,8.8
16/12/17,06:16:57,0.1652,12.025,82.400,9.1
16/12/17,07:16:58,0.1652,12.340,83.900,9.7
16/12/17,08:16:59,0.1652,13.834,83.100,11.0
16/12/17,09:17:00,0.1652,13.305,80.100,10.0
16/12/17,10:17:01,0.1652,13.954,80.300,10.6
16/12/17,11:17:02,0.1637,18.295,72.700,13.3
16/12/17,12:17:03,0.1637,19.817,68.100,13.8
16/12/17,13:17:04,0.1623,20.460,67.800,14.3
16/12/17,14:17:05,0.1615,20.460,66.500,14.0
16/12/17,15:17:06,0.1608,19.413,67.300,13.2
16/12/17,16:17:07,0.1594,18.842,70.500,13.4
16/12/17,17:17:08,0.1586,18.866,72.000,13.7
16/12/17,18:17:09,0.1586,17.463,69.100,11.8
16/12/17,19:17:10,0.1579,16.082,72.600,11.2
16/12/17,20:17:11,0.1572,14.649,76.000,10.5
16/12/17,21:17:12,0.1572,12.558,74.200,8.1
16/12/17,22:17:13,0.1572,11.467,76.000,7.4
16/12/17,23:17:14,0.1564,10.418,76.200,6.4
17/12/17,00:17:15,0.1564,10.712,81.900,7.8
17/12/17,01:17:16,0.1564,10.492,83.300,7.8
17/12/17,02:17:17,0.1564,10.320,84.300,7.8
17/12/17,03:17:18,0.1564,10.271,86.000,8.0
17/12/17,04:17:19,0.1564,10.247,86.800,8.2
17/12/17,05:17:20,0.1564,10.222,87.600,8.3
17/12/17,06:17:21,0.1564,10.026,87.500,8.1
17/12/17,07:17:22,0.1564,11.492,92.000,10.3
17/12/17,08:17:23,0.1564,14.002,91.900,12.7
17/12/17,09:17:24,0.1564,16.534,83.800,13.8
17/12/17,10:17:25,0.1557,17.796,79.500,14.2
17/12/17,11:17:26,0.1564,18.390,77.900,14.5
17/12/17,12:17:27,0.1557,19.532,81.800,16.4
17/12/17,13:17:28,0.1557,20.746,81.200,17.4
17/12/17,14:17:29,0.1550,21.390,77.200,17.3
17/12/17,15:17:30,0.1535,21.652,76.300,17.3
17/12/17,16:17:31,0.1535,19.817,73.000,14.9
17/12/17,17:17:32,0.1528,17.915,68.400,12.0
17/12/17,18:17:33,0.1521,17.153,70.600,11.8
17/12/17,19:17:34,0.1521,16.296,75.300,11.9
17/12/17,20:17:35,0.1514,14.409,76.400,10.3
17/12/17,21:17:36,0.1514,12.678,77.000,8.8
17/12/17,22:17:37,0.1514,12.582,84.000,10.0
17/12/17,23:17:38,0.1514,11.078,79.100,7.6
18/12/17,00:17:39,0.1514,9.928,77.900,6.3
18/12/17,01:17:40,0.1506,10.369,82.800,7.6
18/12/17,02:17:41,0.1506,10.956,84.400,8.4
18/12/17,03:17:42,0.1506,11.637,82.500,8.8
18/12/17,04:17:43,0.1506,12.195,80.300,8.9
18/12/17,05:17:44,0.1506,12.147,82.200,9.2
18/12/17,06:17:45,0.1506,12.316,88.100,10.4
18/12/17,07:17:46,0.1514,12.871,91.500,11.5
18/12/17,08:17:47,0.1514,13.786,93.300,12.7
18/12/17,09:17:48,0.1514,14.816,92.200,13.6
18/12/17,10:17:49,0.1514,16.010,90.900,14.5
18/12/17,11:17:50,0.1514,17.249,87.200,15.1
18/12/17,12:17:51,0.1506,18.200,80.600,14.8
18/12/17,13:17:52,0.1506,19.888,77.300,15.8
18/12/17,14:17:53,0.1499,20.150,70.500,14.6
18/12/17,15:17:54,0.1492,20.055,80.100,16.5
18/12/17,16:17:55,0.1492,20.198,85.100,17.6
18/12/17,17:17:56,0.1492,19.817,87.200,17.6
18/12/17,18:17:57,0.1492,18.485,84.800,15.9
18/12/17,19:17:58,0.1485,17.605,87.500,15.5
18/12/17,20:17:59,0.1485,16.010,86.400,13.8
18/12/17,21:18:00,0.1485,14.792,85.600,12.4
18/12/17,22:18:01,0.1485,13.930,86.800,11.8
18/12/17,23:18:02,0.1477,13.040,86.600,10.9
19/12/17,00:18:03,0.1477,12.195,86.800,10.1
19/12/17,01:18:04,0.1477,11.953,86.200,9.7
19/12/17,02:18:05,0.1477,12.437,84.400,9.9
19/12/17,03:18:06,0.1477,12.992,78.200,9.3
19/12/17,04:18:07,0.1477,12.896,73.400,8.3
19/12/17,05:18:08,0.1477,13.209,71.700,8.2
19/12/17,06:18:09,0.1477,13.666,73.800,9.1
19/12/17,07:18:10,0.1477,15.270,80.700,12.0
19/12/17,08:18:11,0.1477,16.034,82.700,13.1
19/12/17,09:18:12,0.1477,16.463,82.700,13.5
19/12/17,10:18:13,0.1477,16.749,82.800,13.8
19/12/17,11:18:14,0.1477,19.318,83.600,16.5
19/12/17,12:18:15,0.1470,21.413,76.800,17.2
19/12/17,13:18:16,0.1463,22.130,74.300,17.4
19/12/17,14:18:17,0.1463,21.151,74.000,16.4
19/12/17,15:18:18,0.1456,20.079,79.500,16.4
19/12/17,16:18:19,0.1448,20.103,77.700,16.1
19/12/17,17:18:20,0.1441,19.651,73.900,14.9
19/12/17,18:18:21,0.1441,18.343,72.200,13.3
19/12/17,19:18:22,0.1434,17.677,73.500,12.9
19/12/17,20:18:23,0.1434,16.915,74.600,12.4
19/12/17,21:18:24,0.1434,15.294,86.400,13.1
19/12/17,22:18:25,0.1441,14.266,91.700,13.0
19/12/17,23:18:26,0.1434,13.858,93.400,12.8
20/12/17,00:18:27,0.1434,13.666,93.800,12.7
20/12/17,01:18:28,0.1710,13.738,94.800,12.9
20/12/17,02:18:29,0.1811,13.666,95.600,13.0
20/12/17,03:18:30,0.1840,13.449,96.000,12.8
20/12/17,04:18:31,0.2204,13.305,96.200,12.7
20/12/17,05:18:32,0.2211,13.161,96.300,12.6
20/12/17,06:18:33,0.2661,12.485,95.900,11.9
20/12/17,07:18:34,0.2574,11.248,94.000,10.3
20/12/17,08:18:35,0.2727,10.810,93.600,9.8
20/12/17,09:18:36,0.2676,11.127,94.900,10.4
20/12/17,10:18:37,0.2625,11.273,95.900,10.7
20/12/17,11:18:38,0.2581,10.907,94.900,10.1
20/12/17,12:18:39,0.2552,12.001,93.300,11.0
20/12/17,13:18:40,0.2523,13.185,92.500,12.0
20/12/17,14:18:41,0.2501,13.618,91.200,12.2
20/12/17,15:18:42,0.2480,13.786,90.000,12.2
20/12/17,16:18:43,0.2458,14.529,88.900,12.7
20/12/17,17:18:44,0.2443,13.329,85.800,11.0
20/12/17,18:18:45,0.2422,12.485,86.000,10.2
20/12/17,19:18:46,0.2414,11.904,86.500,9.7
20/12/17,20:18:47,0.2400,11.053,86.500,8.9
20/12/17,21:18:48,0.2392,10.394,86.900,8.3
20/12/17,22:18:49,0.2385,9.829,86.800,7.7
20/12/17,23:18:50,0.2378,8.990,85.300,6.7
21/12/17,00:18:51,0.2371,8.568,86.000,6.4
21/12/17,01:18:52,0.2363,7.544,83.700,5.0
21/12/17,02:18:53,0.2356,7.066,83.000,4.4
21/12/17,03:18:54,0.2349,6.737,82.400,4.0
21/12/17,04:18:55,0.2342,6.484,82.600,3.7
21/12/17,05:18:56,0.2342,6.433,84.200,4.0
21/12/17,06:18:57,0.2334,6.636,86.600,4.6
21/12/17,07:18:58,0.2327,8.170,91.400,6.9
21/12/17,08:18:59,0.2327,10.198,94.200,9.3
21/12/17,09:19:00,0.2320,12.413,87.000,10.3
21/12/17,10:19:01,0.2305,14.433,81.700,11.4
21/12/17,11:19:02,0.2291,15.915,76.600,11.8
21/12/17,12:19:03,0.2276,17.034,76.100,12.8
21/12/17,13:19:04,0.2262,18.628,78.500,14.8
21/12/17,14:19:05,0.2240,19.056,78.900,15.3
21/12/17,15:19:06,0.2218,18.889,77.100,14.8
21/12/17,16:19:07,0.2189,18.010,74.100,13.3
21/12/17,17:19:08,0.2167,17.320,74.500,12.8
21/12/17,18:19:09,0.2146,16.034,73.800,11.4
21/12/17,19:19:10,0.2131,14.649,75.100,10.3
21/12/17,20:19:11,0.2124,13.329,76.700,9.3
21/12/17,21:19:12,0.2116,11.102,75.200,6.9
21/12/17,22:19:13,0.2109,10.956,80.600,7.8
21/12/17,23:19:14,0.2109,10.810,85.200,8.4
22/12/17,00:19:15,0.2102,10.345,83.600,7.7
22/12/17,01:19:16,0.2102,8.668,80.200,5.5
22/12/17,02:19:17,0.2095,8.344,81.200,5.3
22/12/17,03:19:18,0.2095,8.095,83.100,5.4
22/12/17,04:19:19,0.2087,7.995,83.700,5.4
22/12/17,05:19:20,0.2080,8.120,85.800,5.9
22/12/17,06:19:21,0.2080,7.845,85.700,5.6
22/12/17,07:19:22,0.2073,9.386,90.200,7.9
22/12/17,08:19:23,0.2066,11.662,91.400,10.3
22/12/17,09:19:24,0.2058,14.337,87.100,12.2
22/12/17,10:19:25,0.2044,16.487,81.700,13.4
22/12/17,11:19:26,0.2029,17.915,74.900,13.4
22/12/17,12:19:27,0.2015,20.079,75.900,15.7
22/12/17,13:19:28,0.2000,20.579,73.200,15.6
22/12/17,14:19:29,0.1971,20.007,69.000,14.2
22/12/17,15:19:30,0.1949,19.841,71.800,14.6
22/12/17,16:19:31,0.1920,19.460,74.100,14.7
22/12/17,17:19:32,0.1906,17.986,73.100,13.1
22/12/17,18:19:33,0.1891,16.272,71.200,11.1
22/12/17,19:19:34,0.1877,15.247,73.200,10.5
22/12/17,20:19:35,0.1877,13.690,73.100,9.0
22/12/17,21:19:36,0.1870,12.678,76.600,8.7
22/12/17,22:19:37,0.1862,12.219,79.300,8.8
22/12/17,23:19:38,0.1862,11.540,79.400,8.1
23/12/17,00:19:39,0.1862,10.858,78.500,7.3
23/12/17,01:19:40,0.1855,10.443,77.000,6.6
23/12/17,02:19:41,0.1855,10.026,76.700,6.1
23/12/17,03:19:42,0.1855,9.485,78.000,5.9
23/12/17,04:19:43,0.1848,9.163,80.600,6.0
23/12/17,05:19:44,0.1848,8.742,80.600,5.6
23/12/17,06:19:45,0.1840,8.693,81.300,5.7
23/12/17,07:19:46,0.1840,9.756,81.600,6.8
23/12/17,08:19:47,0.1826,11.443,78.300,7.8
23/12/17,09:19:48,0.1819,12.147,74.100,7.7
23/12/17,10:19:49,0.1811,13.786,71.300,8.7
23/12/17,11:19:50,0.1804,14.194,70.700,9.0
23/12/17,12:19:51,0.1797,14.074,69.900,8.7
23/12/17,13:19:52,0.1782,16.487,70.900,11.2
23/12/17,14:19:53,0.1768,16.320,67.400,10.3
23/12/17,15:19:54,0.1761,14.601,68.100,8.8
23/12/17,16:19:55,0.1753,13.786,70.300,8.5
23/12/17,17:19:56,0.1746,14.002,72.900,9.2
23/12/17,18:19:57,0.1739,14.170,72.800,9.4
23/12/17,19:19:58,0.1739,13.209,70.600,8.0
23/12/17,20:19:59,0.1732,12.050,72.700,7.3
23/12/17,21:20:00,0.1732,11.565,74.800,7.3
23/12/17,22:20:01,0.1732,11.394,77.200,7.6
23/12/17,23:20:02,0.1724,11.005,79.600,7.6
24/12/17,00:20:03,0.1724,10.149,79.200,6.7
24/12/17,01:20:04,0.1724,10.443,76.000,6.4
24/12/17,02:20:05,0.1717,10.858,69.700,5.6
24/12/17,03:20:06,0.1717,11.078,70.300,5.9
24/12/17,04:20:07,0.1717,11.151,69.800,5.9
24/12/17,05:20:08,0.1717,11.102,68.000,5.4
24/12/17,06:20:09,0.1710,11.467,67.800,5.7
24/12/17,07:20:10,0.1710,12.461,68.500,6.8
24/12/17,08:20:11,0.1695,13.810,70.400,8.5
24/12/17,09:20:12,0.1688,14.577,68.900,8.9
24/12/17,10:20:13,0.1681,16.392,66.300,10.1
24/12/17,11:20:14,0.1666,16.701,62.700,9.6
24/12/17,12:20:15,0.1659,18.771,62.400,11.5
24/12/17,13:20:16,0.1644,20.746,62.700,13.4
24/12/17,14:20:17,0.1623,20.746,61.100,13.0
24/12/17,15:20:18,0.1608,20.722,63.100,13.5
24/12/17,16:20:19,0.1594,20.770,67.400,14.5
24/12/17,17:20:20,0.1586,18.295,68.300,12.4
24/12/17,18:20:21,0.1579,15.867,77.100,11.9
24/12/17,19:20:22,0.1572,14.314,80.400,11.0
24/12/17,20:20:23,0.1572,13.377,81.000,10.2
24/12/17,21:20:24,0.1564,12.147,81.700,9.1
24/12/17,22:20:25,0.1564,11.297,83.000,8.5
24/12/17,23:20:26,0.1564,10.736,83.800,8.1
25/12/17,00:20:27,0.1564,9.977,83.600,7.3
25/12/17,01:20:28,0.1564,9.410,83.800,6.8
25/12/17,02:20:29,0.1564,9.163,84.300,6.7
25/12/17,03:20:30,0.1557,8.668,84.100,6.1
25/12/17,04:20:31,0.1557,8.020,83.700,5.4
25/12/17,05:20:32,0.1557,7.645,84.500,5.2
25/12/17,06:20:33,0.1557,7.393,84.100,4.9
25/12/17,07:20:34,0.1557,7.619,84.600,5.2
25/12/17,08:20:35,0.1557,9.977,91.100,8.6
25/12/17,09:20:36,0.1557,13.377,93.900,12.4
25/12/17,10:20:37,0.1550,16.415,84.600,13.8
25/12/17,11:20:38,0.1550,18.580,79.200,14.9
25/12/17,12:20:39,0.1543,20.555,77.000,16.4
25/12/17,13:20:40,0.1535,21.437,74.000,16.6
25/12/17,14:20:41,0.1528,20.960,73.900,16.2
25/12/17,15:20:42,0.1514,19.770,70.900,14.4
25/12/17,16:20:43,0.1499,17.938,68.400,12.1
25/12/17,17:20:44,0.1485,16.582,72.300,11.6
25/12/17,18:20:45,0.1477,14.433,71.500,9.4
25/12/17,19:20:46,0.1470,12.847,72.700,8.1
25/12/17,20:20:47,0.1463,11.127,74.100,6.7
25/12/17,21:20:48,0.1463,9.509,72.000,4.7
25/12/17,22:20:49,0.1456,8.916,76.300,5.0
25/12/17,23:20:50,0.1456,8.841,77.600,5.2
26/12/17,00:20:51,0.1456,9.706,84.300,7.2
26/12/17,01:20:52,0.1456,9.657,85.000,7.3
26/12/17,02:20:53,0.1456,9.410,86.700,7.3
26/12/17,03:20:54,0.1456,9.089,87.600,7.1
26/12/17,04:20:55,0.1456,8.866,87.100,6.8
26/12/17,05:20:56,0.1456,7.041,80.200,3.9
26/12/17,06:20:57,0.1456,6.026,77.500,2.4
26/12/17,07:20:58,0.1456,7.444,83.100,4.8
26/12/17,08:20:59,0.1456,11.224,94.500,10.4
26/12/17,09:21:00,0.1448,14.960,96.900,14.5
26/12/17,10:21:01,0.1448,18.937,91.100,17.5
26/12/17,11:21:02,0.1448,21.032,79.400,17.4
26/12/17,12:21:03,0.1448,22.321,74.500,17.6
26/12/17,13:21:04,0.1441,23.593,73.200,18.5
26/12/17,14:21:05,0.1434,23.665,72.900,18.5
26/12/17,15:21:06,0.1419,22.154,70.400,16.5
26/12/17,16:21:07,0.1412,18.866,68.400,12.9
26/12/17,17:21:08,0.1405,17.915,69.900,12.4
26/12/17,18:21:09,0.1397,16.439,70.800,11.1
26/12/17,19:21:10,0.1390,15.175,69.300,9.6
26/12/17,20:21:11,0.1390,13.882,73.300,9.2
26/12/17,21:21:12,0.1383,11.492,70.400,6.3
26/12/17,22:21:13,0.1383,10.075,71.000,5.1
26/12/17,23:21:14,0.1383,9.361,73.100,4.8
27/12/17,00:21:15,0.1376,8.593,73.500,4.1
27/12/17,01:21:16,0.1376,8.045,74.500,3.8
27/12/17,02:21:17,0.1376,8.618,81.300,5.6
27/12/17,03:21:18,0.1376,8.841,83.200,6.2
27/12/17,04:21:19,0.1376,8.643,83.800,6.1
27/12/17,05:21:20,0.1376,8.568,84.600,6.1
27/12/17,06:21:21,0.1383,8.095,83.600,5.5
27/12/17,07:21:22,0.1383,10.026,91.200,8.7
27/12/17,08:21:23,0.1383,12.340,94.000,11.4
27/12/17,09:21:24,0.1383,14.864,85.600,12.5
27/12/17,10:21:25,0.1383,17.249,78.400,13.5
27/12/17,11:21:26,0.1376,19.793,72.200,14.7
27/12/17,12:21:27,0.1376,21.223,68.100,15.1
27/12/17,13:21:28,0.1368,24.002,77.200,19.8
27/12/17,14:21:29,0.1368,25.113,77.100,20.8
27/12/17,15:21:30,0.1361,22.992,69.300,17.1
27/12/17,16:21:31,0.1347,21.461,69.300,15.6
27/12/17,17:21:32,0.1339,19.888,68.800,14.0
27/12/17,18:21:33,0.1332,18.533,69.900,13.0
27/12/17,19:21:34,0.1332,16.939,71.800,11.8
27/12/17,20:21:35,0.1325,15.247,74.700,10.8
27/12/17,21:21:36,0.1325,13.978,77.700,10.2
27/12/17,22:21:37,0.1325,12.654,77.900,8.9
27/12/17,23:21:38,0.1325,11.880,78.800,8.3
28/12/17,00:21:39,0.1318,11.516,81.900,8.5
28/12/17,01:21:40,0.1318,11.516,84.600,9.0
28/12/17,02:21:41,0.1318,11.662,86.000,9.4
28/12/17,03:21:42,0.1325,11.297,84.600,8.8
28/12/17,04:21:43,0.1318,11.443,84.900,9.0
28/12/17,05:21:44,0.1325,11.929,83.800,9.3
28/12/17,06:21:45,0.1325,12.147,81.200,9.0
28/12/17,07:21:46,0.1325,12.678,80.700,9.5
28/12/17,08:21:47,0.1325,13.594,80.900,10.4
28/12/17,09:21:48,0.1325,14.194,80.800,11.0
28/12/17,10:21:49,0.1325,14.290,82.600,11.4
28/12/17,11:21:50,0.1325,15.008,85.000,12.5
28/12/17,12:21:51,0.1332,15.366,85.000,12.9
28/12/17,13:21:52,0.1325,16.963,85.600,14.6
28/12/17,14:21:53,0.1325,17.153,83.700,14.4
28/12/17,15:21:54,0.1325,18.224,83.200,15.3
28/12/17,16:21:55,0.1325,17.724,80.400,14.3
28/12/17,17:21:56,0.1325,17.368,81.100,14.1
28/12/17,18:21:57,0.1325,16.392,84.800,13.8
28/12/17,19:21:58,0.1318,15.629,87.300,13.5
28/12/17,20:21:59,0.1318,14.912,88.900,13.1
28/12/17,21:22:00,0.1325,14.553,91.000,13.1
28/12/17,22:22:01,0.1303,13.954,94.100,13.0
28/12/17,23:22:02,0.1310,13.594,95.100,12.8
